	P0	P1	P2	P3	P4	P5	P6
(-) L3MBTL1	0.2095039531134613	0.009972956665653355	0.0	0.03916896907528623	0.011598423892594446	0.19569412010391343	0.005384627185245871
(-) LACC1	0.03855880327420552	0.0	0.31665330299230665	0.01239028425438715	0.25004484863844123	0.03348554507906088	0.036461175091428495
(-) LACTB2	0.1254551874753734	0.0	0.1060931611780692	0.001943055662535722	0.1810424494220659	0.005677868288576903	0.0
(-) LAMA4	0.01918932668505047	0.2398224118877462	0.08894632852196012	0.0	0.06689654800098453	0.2578647885121588	0.2907548738076234
(-) LAPTM4A	0.03508053893082378	0.0	0.0	0.003161609032808858	0.1385076754898432	0.014574147126382393	0.01740361348553264
(-) LARP7	0.004803650593522166	0.0	0.0	0.10117152827240324	0.0	0.0015917685047483823	0.023816501642908872
(-) LAYN	0.0	0.33514324671600254	0.0	0.14027552030481766	0.051067171228548765	0.0	0.020648564043943905
(-) LCORL	0.06898292323767324	0.0002488979515865015	0.0	0.16454581538203883	0.0	0.0	0.06718842597179242
(-) LDOC1	0.10478955798206822	0.15610218310967958	0.1306270816446886	0.0	0.3295266046159398	0.0	0.0
(-) LEKR1	0.2644650851774955	0.007649274562518819	0.2529559810087115	0.428010796451474	0.33045271096356316	0.1533748461692988	0.04835472197998658
(-) LEO1	0.02007506757413164	0.0	0.0	0.09680088292073848	0.0	0.0	0.054154387626045686
(-) LGALS1	0.025448038839006846	0.14960137361364498	0.34131142799750913	0.06840529383149554	0.0	0.023606195044298343	0.015348050552095349
(-) LGALS8	0.0	0.017609497859361698	0.051088133321819974	0.0632882423051772	0.16039145560257062	0.0	0.0048705982618243385
(-) LGALSL	0.16592128128391237	0.0	0.0	0.0	0.20324968416444608	0.0	0.0
(-) LIMCH1	0.24619171846072396	0.02909836610273366	0.0	0.03724480951520467	0.29494084924743125	0.0	0.006665169035528332
(-) LIN9	0.0	0.0	0.0	0.20367901195433502	0.0	0.0	0.0003907990928109271
(-) LINC00854	0.1347470081315398	0.10135628370401994	0.25578867618109175	0.12542380035578002	0.08274511244256573	0.13197649506397835	0.2854752188901848
(-) LIPE	0.08687063300660622	0.041052698383475146	0.012449051785769865	0.22990338808210303	0.08864360314346854	0.012718548564913926	0.25762277229610453
(-) LMF1	0.26048625597217867	0.0	0.28099509075233325	0.0	0.20074546580636307	0.0	0.11694700697369126
(-) LMF2	0.0	0.019657350214089486	0.0706423275504278	0.05121770029231555	0.0	0.004220677359676968	0.06894085561783728
(-) LNP1	0.08838829100099609	0.0025965166877882193	0.14092966472924517	0.0732267195778684	0.0378265737110868	0.031846306613957966	0.0
(-) LOXL2	0.0	0.16641232110817447	0.24486278810482376	0.0	0.02861816269903979	0.039897377597175855	0.0
(-) LPIN2	0.0	0.16993286854517536	0.1330359940370483	0.0	0.0640731746178597	0.06774304872475372	0.09412197326473631
(-) LRIF1	0.07855447835338308	0.007841885225395659	0.0	0.012970980861620069	0.01316210603014712	0.00830541772904215	0.028818143297129256
(-) LRP11	0.0	0.0	0.0	0.0925155106674136	0.07908019273844875	0.0684446566607758	0.0248134680416429
(-) LRP3	0.1625832172434024	0.02542937748267684	0.02319128914991354	0.062240370535354875	0.4261714771126395	0.1820364510665291	0.01744843556415355
(-) LRP5	0.011331308849851309	0.0	0.031134150432829116	0.0	0.4020478336093108	0.09751746730424667	0.0
(-) LRRC41	0.0	0.15577002582748872	0.05436006629561917	0.007631454257937365	0.0709266463712916	0.016389825762881435	0.019697414680533473
(-) LRRC47	0.0	0.0	0.12879571829430947	0.05115853770356143	0.09577979828438589	0.0	0.14135680113383678
(-) LRRC69	0.3240396113668385	0.03932721716923852	0.16140194050356477	0.2924253328416685	0.1707030574398329	0.1707017205467215	0.06414970287583667
(-) LUZP1	0.02455307452378944	0.02192168226669791	0.07620697709636653	0.04360087453753186	0.03851066755556941	0.00019003305534237583	0.017825946074934453
(-) LY96	0.0	0.23913382979671144	0.0	0.018495916891069816	0.0	0.05820123445189899	0.2227167804447241
(-) LYN	0.23585066517943754	0.0	0.0	0.0	0.4576571928887519	0.044110231088358036	0.0
(-) LYPD6	0.15889234647135064	0.12678962366030827	0.0	0.0018546903447898882	0.17232353575368503	0.0009116370321029163	0.02949276132094542
(-) LYPLA2	0.01864960879495319	0.0	0.0401846624851221	0.10711006516708857	0.0	0.014518493339335537	0.0
(-) LYRM2	0.0008784325559105903	0.0	0.0	0.1538601246227469	0.0	0.020746848606018647	0.06963705389583065
(-) LYSMD2	0.06677465451303294	0.0	0.0011330359649872387	0.057955130914603914	0.0	0.10227970457527369	0.00043148357880774227
(-) LYSMD4	0.1167336652739213	0.00411475615130862	0.0	0.01138439735413171	0.03758391360172658	0.010343411357537746	0.0
(-) LZIC	0.0	0.0	0.019504414039689395	0.1308434089673439	0.00023460974938151048	0.0	0.04616540208363452
(-) MACF1	0.153162615949364	0.17848493828138332	0.09989184807771782	0.1028553850023674	0.13132836403009235	0.07075066726744857	0.02790751575106702
(-) MAD2L1	0.0	0.0	0.0	0.16601153032179847	0.0	0.0	0.0029462204391885434
(-) MADCAM1	0.36054472806200016	0.1267740853515811	0.1934214749044021	0.143855525358832	0.2526784376937081	0.1717236706932333	0.26099348920003024
(-) MAEA	0.06279255121378292	0.0	0.0	0.05920714532636467	0.0	0.0	0.0005265011784835513
(-) MAGED4	0.0	0.1659348647290115	0.0	0.10922396617085982	0.0	0.04749072604333686	0.04838824054377246
(-) MAGED4B	0.0	0.14323300807603007	0.0	0.10298920486181981	0.0	0.047138596036843186	0.04145237003925085
(-) MAGEH1	0.0	0.2783104428164225	0.38119382542037633	0.11654140251540664	0.04687306392621885	0.0	0.0
(-) MAGI1	0.10920075278410235	0.004296777325771323	0.0	0.12592183869522866	0.005555473167208601	0.11198998694413306	0.013325612136518838
(-) MALSU1	0.06020320702170205	0.0	0.16480175717363774	0.0	0.0	0.0	0.0
(-) MAN2B2	0.0	0.060912898058663706	0.05150497710188167	0.0	0.11095508263661011	0.018900528262304477	0.0
(-) MANEAL	0.28503196082905435	0.0	0.0	0.03841866251035468	0.1044706014491543	0.09870121600193164	0.0
(-) MAP3K2	0.0	0.03376712255046022	0.0	0.06948091499487212	0.15770494281020095	0.03048293316056887	0.03918976856336903
(-) MAP3K3	0.0	0.09218323343807783	0.0	0.026970759375128547	0.0	0.07994849845205079	0.06144147661511444
(-) MAP3K5	0.009758183997186963	0.0	0.04793498624482165	0.06536420324367322	0.01672728744084889	0.13586631363297477	0.20611269491131579
(-) MAP3K9	0.2588775334366775	0.0	0.0	0.17924907553343078	0.06238095998887798	0.014798329447889735	0.0
(-) MAP7D1	0.0	0.17818878065241764	0.0	0.027318873349127564	0.007302015521397797	0.008798675702612942	0.07103254803713793
(-) MAP7D3	0.025180911137427115	0.00922105501798639	0.02998876577726013	0.0641247575243779	0.003271819408006277	0.0026001375957416593	0.014623578723622816
(-) MAP9	0.17524021928343017	0.18330690680027853	0.0	0.03645319260866388	0.12991941100704119	0.16859437528448032	0.07418637232782578
(-) MAPK3	0.03015281615262455	0.0891020174851562	0.0	0.05183947295338202	0.0	0.011585886345605489	0.0
(-) MAPKBP1	0.06941113080066866	0.06971271100563463	0.0	0.052142376396187455	0.0	0.0	0.021740087683625505
(-) MARCH4	0.2866944778373117	0.19371072843043116	0.29590768156513303	0.30163750875009	0.014661868510565702	0.14032888309651612	0.0
(-) MARCKSL1	0.012835804417698611	0.04699435471474514	0.018616815745136392	0.0	0.17691332665147275	0.049042711980315595	0.11030140137713075
(-) MARVELD1	0.0	0.0	0.030718357466053028	0.13631732249600514	0.0	0.014511618169866285	0.0
(-) MATR3	0.0	0.0	0.018672196314761122	0.08890720269192473	0.0	0.015590819424660436	0.14872977623031378
(-) MBNL1	0.0	0.0	0.06301361314510216	0.00919450095400873	0.0	0.06738818972713409	0.1374221731193721
(-) MCAT	0.13659761893972497	0.0	0.0	0.2146522386417389	0.06533306165650331	0.004424288660707124	0.0
(-) MCM3	0.0	0.0	0.0	0.16925664898510262	0.0	0.0	0.00030882777679651694
(-) MCM3AP	0.0	0.13549713704144825	0.004879189877928311	0.000174003884468872	0.016656447633160574	0.10071837291399054	0.07737328431762995
(-) MCM4	0.0	0.0	0.0	0.13548675832621918	0.0	0.0	0.0034522167733376844
(-) MCM6	0.02809418087353703	0.0	0.0	0.12850366075677752	0.0	0.0	0.0
(-) MDC1	0.005432187586570167	0.02494792362765087	0.0	0.12878588946618	0.06519115175922374	0.008011365281822043	0.0
(-) MED17	0.0	0.005176604699045882	0.0	0.08056283885845537	0.13362278380152895	0.0	0.006136583110663886
(-) MED18	0.041711336991932434	0.0022662945206246956	0.00507736960681637	0.055523319138345135	0.0	0.0010817047909721562	0.004825708580940755
(-) MED21	0.0	0.0	0.0007477842382337591	0.10890589160742262	0.0	0.0	0.09662400661042411
(-) MED23	0.0	0.0	0.0	0.11362467939759358	0.0021668471563092567	0.0	0.027729109155666017
(-) MED31	0.1104864000287414	0.0	0.0	0.022859428341954712	0.0	0.050818934463445924	0.0
(-) MEF2B	0.19144460119168785	0.008134162534721321	0.06290004520342612	0.19646123285956602	0.019688855951129413	0.03262382378877427	0.2908989260604143
(-) MEF2C	0.19974014772279897	0.22399664063744823	0.0	0.0	0.08242520182047423	0.09906778542946243	0.27554397797939395
(-) MEIS3	0.08613602508282063	0.17668898797885244	0.021320241402969106	0.008777641399441337	0.15868299181115791	0.0025787678628599363	0.030906730351163245
(-) MET	0.059499285126376915	0.017615703132654544	0.1979967371986737	0.0	0.0036848298601396623	0.10377938935815173	0.0
(-) METRNL	0.0	0.07172708033428662	0.34157050179459253	0.0	0.07673806743143784	0.009099072082142615	0.015619864821256338
(-) METTL22	0.00968442074749004	0.01119321075041392	0.023499308169203873	0.0644270906882868	0.0	0.07146085083607737	0.0
(-) METTL5	0.056463369128853344	0.0	0.015357733893630696	0.034780055939485965	0.0	0.0	0.0
(-) METTL6	0.07188283579841477	0.018556449752450823	0.020970683534537793	0.016603940865948626	0.0046127619533073505	0.06669696721567613	0.0
(-) MGLL	0.0	0.0	0.49144009503273944	0.06426067826214193	0.0	0.051596141070169264	0.008906871961331272
(-) MGRN1	0.005809390144321349	0.12994700585290322	0.0	0.028329719962306182	0.10615911464228531	0.12827288049512167	0.006793168657365678
(-) MGST2	0.11751690156374957	0.0	0.0	0.04211678310340163	0.2523513740604373	0.0	0.21568861322408614
(-) MIB2	0.0032146865880844544	0.0686620159638427	0.10439486163427032	0.024398945945618592	0.18206832631922504	0.04601880157740066	0.15856882733369418
(-) MICB	0.1354301214514854	0.05489282398230235	0.17850161900682618	0.09382602140473466	0.0	0.0	0.002210139806023937
(-) MID1	0.08899435449623547	0.004382615300147996	0.0	0.0959599565869144	0.01723086215860769	0.0	0.0
(-) MIS18A	0.0	0.0	0.05296363788572374	0.20051493716274768	0.0	0.0	0.00040786861661692574
(-) MKNK1	0.10138844918408592	0.0	0.0	0.026205821336276594	0.01121099120218949	0.0073849735927330505	0.014708329999222747
(-) MLF1	0.06517689085116805	0.21286401170310998	0.0	0.0	0.0	0.042569300043950445	0.0
(-) MLH3	0.0012624947268111025	0.0	0.0848277203291359	0.1195981644575807	0.03918379841590156	0.06627078897372751	0.04020367529653998
(-) MLLT3	0.14552363613260172	0.0	0.0	0.0353483254317634	0.6248382272060243	0.1325856045927165	0.3155302970525388
(-) MLYCD	0.24547669262089827	0.0	0.0	0.043969169728001696	0.2243287756302565	0.12060253761669892	0.014362082906717729
(-) MME	0.0	0.08717418835728986	0.5280583998843481	0.18432489024580087	0.0	0.09999627654792867	0.0
(-) MMP2	0.0	0.1773461637744412	0.27459508315293435	0.0	0.02108669809163806	0.09522042898469893	0.10333998652240993
(-) MMS22L	0.0	0.0	0.0	0.23637807081664033	0.0	0.0	0.06311339279403022
(-) MOCS1	0.017844448962608048	0.11436041970038739	0.0	0.006611201844712837	0.10894172620345959	0.023386618442347372	0.03678753264293556
(-) MORN2	0.1584235038799274	0.0	0.0	0.0	0.053825635799636055	0.07183757081417308	0.0
(-) MOXD1	0.19121514284958963	0.2753857220629177	0.0	0.02786143873002557	0.14790453727835665	0.05944555730194223	0.03509575014953265
(-) MPDU1	0.11284945313600112	0.0	0.0	0.044536664395898574	0.037780533260042375	0.039144280230293836	0.0
(-) MPHOSPH10	0.011694182576581008	0.0	0.01168623869415993	0.10740200724439745	0.0	0.08554168911766571	0.0021404197745974727
(-) MPHOSPH9	0.0	0.0	0.0	0.11786125967563374	0.0	0.0077006777121287505	0.011261510487028796
(-) MPLKIP	0.07943771352847383	0.01638210007255702	0.16683415709850413	0.0	0.06719633644201958	0.0	0.0
(-) MPP3	0.0	0.010182644332719055	0.10418218084852893	0.08764616964720384	0.05973728327051609	0.040928165031117146	0.04644501216481217
(-) MPP6	0.10716329456049069	0.07255246987025289	0.10606627122652013	0.0	0.0	0.027994464795947003	0.0
(-) MRAS	0.04820379215721372	0.18619840401770496	0.05844657059463236	0.0	0.12339791728129496	0.02627532242245131	0.03484395041782093
(-) MRC2	0.0	0.18315660423138122	0.008277164665480582	0.03258632106504794	0.12911178614735427	0.1522355965158411	0.035130511501428305
(-) MRGBP	0.017612629157776265	0.019880947345218655	0.04323547657550593	0.024083065754410594	0.0	0.12089992524987993	0.0
(-) MRI1	0.07172833015816911	0.024791776021692954	0.0	0.03755331778608211	0.0	0.14573934674702307	0.0
(-) MRPL1	0.0	0.0	0.0	0.14757851900158214	0.0	0.0	0.00541948447497521
(-) MRPL18	0.0	0.0	0.0	0.19721812897658733	0.0	0.0	0.004818954925925876
(-) MRPL32	0.009243610206747818	0.0	0.017138121860267717	0.01536043801090984	0.0603244599868758	0.0	0.1438433788617814
(-) MRPL41	0.10432357192853377	0.0	0.2341406762679049	0.0	0.009549065316404886	0.004197207563541813	0.0
(-) MRPL48	0.0	0.0	0.0	0.12494234862922315	0.057523991167592735	0.0	0.0025641782815051415
(-) MRPS16	0.042250078063679794	0.0	0.0	0.1204013609538866	0.0	0.0	0.0
(-) MRS2	0.08185705050798003	0.0	0.0	0.0	0.13041426113868224	0.0	0.0
(-) MSN	0.0	0.11998184781373401	0.024461236214084966	0.0	0.0	0.010102162065567882	0.020267691461112198
(-) MTFR2	0.0	0.0	0.0	0.2748874889261794	0.0	0.0	0.0
(-) MTMR1	0.021510620617992107	0.0	0.0	0.033686907460692625	0.11792698847085616	0.0	0.0
(-) MTX3	0.04428422058089387	0.1539718299503234	0.0	0.0326744030480325	0.0	0.0	0.10574414137682232
(-) MUM1	0.0016854904025245605	0.13355200807053932	0.0	0.028978454586445095	0.06569866772136747	0.02820485581259744	0.03225326909045335
(-) MVP	0.0	0.037828897554960654	0.14144144723062319	0.007748896873210447	0.0	0.19755150598177107	0.0
(-) MXRA7	0.022142490290642226	0.13709539897881942	0.0	0.0	0.0023917579717944743	0.02346884588042695	0.07496185110569265
(-) MYD88	0.0	0.0	0.0	0.09053873462824752	0.3060671012835921	0.0	0.015756018658976658
(-) MYEF2	0.3510572274945725	0.262931485665133	0.0	0.019018948106359543	0.0	0.015330383935710633	0.016989138020768842
(-) MYH10	0.020157267186696692	0.0	0.0	0.07917207076494352	0.2789313331977015	0.10135261213056793	0.0
(-) MYL6	0.07951630575002973	0.10042735085582234	0.2643943633446605	0.044643515973168534	0.13566830270358182	0.08276220498862137	0.031577990125377764
(-) MYLIP	0.0	0.0	0.0	0.005791880729475547	0.30257537530004014	0.08536639836519117	0.005294257529285457
(-) N6AMT1	0.21155614509204113	0.00870562063630373	0.007627877854064547	0.0	0.07387551211007883	0.03754250854794802	0.08045935060199647
(-) NAA15	0.0	0.0	0.0	0.13494671462381572	0.0	0.020584494316695158	0.0037512013573050115
(-) NAA50	0.0	0.0	0.015218834262523104	0.05823373865039586	0.0	0.07134522445077526	0.004308018893760284
(-) NAA60	0.25068686744157737	0.11331166146367043	0.047694775186567916	0.11797640872330595	0.28451599485302853	0.04663181941720766	0.01698376457848642
(-) NACAD	0.04853040647082112	0.24078205023364435	0.0	0.0	0.4159473032021355	0.0	0.2551075040258667
(-) NADK	0.0	0.0	0.14336360919825433	0.06724318019375539	0.0	0.04634365055548319	0.0
(-) NAF1	0.09549576652373937	0.0	0.0	0.1279390285469445	0.0	0.0	0.00010697340113813608
(-) NAPB	0.0	0.0	0.0	0.0201306097536661	0.20938246549187173	0.0	0.02746450904197748
(-) NAV1	0.0	0.14950280989272904	0.27885333083585423	0.0	0.04808339721777359	0.008425690030965338	0.0
(-) NBPF14	0.05842492756717449	0.0	0.0	0.07022240967013052	0.0	0.008264863394739523	0.021023866837243273
(-) NBPF15	0.004508243137723362	0.08433872957814713	0.0	0.07984583916380614	0.08330094220802346	0.0	0.0
(-) NBPF20	0.022311511082271984	0.07580557335907752	0.0012191047369225195	0.13730345672765415	0.0	0.012301880489091064	0.002616863076309791
(-) NBPF9	0.0078190541056971	0.03284549658827967	0.0	0.10458537212718319	0.0	0.026518501977789623	0.0038445714998862775
(-) NCDN	0.0	0.09195984615139677	0.0	0.023072564453434946	0.023948288403402424	0.02304240233559886	0.07268152459799239
(-) NDC80	0.0	0.0	0.0	0.17194098863175733	0.0	0.0	0.007739947893535837
(-) NDUFA10	0.18436507523183976	0.009230845746435972	0.17616890857256787	0.08014695116897705	0.0	0.05803997155828016	0.015097340516430609
(-) NDUFA5	0.23943608451244344	0.02010961256611106	0.1561031357684799	0.0545826313597763	0.13103739464455366	0.09897909282533768	0.0817540399708794
(-) NEDD8	0.1406814170957184	0.0	0.2025001413060422	0.2188698207378176	0.1439045330373313	0.019598182277679604	0.02388340803841291
(-) NEK11	0.17292569618419829	0.01000714197008152	0.0	0.12093798348940946	0.21044159495796247	0.12488871212420309	0.02364381391348116
(-) NEK2	0.016006614131291664	0.0006545607775684258	0.0	0.1787719301932846	0.0	0.0	0.002520763685037858
(-) NEK9	0.022049086471472613	0.008778723733149646	0.036131383871421056	0.051818458228383116	0.0825277175530562	0.011029823685094932	0.0
(-) NETO2	0.35942823075509267	0.0	0.06730089404543618	0.09890067720536833	0.2329281070998231	0.004323472027316055	0.0
(-) NEXN	0.0	0.17911353100276176	0.22816012506166067	0.09537549283580396	0.13411642779480393	0.06459170322903779	0.2610132623744442
(-) NF1	0.055980050644058366	0.0	0.025736915641909365	0.09247456649580721	0.0	0.09555494754059547	0.015095174486603228
(-) NFIC	0.0	0.17894782444602178	0.0	0.00027402876102210617	0.01334474096093853	0.08069495086614682	0.022772906372119487
(-) NHEJ1	0.11013743607487958	0.011439086311709989	0.061110539915084805	0.16143109504161166	0.0	0.06270434459651664	0.001604718426505759
(-) NID1	0.0	0.157751247922459	0.0	0.14609876121121002	0.2323750959808741	0.0	0.02458443993388875
(-) NIT2	0.13314197572595357	0.0	0.0	0.0	0.0	0.0	0.0
(-) NKIRAS1	0.07347613470934863	0.0	0.0	0.09160696981461583	0.0	0.0	0.008628614949068074
(-) NLRC4	0.5200995023421995	0.06121394340026332	0.1442317347525037	0.27704496283299634	0.1325803509392946	0.16842816891480694	0.1061493633598396
(-) NME3	0.011872736487553485	0.035049055186295204	0.017900235626387265	0.11105473287579	0.05438949433832426	0.0642941196968103	0.0
(-) NME6	0.036049454255840434	0.009041632748727262	0.013402561893924733	0.0698550907637661	0.032054428495019605	0.0	0.0
(-) NME7	0.025192227544524454	0.0767221044977093	0.0	0.10711845055954841	0.018897476696925226	0.031279759279341936	0.02099185521727748
(-) NMNAT1	0.0	0.0	0.03579264579779542	0.0865641270946267	0.04291744047719274	0.0012869491004332025	0.15834066574618536
(-) NMRAL1	0.10232547409408296	0.0	0.024389102864419414	0.07548647479776179	0.07478424524156697	0.00464707657481977	0.0054964898854708765
(-) NNMT	0.13550222665350198	0.2476117791221617	0.3626401056095273	0.041875440947473905	0.3396905927009037	0.04738767999292038	0.018989503495286362
(-) NOC3L	0.0	0.0	0.0	0.1997878574094851	0.0	0.0	0.003979034157850196
(-) NOMO1	0.0	0.12975626415200994	0.0	0.011658423546546892	0.016955713435288827	0.05126864063043946	0.0
(-) NOMO2	0.013288664409367013	0.14140823346448478	0.0	0.012576411778539005	0.022331546351635104	0.10326796959296901	0.00654849108176047
(-) NOP10	0.08468929647544335	0.0	0.0	0.052690840344697974	0.0	0.0030222126484124876	0.0
(-) NOP9	0.01133935535703933	0.007537770230884416	0.0	0.07619131997408683	0.01395265917456297	0.026528143245659535	0.0
(-) NPAT	0.0	0.0	0.0	0.15134408386595993	0.031266832088315794	0.0	0.02741034541809424
(-) NPEPL1	0.11236656499895725	0.0	0.0	0.0	0.3900724665693598	0.06623946730951534	0.0130487506902221
(-) NPIPB15	0.27131980844486064	0.15290352151758468	0.03149617550923084	0.12779919705071646	0.11397027781375926	0.0	0.0
(-) NPR2	0.0284682941544166	0.20747277062047892	0.06636584600420564	0.0	0.05604357736532076	0.2346885983846009	0.22492303964229096
(-) NPTXR	0.0	0.06561971567262091	0.19724252505971387	0.0	0.3387234062871108	0.14052795606994098	0.016031678868694863
(-) NQO2	0.011224738677146028	0.09036440193317931	0.010823448151724103	0.01828240429583347	0.1556979760005848	0.0012890387938161124	0.0
(-) NR2F2	0.14795880584259122	0.0	0.25833203516686365	0.0	0.0	0.05128989802679346	0.0
(-) NR3C1	0.0640372806381097	0.12064090478168112	0.3370577684489393	0.11854345396309758	0.18971978539250622	0.08419568141160545	0.02891864425173896
(-) NRN1	0.0	0.24536809885711972	0.062199797777483454	0.0	0.11217547242331637	0.04576552069474766	0.22818092043171387
(-) NRSN2	0.0	0.07677827755345255	0.0	0.017593579276326526	0.2937840905088695	0.0	0.012485456883371318
(-) NSD1	0.0	0.006250591889440399	0.0	0.0045819292191785765	0.16929345472301952	0.00401304142177242	0.0016361870127048763
(-) NSF	0.0	0.0	0.0072940469382379676	0.002182755362389103	0.0	0.056226873213736726	0.15010664727534528
(-) NT5DC1	0.11467760198836836	0.0	0.0	0.07959440343344279	0.0	0.10630787271009681	0.09826523841980243
(-) NTPCR	0.0	0.019667926890832573	0.07896498672446997	0.12069049487359511	0.0	0.007147396160211214	0.0
(-) NUB1	0.08347366326516306	0.062878645755477	0.15308218089041573	0.0	0.12157811623206148	0.023412338409952348	0.023480723557344877
(-) NUDCD3	0.0	0.061347518599882876	0.15767514269728786	0.0	0.03790750856728632	0.0036096440503139084	0.009361213723415973
(-) NUDT11	0.014021969663219506	0.14089943616125403	0.0	0.08573134500894923	0.230190327342716	0.1067134628147722	0.031062365172210556
(-) NUDT12	0.18877992953978828	0.0	0.0	0.007283454929309375	0.0	0.00012725194352064876	0.06010661593019049
(-) NUDT14	0.042526890970200425	0.0	0.1912411200918195	0.0	0.01072829310411778	0.05550498202604831	0.01901386127506876
(-) NUDT15	0.025521607113705557	0.0	0.0069891757101341245	0.141200755536828	0.023521160649283748	0.0	0.026349670918113233
(-) NUDT2	0.23224672834283264	0.05960142737673656	0.07711884002390157	0.0	0.07507532673931801	0.032549380304143956	0.0
(-) NUDT9	0.0	0.0	0.10249862641815025	0.0	0.0	0.07394444923231341	0.0669202968114594
(-) NUF2	0.0	0.0	0.0	0.17871073632417367	0.0	0.0	0.003161787588226336
(-) NUMBL	0.06308384449585722	0.08151442283065694	0.0	0.0	0.005331618683248259	0.050519897302322654	0.06557226822594335
(-) NUP107	0.0192628203937133	0.0	0.0	0.19637982807988172	0.0	3.100718744135149e-05	0.0
(-) NUP43	0.0006922266634011427	0.0	0.0	0.16481342628464213	0.0	0.0	0.011810313549661073
(-) NUP54	0.0	0.0	0.0	0.16134129882747644	0.0	0.0	0.007113839997656986
(-) NUPR1	0.0	0.09073580794299829	0.017303246064930996	0.06861371411427131	0.021221934001175294	0.1916561114792158	0.1320611247397454
(-) NUS1	0.016015930421389744	0.014778177577223633	0.0	0.15405580092553517	0.0	0.0	0.015102523267723282
(-) OCEL1	0.33316180960463726	0.15259448170047235	0.06220745512381396	0.07136259241521778	0.00043810775300362796	0.18915661818943824	0.04096624068740055
(-) OCLM	0.18441037353105144	0.006221579887899396	0.06559241196067918	0.13297521193141099	0.007337369833670114	0.07498337785444313	0.1835698339175419
(-) ORAI3	0.27172822583127404	0.0528017946928462	0.2404580913590275	0.053814578286568736	0.11934419796441718	0.1634029255894666	0.15927630984081464
(-) ORC1	0.0	0.0	0.0	0.20824795800232185	0.0	0.0	0.0
(-) ORC2	0.04255835946185641	0.0	0.0	0.11222716889725774	0.0	0.004213545232323949	0.013808781055914762
(-) ORC3	0.0	0.0	0.0	0.16595676060484832	0.0	0.0	0.08331931003470819
(-) ORC6	0.0	0.0	0.0	0.15255843858245582	0.0	0.0	0.0
(-) OSBPL7	0.06720305920709486	0.0031570397639418693	0.0	0.034112319112151124	0.009144118153911876	0.15053778328537232	0.20211878623365093
(-) OSMR	0.024994030849347076	0.047676999944933414	0.011300946521564376	0.0035732397899744133	0.02855323768119845	0.08437128705093398	0.0
(-) OST4	0.053570670824401034	0.0	0.18424266488531493	0.0	0.0	0.0768319167598171	0.0
(-) OTUD7A	0.3311300287924179	0.08352617332563537	0.19468822086506785	0.3923938286272486	0.22135023773600063	0.08567410706247112	0.05935115368417563
(-) OXCT1	0.0	0.06456408489933835	0.0	0.11914414199056302	0.0010926264644021296	0.0	0.029267562022418744
(-) OXSM	0.12109515586595762	0.0	0.008284103435005635	0.0	0.0014734510816404877	0.05927527356154714	0.0
(-) P2RX4	0.05724135974544125	0.0	0.15885474158709884	0.0	0.086828657191035	0.0	0.022132718213008662
(-) P2RX7	0.0	0.2395430727563393	0.21114945418795325	0.035022050893268805	0.019079622299879695	0.012362896890583341	0.31874286397191065
(-) PACS1	0.0	0.16410737077229565	0.1424298262089474	0.0	0.01049692529645142	0.08287998023202174	0.0
(-) PAFAH1B2	0.0	0.07915541668789398	0.0	0.0738215903602178	0.05340570340280915	0.0	0.023496091083023862
(-) PAFAH2	0.035180321331061346	0.0	0.03168787268170458	0.06100669528382009	0.0023973463340226423	0.0	0.0
(-) PALB2	0.0	0.0	0.0	0.14175702163907894	0.0	0.0274552176386868	0.0043427824929102455
(-) PALLD	0.0	0.14613588671367606	0.0	0.04194777903374829	0.1659054356806264	0.0	0.12126091699313246
(-) PAM	0.2020851492156835	0.17159288942151982	0.17746366591157187	0.0	0.15926974436431302	0.08904501135721042	0.13594416572524906
(-) PANK4	0.0	0.0	0.16076890906571148	0.06472385243330167	0.0	0.0	0.10875387735921838
(-) PAOX	0.1690965583967706	0.027548973091993233	0.0010156936918323878	0.08655448918619964	0.38562497775169885	0.05275480092006001	0.0
(-) PARD3	0.25310147373232644	0.002960317352600897	0.09328655306184588	0.19266312440672012	0.057792873019828044	0.0	0.0
(-) PARD3B	0.2616890819750685	0.0589031165706068	0.0240420455746849	0.0	0.15318032549895608	0.003949578624916368	0.04197229448185151
(-) PARG	0.05591689268804943	0.0	0.0	0.13396828692330287	0.0	0.0	0.0
(-) PARK7	0.0056760075522708	0.0	0.2103661899083472	0.044251532320260606	0.010898582425114113	0.0	0.047069720580669
(-) PARP10	0.0	0.03564255871982737	0.16062366700513422	0.0	0.06859882340283105	0.001705432879246447	0.21650026795255037
(-) PARP3	0.07973246702518412	0.08151527755273855	0.21592987521974413	0.0	0.0	0.10041772996883518	0.0
(-) PARP4	0.054844728384345176	0.0	0.0	0.1030931926241103	0.027212390462353436	0.0010348019443261252	0.01998451595843872
(-) PARVA	0.0	0.0734059885393956	0.10752751101416651	0.0	0.19952579488341846	0.05613113918865888	0.003167052521129394
(-) PAXBP1	0.0	0.0	0.0	0.09351519486484762	0.0	0.06758194535301044	0.14374855058977606
(-) PBDC1	0.04555036288804714	0.15361527635662642	0.0	0.0	0.0	0.08496081722569222	0.0
(-) PBK	0.030617307780582657	0.0	0.029599533695303232	0.13147188977778057	0.0	0.0	0.009963652324616547
