	P0	P1	P2
(-) FBXO44	0.10962546078211903	0.0950315183753707	0.2849380946868887
(-) FBXO5	0.2205594217867478	0.0	0.0
(-) FBXO6	0.25080472249461716	0.02065708334462189	0.04147160618519125
(-) FBXO9	0.05211944764704928	0.03995571154220323	0.026357769701958564
(-) FBXW4	0.06519663409027253	0.02271958482209653	0.03534208324253136
(-) FCGRT	0.2794274237002791	0.1000330042716516	0.03549073228768491
(-) FCHSD1	0.01894063543781824	0.03237937175820327	0.10504925021320047
(-) FCHSD2	0.060687459604155204	0.09091290593672396	0.0196927935616476
(-) FDX1	0.11005637149188299	0.0	0.0
(-) FGD1	0.023364081582114164	0.06959052362192779	0.0872073197852602
(-) FHL2	0.16462224771909528	0.0	0.07033076945520352
(-) FHOD3	0.2527156733994417	0.09478715317370655	0.1691650429470837
(-) FIS1	0.04235895261379156	0.09924314039778509	0.21793936072805795
(-) FKRP	0.05919421828852596	0.07143110060953414	0.017656988362465605
(-) FLI1	0.31151064569660736	0.12920704605822064	0.22465093446171236
(-) FMN2	0.036292194150431764	0.3253508897770731	0.23051598831091852
(-) FMNL3	0.0	0.15282227491665737	0.1610707750788093
(-) FNDC3B	0.0	0.13754457967677342	0.08773137130438183
(-) FNTB	0.1173965657744978	0.0	0.02881695187077043
(-) FOCAD	0.23026275509845484	0.10267048513823884	0.2695922667509831
(-) FOXJ3	0.06628614965223695	0.1039890791913005	0.0
(-) FOXP1	0.14385760004573098	0.08219581914932587	0.1376811408164242
(-) FOXRED2	0.10000801254770153	0.004888873932832096	0.0006194576545688785
(-) FRA10AC1	0.3570878124450217	0.03843729612471554	0.12242444124786092
(-) FRAT1	0.3044920602925801	0.013033706961856587	0.1103469110759105
(-) FUBP3	0.06470263267251584	0.005255986932770222	0.0
(-) FUCA2	0.09247532945732095	0.020203627350853286	0.050394317072982676
(-) FUS	0.0635433003707762	0.05393434878015465	0.008030745428548189
(-) FXYD5	0.03423518917138933	0.0015602609542683349	0.23029677525322817
(-) FYCO1	0.07049214673753951	0.010627723083174657	0.010521464958444629
(-) FZD3	0.17609063659889415	0.0	0.23721856623548845
(-) FZD6	0.12900181433212782	0.0	0.10453506709782538
(-) GABARAPL2	0.02867090751907076	0.0	0.1069724290628761
(-) GALC	0.5155439382716385	0.29900899506559553	0.0016137286071155209
(-) GALM	0.2562783251375431	0.0	0.20311218617355403
(-) GALNS	0.0	0.03939958415310417	0.11128027466393156
(-) GALNT10	0.02346008967426418	0.06883504628928742	0.1254763985535932
(-) GALT	0.09985182018165288	0.0	0.015586856362824805
(-) GAMT	0.01163867461555467	0.17414406408100844	0.0
(-) GAPDH	0.06672424546209679	0.0	0.06099395982332274
(-) GARNL3	0.18480799268436315	0.09243046898547871	0.25760725697583914
(-) GATA6	0.05987591437902141	0.018713151995260066	0.44680332620473634
(-) GBP2	0.08707384808763831	0.24317403666072013	0.029055800809502492
(-) GCA	0.09518649995427592	0.0	0.13949391502559705
(-) GCAT	0.07542613767112195	0.05261415231096506	0.0
(-) GCC2	0.09755804589927902	0.0016016938857672963	0.014023526511766034
(-) GDE1	0.0740045567584882	0.0	0.04998493794894527
(-) GEMIN8	0.06696549956046093	0.006212888881563193	0.11211265788525869
(-) GEN1	0.10677462334338587	0.009007609468247087	0.0064863699356335815
(-) GFM1	0.014847631081498494	0.0	0.06825156954490852
(-) GHDC	0.038566139072811936	0.017990042882711048	0.05475688365492972
(-) GIGYF1	0.013975421809228573	0.07841837804275008	0.03124197374694367
(-) GKAP1	0.2590094885489446	0.0	0.09212190902517792
(-) GLB1L	0.0	0.056189152967505096	0.1603907169845129
(-) GLG1	0.0	0.09078796252919927	0.11108525453750612
(-) GLI2	0.1164130890057145	0.207522074482445	0.1373817800213934
(-) GLI3	0.0030095386564541406	0.15339999758580786	0.01156102402353208
(-) GLIPR2	0.07355248363287811	0.28854930536601797	0.02537439513199799
(-) GLUL	0.19446807588070378	0.03275814678273584	0.0
(-) GM2A	0.007437559879052129	0.0	0.19577919444670056
(-) GMPR	0.21154671456744883	0.352271730112895	0.12139563448920791
(-) GMPR2	0.09089041562209389	0.0	0.0
(-) GNA12	0.0	0.14611616193536026	0.056123197972688006
(-) GNAI1	0.0	0.06742100400215395	0.248576849705465
(-) GNB1	0.0	0.07983485750686856	0.03168825377742027
(-) GNB3	0.10488389059430601	0.3129190211029414	0.08033891869569688
(-) GNB4	0.007744645123652698	0.1801126630645718	0.00796764687303287
(-) GNE	0.0	0.12215230458072143	0.00782886301453153
(-) GNG2	0.11316459151148903	0.3802491082736483	0.10611605118058735
(-) GNG5	0.1278359383346372	0.0	0.0
(-) GOLGA1	0.036861224293011446	0.022882262665862706	0.04330500891410418
(-) GOLGA4	0.07569024769708238	0.0	0.04201690806199626
(-) GOLGA8N	0.09203784774297617	0.21349464225105674	0.1392744307603299
(-) GOLGA8Q	0.15437248914094345	0.2687142845114918	0.23405767687871032
(-) GOLGA8R	0.11569541273377336	0.24042816139350723	0.17494830474740894
(-) GOLPH3L	0.07993243480060558	0.0	0.03445236642504483
(-) GORASP1	0.006265876785234548	0.08382076250456909	0.060824110327708195
(-) GPAT2	0.3905883012939924	0.11189887077686164	0.4977232743067276
(-) GPC6	0.06564743752243422	0.38643906438826514	0.1411796665837501
(-) GPHN	0.05783712471471958	0.0	0.12203715229071037
(-) GPR137B	0.07866513891330676	0.0	0.1287748438368278
(-) GPR153	0.06223558818398926	0.044819652405604954	0.11912814001893669
(-) GPR157	0.06605747244553309	0.0	0.19205679430276612
(-) GPR162	0.03939584970840532	0.19604081835307552	0.0477944126288045
(-) GPR176	0.0928605311277254	0.17792916927795632	0.06122396454853422
(-) GPR75-ASB3	0.21576627774940024	0.0274300510748869	0.11479632095484629
(-) GPRASP2	0.15315821161874094	0.0	0.023519388529313602
(-) GRAMD4	0.001211306394801721	0.008390675928156396	0.13749503725092876
(-) GRB10	0.006754693236202896	0.19391324754036982	0.19726112359923598
(-) GRPEL2	0.037823075688512904	0.0	0.06058496805957988
(-) GSK3A	0.026978736632799174	0.04879139799891447	0.008379021443957864
(-) GSTCD	0.13917266302180073	0.0	0.0
(-) GSTM3	0.24153593595555017	0.30584734767547417	0.0
(-) GTDC1	0.09358514852778124	0.05798458344696233	0.16377191294155638
(-) GTF2H5	0.08393991899323933	0.06530487320063184	0.17243647484323843
(-) GTF3C1	0.04110396238876497	0.09852681111737108	0.0
(-) GTF3C6	0.11578555581164023	0.050363368917026925	0.0021994928622533776
(-) GULP1	0.22620612613964852	0.12031930000680001	0.3020598052150731
(-) GXYLT2	0.0	0.26479170085950016	0.07462742140580494
(-) GYPC	0.1672778862246895	0.10331715897605158	0.2259456991376309
(-) HARBI1	0.0347796150742321	0.09373117048024958	0.09046117100715685
(-) HAT1	0.08433218450665299	0.0	0.0025778844446730843
(-) HAUS1	0.17005608707033756	0.0	0.0
(-) HBS1L	0.11541091173699358	0.0	0.0
(-) HCN2	0.039328756818158554	0.1539959424693505	0.1321218949104942
(-) HDAC1	0.16474119006201898	0.0	0.0
(-) HDAC5	0.04909031133101556	0.11558050260649406	0.014632358603599162
(-) HDAC7	0.07180991689152967	0.06918867340351707	0.025111530881249473
(-) HDHD3	0.09044199002947596	0.0	0.07803890004945131
(-) HEATR5B	0.0499708161938352	0.0	0.01804760396053253
(-) HECTD2	0.1421860122328439	0.0804272840487237	0.015559812686314133
(-) HEMK1	0.0	0.03977180082924578	0.11775773620913076
(-) HINT3	0.10406650737703364	0.0	0.0
(-) HKR1	0.04862858284903778	0.10875626591496006	0.0
(-) HNMT	0.09039035731930649	0.23248892408286342	0.11015950618262144
(-) HNRNPDL	0.10131118586255541	0.0	0.0
(-) HNRNPH1	0.08990025499084724	0.0	0.020179441884746806
(-) HOOK3	0.002027605498271967	0.12481139029426179	0.020840026925653794
(-) HOXA7	0.48063446274371474	0.09329637676141324	0.3062821361456219
(-) HOXB13	0.3333860571090081	0.05166026398537672	0.15787468052629727
(-) HOXB7	0.39838546016995896	0.0	0.07821930736306873
(-) HOXC10	0.18704214538193295	0.03827678771336178	0.3017169232171492
(-) HOXC6	0.0051868314561796	0.02867731922147819	0.16000161747349975
(-) HOXC9	0.14337356357297953	0.011475225824113719	0.13532325666611353
(-) HOXD10	0.365927270527119	0.20239047830287762	0.0854254576113202
(-) HOXD9	0.253652287336654	0.08194759356130704	0.15504443738524593
(-) HPS1	0.1621998735957834	0.0	0.10480550233085437
(-) HPS3	0.041398129859263263	0.0018027353436474323	0.12938687832608353
(-) HRH1	0.09115558423699682	0.08955675135083457	0.11618597725534487
(-) HSDL1	0.03533310976601684	0.03835753383864036	0.03580121964172627
(-) HSPA12A	0.06411824893199619	0.0	0.39011672064105873
(-) HSPA13	0.007958350785063477	0.11737393682339389	0.012653345599148607
(-) HSPA1B	0.09779862957934679	6.593126636821941e-05	0.008236360091639208
(-) HSPB8	0.08966857388901163	0.0	0.22611950979568785
(-) HTRA1	0.006297442706628492	0.18561758959970348	0.17708844550444083
(-) IAH1	0.0	0.004989901689444157	0.12511590949094226
(-) IDH3B	0.21389608474694313	0.0	0.08071587008698512
(-) IFFO1	0.0	0.22507970472403804	0.009096671278241797
(-) IFI27L2	0.0	0.1348251148955311	0.03335194014684866
(-) IFT172	0.037814520518573355	0.05260650190361991	0.05387961154100144
(-) IFT20	0.0076874190636061455	0.02492557703630784	0.13167345415626863
(-) IFT27	0.014241604715453776	0.02046846137377525	0.14368767369252486
(-) IFT57	0.003860265646741415	0.06048967943878669	0.0983448792601162
(-) IFT74	0.1658737673875328	0.14315080335161523	0.11367221252625798
(-) IFT81	0.0	0.0764642237835579	0.09316881731735309
(-) IGF2BP2	0.0	0.0	0.17276486754584014
(-) IGF2BP3	0.029698969239000346	0.0	0.08984573254976194
(-) IGSF3	0.23216090481685434	0.019584241607483992	0.16440406496347412
(-) IL10RB	0.04682667614685905	0.03417067214017438	0.01776150061471071
(-) IL11RA	0.13844573361544907	0.015069019326875802	0.08902571466371921
(-) IL17RA	0.0919084418313771	0.0	0.0
(-) IL4R	0.033865351751290886	0.0	0.41500912591860195
(-) INPP4B	0.034096455553318895	0.0	0.39430495843890506
(-) INPP5B	0.07003285813859929	0.01584038136336336	0.054061891390451665
(-) INPPL1	0.050051581226261216	0.12340991343707068	0.0
(-) INSR	0.03930331938530371	0.014940318468016307	0.1747140021686807
(-) INTS5	0.09928355431792317	0.03174219051485559	0.03151583066699538
(-) IPO8	0.04947506073591359	0.0018699007256997423	0.07604693156981025
(-) IQSEC1	0.0	0.008411940063794967	0.1894364220185241
(-) IRF7	0.05253667173506453	0.07172198654710876	0.09518311135866786
(-) ISL2	0.16934394735877148	0.031077577391402027	0.028253248031683064
(-) ISPD	0.2516143506702254	0.2231671015069056	0.19029629584958627
(-) ITGA4	0.0	0.2622016231668925	0.2342852555783208
(-) ITGB1	0.0	0.09226811697637997	0.11123390173365029
(-) ITGB5	0.0	0.08917477354253253	0.06273036780090896
(-) ITPA	0.14746525757440185	0.058039748214761676	0.0
(-) JAK2	0.07780023654997441	0.06906996374016337	0.06725796024177008
(-) JAM3	0.0	0.32515229297102455	0.09228346420935206
(-) JMJD4	0.06972990222463976	0.015520472275854258	0.03135093404301063
(-) JMJD8	0.08668316792148911	0.030628121394309878	0.03750132541484284
(-) KANK1	0.044022112491007785	0.10072240046712466	0.08135082649253368
(-) KANK2	0.0	0.16322910221262538	0.02711584477735416
(-) KAT5	0.09517908558121553	0.0	0.0
(-) KATNA1	0.25172041347072405	0.0	0.0
(-) KATNAL2	0.08547113452059688	0.10307901301710758	0.1561838881297143
(-) KAZN	0.22246611257659668	0.038552687810619664	0.22449055291237063
(-) KCNIP3	0.1115804392782777	0.022587973089282988	0.26083069661914765
(-) KCNMA1	0.0	0.14941839755671443	0.1790202224368263
(-) KCNMB3	0.1612571594236226	0.01425998307342053	0.20585434074332648
(-) KCNQ5	0.16810755433318028	0.12029155053247398	0.2912025072171686
(-) KCTD13	0.03847251687714653	0.08914292663022999	0.0
(-) KCTD15	0.09916955839550978	0.008255687257854772	0.16582202260320697
(-) KDELC2	0.07773277194526296	0.0752193191854877	0.007766746513570062
(-) KDM5B	0.026719679363718184	0.018955171450378363	0.1248229061100467
(-) KEAP1	0.00525963705628326	0.08201519950510808	0.011166544171546203
(-) KHDC1	0.3538962256864031	0.040952478826990796	0.016395570022434976
(-) KIAA1147	0.034879407416479	0.03714524814475117	0.05769195220925896
(-) KIAA1468	0.11550639831081984	0.0	0.0
(-) KIAA1549	0.026705704792009528	0.07237886352746226	0.08456441269173827
(-) KIAA2026	0.08926162196001453	0.0554273790516214	0.06901031538211963
(-) KIF11	0.11871272238029328	0.0	0.0
(-) KIF14	0.15620748886198554	0.0	0.0
(-) KIF18A	0.1490802213918155	0.0	0.0
(-) KIF1B	0.06962690086657294	0.07042019551455186	0.0
(-) KIF1C	0.12674577982284796	0.08933323661582893	0.0013181076874427583
(-) KIF20B	0.17757767827760856	0.0	0.0
(-) KIF22	0.17586839254608475	0.0	0.0
(-) KIF23	0.14679701474357815	0.0	0.0
(-) KIF2A	0.10022917268335733	0.0	0.0
(-) KIF4A	0.15666501556433052	0.0	0.0
(-) KIF4B	0.42147216919737407	0.07679147321716523	0.16280359040872291
(-) KIF5A	0.3094347258857501	0.28468233041488494	0.0
(-) KIF7	0.037102938948804856	0.05651240022637308	0.05505417828412909
(-) KIFC3	0.0	0.02598598779617404	0.14821176086848015
(-) KLF11	0.06257137088112971	0.016864368067399358	0.22880408694185467
(-) KLF12	0.008781856787775662	0.17768271666429294	0.06922535516186558
(-) KLHDC1	0.17267208288483618	0.07491749987461717	0.18750923773730574
(-) KLHL2	0.12298613900704007	0.009223024248530144	0.006968304229344489
(-) KLHL24	0.23752197249658707	0.05665280378512104	0.29768217592750446
(-) KLHL26	0.037886714634579356	0.0025253308605856094	0.14364488526624858
(-) KLHL7	0.04619994497969015	0.04291682909124033	0.1180987393543343
(-) KLHL9	0.24793396986475896	0.15767673382778627	0.22491825741942117
(-) KNOP1	0.0491014826318404	0.004153465904523059	0.07800076947146074
(-) KPNA3	0.05274728246380623	0.0012247198925165266	0.0360246938585424
(-) KPNA6	0.1323272947044733	0.02608178945972179	0.0
(-) KRBA1	0.10202318619433466	0.19329215685295104	0.021640679703844288
(-) KRCC1	0.01876537181774053	0.07543902639714802	0.12480435715137576
(-) L3MBTL1	0.09302035024477123	0.012981528491799257	0.18764878936399856
(-) LACC1	0.05742832727030249	0.03096596268192897	0.22316791758314206
(-) LACTB2	0.0642111646845283	0.01080394016636449	0.13249913450416198
(-) LAMA4	0.0	0.31357529696494263	0.22974412828564292
(-) LAPTM4A	0.04239711040847359	0.023257801548554967	0.03850273969813541
(-) LARP7	0.08748937136274114	0.0	0.0
(-) LAYN	0.0940430478193801	0.2881787184428012	0.0
(-) LCORL	0.18067069486474394	0.0005963092662857678	0.013292593702702119
(-) LDOC1	0.08433084826410972	0.17217231267753205	0.1046312436705238
(-) LEKR1	0.5782228730869697	0.027095862862914075	0.27956794907192994
(-) LEO1	0.09638655279663706	0.0	0.0
(-) LGALS1	0.04207286440808133	0.12999127552860154	0.1645627976349308
(-) LGALS8	0.10068898960675383	0.04660284750511994	0.0
(-) LGALSL	0.1394681513899121	0.0	0.04473798112638432
(-) LIMCH1	0.20800124790148675	0.04819001418175696	0.07220248754124774
(-) LIN9	0.17300409983495704	0.0	0.0
(-) LINC00854	0.17605356031627478	0.17420599560607047	0.274596001788425
(-) LIPE	0.2993411967468556	0.10654744339920601	0.03922387821462046
(-) LMF1	0.09186299966716006	0.05123738694274865	0.27712188456504333
(-) LMF2	0.04788528683235892	0.03867422398075011	0.028379273473658356
(-) LNP1	0.0977608874651809	0.0	0.11746052960823056
(-) LOXL2	0.0	0.14340480703075933	0.11217422322162675
(-) LPIN2	0.0	0.19383260186325346	0.0992277018455012
(-) LRIF1	0.02853960567474602	0.014130376134910782	0.051353399773512026
(-) LRP11	0.08613222191414735	0.0047695384375898335	0.05634416874253758
(-) LRP3	0.2487004405593347	0.07287024381415108	0.17366120771237978
(-) LRP5	0.09807690127437611	0.028640254047009067	0.10612592848735772
(-) LRRC41	0.01040981397345179	0.15309658306789467	0.02016955587087835
(-) LRRC47	0.09486606408940187	0.04021436337653646	0.046573050917975596
(-) LRRC69	0.413933305635917	0.04483420838228284	0.2895218358026845
(-) LUZP1	0.05663506057396122	0.024362992254223247	0.04382264654101861
(-) LY96	0.0	0.2718325367827538	0.0389366432134972
(-) LYN	0.21551763544952782	0.007002949409871098	0.1347624704978269
(-) LYPD6	0.1181048059009204	0.1305876545014702	0.022426997403053154
(-) LYPLA2	0.10223234096674483	0.0	0.01729316686453867
(-) LYRM2	0.14779456518472092	0.0	0.0
(-) LYSMD2	0.05610875604845775	0.0	0.08726821761373571
(-) LYSMD4	0.052833432964467075	0.0036824563067455077	0.05489117441976783
(-) LZIC	0.12375007443091918	0.004052836895782196	0.0
(-) MACF1	0.16826819862248726	0.16688648204782788	0.1271710111036947
(-) MAD2L1	0.13520363760761037	0.0	0.0
(-) MADCAM1	0.28622021607121245	0.21359452332747567	0.37077847017966575
(-) MAEA	0.06862810950156498	0.0	0.01496299783206565
(-) MAGED4	0.07603542727361293	0.16259364874188129	0.0
(-) MAGED4B	0.07415440698421433	0.1399700608181817	0.001428791473296181
(-) MAGEH1	0.1024236196897473	0.24341557377638504	0.07580323270023567
(-) MAGI1	0.15341951273265095	0.004172119004904747	0.07599540747847634
(-) MALSU1	0.0	0.0	0.1007028513189153
(-) MAN2B2	0.012033157971211385	0.07820515653815883	0.03133361884821084
(-) MANEAL	0.16388827443391135	0.0	0.14871040718284986
(-) MAP3K2	0.09346472582611652	0.06347378396802107	0.02679049339271889
(-) MAP3K3	0.0	0.10376719449495256	0.044606085754074404
(-) MAP3K5	0.07058036155474753	0.06006716121122638	0.12138426470742548
(-) MAP3K9	0.29684403929188413	0.0	0.04940830510418115
(-) MAP7D1	0.011925092822077788	0.1732770631348631	0.0
(-) MAP7D3	0.06787944465638049	0.00549063963204877	0.022798331996040706
(-) MAP9	0.08286792285347365	0.1929081862932007	0.18294951489560918
(-) MAPK3	0.055439918956913976	0.05998017304554965	0.0
(-) MAPKBP1	0.06493447531143694	0.06214420177303507	0.005883290709540225
(-) MARCH4	0.3423653405331962	0.1307914740386121	0.28507024729673924
(-) MARCKSL1	0.06451371740338012	0.09194116840895412	0.05125261047839037
(-) MARVELD1	0.12019659005186496	0.0	0.0
(-) MATR3	0.08361864235102166	0.02122809730718587	0.027234538415008253
(-) MBNL1	0.0	0.024305455368792275	0.0906064025194139
(-) MCAT	0.2759201149533279	0.0	0.015105938851003607
(-) MCM3	0.14342020934504654	0.0	0.0
(-) MCM3AP	0.0	0.1458963567554504	0.057640857161955966
(-) MCM4	0.11129826595593992	0.0	0.0
(-) MCM6	0.11914684782165184	0.0	0.0
(-) MDC1	0.14241473916518527	0.013999702140391144	0.0
(-) MED17	0.12419398514750372	0.013212986008327033	0.0
(-) MED18	0.06716609988258687	0.0	0.013200041042687665
(-) MED21	0.10065213104266149	0.013733244898865824	0.0003180216568681967
(-) MED23	0.10958313955256138	0.00037479023784311994	0.0
(-) MED31	0.0402028236262382	0.0	0.07823490676311802
(-) MEF2B	0.26113051441308416	0.07805452697767734	0.1460935922541734
(-) MEF2C	0.05378556512915221	0.28903725327243657	0.15987039634898245
(-) MEIS3	0.06982073984814287	0.1690294456584339	0.04765836785533075
(-) MET	4.432879459867359e-05	0.024676642600225996	0.16894468799761353
(-) METRNL	0.0	0.09192094493182515	0.1505040580550576
(-) METTL22	0.04816090942371536	0.003199940320976748	0.055170417933642656
(-) METTL5	0.040542955841010725	0.0	0.029903866246858524
(-) METTL6	0.026428216520040553	0.011781200397662905	0.08249683987781625
(-) MGLL	0.031121096684887616	0.0	0.24428087282178257
(-) MGRN1	0.04526224013308172	0.1354669091324411	0.05425111772159175
(-) MGST2	0.1941779749799152	0.06225718335507646	0.0453160086700831
(-) MIB2	0.068933797635825	0.14576997674902661	0.08917533806107215
(-) MICB	0.11669705477519221	0.026747521357793062	0.12354019268276117
(-) MID1	0.13135016428940502	0.0	0.004446597454201773
(-) MIS18A	0.1662972876510188	0.0	0.0
(-) MKNK1	0.04818001358741771	0.0	0.058176474252002466
(-) MLF1	0.0	0.15129852652657289	0.04413267000058021
(-) MLH3	0.13268926427471556	0.0	0.06613628085777036
(-) MLLT3	0.28351413835351036	0.12435240930689587	0.21022135487750995
(-) MLYCD	0.17383208339895515	0.018290294038056785	0.17426974048959398
(-) MME	0.12168781353361652	0.05728870834357596	0.2861089506561658
(-) MMP2	0.0	0.20616675891833636	0.15115504303380936
(-) MMS22L	0.20608581263695253	0.0	0.0
(-) MOCS1	0.05341625970958576	0.12615719084265722	0.0
(-) MORN2	0.016784373286854712	0.0	0.1402699229251773
(-) MOXD1	0.12973202200820877	0.25802734381578823	0.04849571768461333
(-) MPDU1	0.08653631153225685	0.0	0.0630673517032443
(-) MPHOSPH10	0.07344175457320493	0.0	0.0693905119704841
(-) MPHOSPH9	0.09797595989757237	0.0	0.0
(-) MPLKIP	0.02263328571009901	0.02873304130457592	0.10644036962693913
(-) MPP3	0.09029342832389055	0.038762326617483155	0.05103150843910946
(-) MPP6	0.010349497178993415	0.0520408794670437	0.10651957322987356
(-) MRAS	0.0	0.19413277239693433	0.07881351926540406
(-) MRC2	0.02455748491169851	0.19716371004481145	0.0956093589848609
(-) MRGBP	0.006589887092760669	0.01054372986866574	0.10814938306107696
(-) MRI1	0.039481806174435106	0.021521811846064266	0.10930302315919434
(-) MRPL1	0.12250906616251032	0.0	0.0
(-) MRPL18	0.1755525463603487	0.0	0.0
(-) MRPL32	0.05380212025682524	0.034845516317782585	0.02430162375871854
(-) MRPL41	0.010693759219158706	0.0	0.1632751909868348
(-) MRPL48	0.13575721196607388	0.0	0.0
(-) MRPS16	0.12213996916398777	0.0	0.0
(-) MRS2	0.07090076892991835	0.0	0.024471950346829776
(-) MSN	0.0	0.11014190953596609	0.0028398097372075207
(-) MTFR2	0.23622777899148684	0.0	0.0
(-) MTMR1	0.09874345700448829	0.0	0.0
(-) MTX3	0.03692341805967011	0.15558968754049757	0.0010873915558602604
(-) MUM1	0.031172351592038027	0.13977480446619686	0.0065167062967411305
(-) MVP	0.0	0.03608796821949923	0.16746094409992815
(-) MXRA7	0.0	0.14404278682999772	0.017736572355137148
(-) MYD88	0.16525025743365834	0.03483512565158335	0.0
(-) MYEF2	0.1194282948494779	0.20468090186921922	0.10473153186910633
(-) MYH10	0.18267501441579076	0.011682017406442619	0.04350574034314966
(-) MYL6	0.07633789319640534	0.1248063749918019	0.19865794780309295
(-) MYLIP	0.06808221400572352	0.04556647355127625	0.07617686732272445
(-) N6AMT1	0.04979818757318986	0.03529113684604806	0.14614592081491679
(-) NAA15	0.11326332159187129	0.0	0.0
(-) NAA50	0.03400677638513752	0.0	0.05707603182413079
(-) NAA60	0.26914177321614075	0.12695605309518496	0.12615165134044948
(-) NACAD	0.13684773834311822	0.34767760117357754	0.0062796841592627425
(-) NADK	0.051343881715760716	0.0	0.08836834440892215
(-) NAF1	0.13997482317379564	0.0	0.014756975626105423
(-) NAPB	0.10225217557659257	0.0181006016845079	0.0
(-) NAV1	0.0	0.1361442591930738	0.10330895768631124
(-) NBPF14	0.07439544248029052	0.0	0.02934829328913286
(-) NBPF15	0.10165046000999052	0.06477254384990193	0.0
(-) NBPF20	0.12472048661763269	0.04982650298838211	0.004771785086430745
(-) NBPF9	0.09061996574225882	0.017128849959510736	0.0060406635050778545
(-) NCDN	0.025149718286988264	0.10650586754844837	0.005988166418665198
(-) NDC80	0.1416352223059455	0.0	0.0
(-) NDUFA10	0.10393952738519394	0.0	0.20395003085425012
(-) NDUFA5	0.13676196396028892	0.055707242395820526	0.25058646467782203
(-) NEDD8	0.2865992993493491	0.0047624174390622455	0.14830932455359938
(-) NEK11	0.21310565158274722	0.0389064528508199	0.14080729969161468
(-) NEK2	0.15825463009059998	0.0	0.0
(-) NEK9	0.09660351826239322	0.012881637462237219	0.010647639298085255
(-) NETO2	0.24234716223457534	0.0	0.20097362625920515
(-) NEXN	0.10300022534239446	0.2666259370498505	0.13440157019957344
(-) NF1	0.07248430623920232	0.0	0.10640586606362915
(-) NFIC	0.0	0.16664150570644107	0.028085398600647838
(-) NHEJ1	0.16242539285299648	0.0	0.10366313489502227
(-) NID1	0.18190401275700957	0.1640319160205239	0.0
(-) NIT2	0.019055992823957632	0.0	0.058677057962566
(-) NKIRAS1	0.10929195207000042	0.0	0.004876636974026745
(-) NLRC4	0.4464255852395843	0.07020054309694175	0.3594498480811887
(-) NME3	0.12973396232191833	0.028115141014569574	0.02638445902963171
(-) NME6	0.10152851577520072	0.0012203590855605472	0.0
(-) NME7	0.10703989685982382	0.06563422498335288	0.011216775249438512
(-) NMNAT1	0.11253706132397755	0.04011422307023247	0.02095801093321978
(-) NMRAL1	0.15004851806925898	0.0	0.02802913948527035
(-) NNMT	0.1454141034723764	0.2562812065145167	0.24546051952751954
(-) NOC3L	0.16304409868695605	0.0	0.0
(-) NOMO1	0.0	0.1117679197376437	0.020410218629631403
(-) NOMO2	0.0	0.12492360707961864	0.05957896241937039
(-) NOP10	0.06820389798519319	0.0	0.028217606169342196
(-) NOP9	0.0818447851940542	0.0024605262998847214	0.004273629505369476
(-) NPAT	0.14813658728197837	0.0	0.0
(-) NPEPL1	0.16873493001697112	0.04724040344465181	0.06826286948907627
(-) NPIPB15	0.24305390242579095	0.11080117368691238	0.08982999401345608
(-) NPR2	0.00260346857188829	0.26420474155645934	0.19495211936730447
(-) NPTXR	0.025547971053248828	0.14674641967896532	0.17365135225006215
(-) NQO2	0.05882087993239432	0.09201635884643439	0.00667181537769492
(-) NR2F2	0.014707691212275137	0.0	0.21822823757838572
(-) NR3C1	0.17749170674848672	0.1425796246408953	0.19216057576425993
(-) NRN1	0.0	0.31115806385116834	0.05708440361126929
(-) NRSN2	0.08382556662210032	0.11509630690660955	0.0
(-) NSD1	0.0650566100275435	0.029067887919926517	0.0
(-) NSF	0.002524444317991346	0.04172950599195478	0.059109444621695394
(-) NT5DC1	0.10086927366224549	0.0	0.12218747185376774
(-) NTPCR	0.11330061256521388	0.008665290749144464	0.013024137709414386
(-) NUB1	0.009179418942921586	0.08745199730307536	0.13581512325829875
(-) NUDCD3	0.0	0.06854719710509562	0.06576223321818166
(-) NUDT11	0.14727594775717867	0.16915926512314544	0.03750669556658379
(-) NUDT12	0.07360317198567132	0.004758347019889939	0.06484310802217366
(-) NUDT14	0.005620583750032317	0.0	0.1482574631743669
(-) NUDT15	0.15402533924440462	0.0	0.0
(-) NUDT2	0.07078157690072318	0.059284555021320906	0.15108215117239457
(-) NUDT9	0.0	0.007595493256932465	0.10555160315951292
(-) NUF2	0.154517619154974	0.0	0.0
(-) NUMBL	0.0	0.09653058696064407	0.0648551034388295
(-) NUP107	0.17009860589858558	0.0	0.0
(-) NUP43	0.14286023121580196	0.0	0.0
(-) NUP54	0.13881615030030112	0.0	0.0
(-) NUPR1	0.042714826270045796	0.12366185255070113	0.14227435366343302
(-) NUS1	0.14734589514380464	0.0	0.0
(-) OCEL1	0.1411738065349694	0.13160361311024713	0.2657120831104849
(-) OCLM	0.17998295815365936	0.05301137926342246	0.16288875456315863
(-) ORAI3	0.14509558121239477	0.10514687353439457	0.340798848652147
(-) ORC1	0.17744714115959345	0.0	0.0
(-) ORC2	0.10507734192934232	0.0	0.011490850883742357
(-) ORC3	0.15192891573721393	0.0014159516639532031	0.0
(-) ORC6	0.12664498169717173	0.0	0.0
(-) OSBPL7	0.061020036736487114	0.07611233709001913	0.12151743111034995
(-) OSMR	0.0033230296645077807	0.04098550152217333	0.07129945257890251
