	P0	P1	P2	P3	P4	P5	P6	P7	P8
(-) FUS	0.002723533409651708	0.076088521151432	0.01830101753518877	0.07251295447619349	0.0	0.0	0.0	0.025982933880143482	0.024759322959985446
(-) FXYD5	0.0021571075791136695	0.0	0.218251963654806	0.025879226663663144	0.0	0.0	0.20519321198886337	0.054272040656475874	0.02045452636917763
(-) FYCO1	0.055963965552050014	0.017322927449065287	0.0	0.007663223709743018	0.02031095670829283	0.0002070308477933826	0.02087404938246828	0.024458465085017905	0.0
(-) FZD3	0.37735218624962225	0.0	0.0	0.03419480962439539	0.07826725232100383	0.0	0.21212319319099707	0.008555974480602604	0.011549892655759023
(-) FZD6	0.30217014204262127	0.0	0.0	0.0	0.0	0.0	0.0	0.037055459997051	0.0
(-) GABARAPL2	0.13741450077535763	0.0	0.0	0.0	0.034710357371930046	0.0	0.02886717299768943	0.0	0.045228277070726824
(-) GALC	0.0	0.36205144826568453	0.0	0.0	0.13043005088007142	0.07967104910700581	0.3234160029682382	0.4954667019857236	0.0
(-) GALM	0.11506420022750695	0.0	0.16569825799398225	0.16982215154949834	0.0737272288286415	0.04468488037272981	0.2656117667179345	0.074415916145815	0.0
(-) GALNS	0.0	0.020106201909734306	0.022125765444551776	0.0	0.10083218078411432	0.0	0.002236839649640041	0.0	0.10834826006409864
(-) GALNT10	0.030543242970735643	0.04701046754409069	0.0135832158865233	0.022574457278153798	0.01249029317968891	0.130029644384496	0.22228782239196188	0.0025897905033422748	0.027521810205388256
(-) GALT	0.0	0.0	0.02412351173862789	0.0070740123473109545	0.0	0.0	0.0	0.12234352275703879	0.0074307820122196475
(-) GAMT	0.023878173246000653	0.1848137245801978	0.008807537973333364	0.0	0.0	0.17105750968067523	0.001415863041435411	7.825841765125842e-05	0.0
(-) GAPDH	0.0774026269816617	0.0	0.04637259670213509	0.03141706501452698	0.0	0.0007360089228851549	0.0	0.0301219841326648	0.007619738450942478
(-) GARNL3	0.3189101649728921	0.06790663377809064	0.0503785778358829	0.02032633943687867	0.17753906659961952	0.04713133444101196	0.04654646740294989	0.04872175055061435	0.04159849514649435
(-) GATA6	0.23725965386373213	0.0	0.298038090041868	0.0	0.07199955338812626	0.08100127535794813	0.02795349830392463	0.003852876930909174	0.12607613844880064
(-) GBP2	0.0	0.2393454079570449	0.0	0.11858992819128024	0.14628675578568398	0.1567088642303626	0.011971384874140466	0.0	0.059601816456604555
(-) GCA	0.3039190239269537	0.0	0.003302614321990941	0.002202428208078488	0.0	0.0	0.019197660716470596	0.0071548017799126125	0.0
(-) GCAT	0.005585603642697113	0.07237379676434849	0.00979080442112449	0.0	0.007096121417686079	0.0	0.0	0.09239253964430257	0.0
(-) GCC2	0.05171210640340674	0.010082942631996323	0.0	0.16508873503566604	0.0	0.0	0.02588071063740823	0.0	0.0
(-) GDE1	0.043853863467915095	0.0	0.0	0.06628526506284621	0.02253631502146025	0.0	0.13523349999590714	0.009245420465881815	0.0
(-) GEMIN8	0.1377536408676826	0.0	0.03433096307899271	0.04846664285924332	0.008178290084140723	0.07960656508293473	0.03615019108668022	0.0	0.011825813202800173
(-) GEN1	0.027679002779559068	0.019637685655615886	0.0	0.17540826782183408	0.0	0.0	0.0	0.0	0.024713609240082993
(-) GFM1	0.02601863692192708	0.0	0.0	0.005414086080253695	0.00023216371279515208	0.0	0.0	0.003001796940138412	0.1078161255894277
(-) GHDC	0.07413565393452691	0.01746992542417	0.0	0.0006372072199583875	0.006958162716119945	0.0042468876670884205	0.09221796331042562	0.0182074541469175	0.0
(-) GIGYF1	0.04321895182337017	0.09792800664807128	0.0	0.0	0.0	0.017892819367620254	5.443362225935578e-05	0.013981850391098479	0.0411649668189924
(-) GKAP1	0.2866782328559141	0.0	0.0	0.22074577775725998	0.0	0.1445533899649703	0.018727411476333118	0.0	0.0
(-) GLB1L	0.11024279079862985	0.0785672749647382	0.0	0.0	0.0	0.0	0.07297309848301695	0.0	0.1255426291123093
(-) GLG1	0.0	0.1098371050255341	0.03907241295052216	0.0	0.029581709184286414	0.0	0.13126617219700962	0.005253153603165163	0.061229782643507154
(-) GLI2	0.1592894187746382	0.22405290544639253	0.025894610312967855	0.07146586728229423	0.0	0.26799890281201966	0.0289140137225437	0.015114285603427091	0.0649519714727032
(-) GLI3	0.015912294208276365	0.19160002130547715	0.0	0.0027301518925004257	0.01709380064268659	0.03468855689314155	0.02740570235772906	0.00911798295017383	0.003799854854927235
(-) GLIPR2	0.04256177842955851	0.3042634637405868	0.016449553268529604	0.03321948648220008	0.10170781947282435	0.22856833938540022	0.0	0.0	0.0
(-) GLUL	0.0	0.049397927974157395	0.0	0.22711193457485643	0.05103768588289006	0.02745548835424615	0.012273797708246596	0.03631108943874295	0.0
(-) GM2A	0.06258822291617751	0.0	0.05201323715318488	0.013003148916982885	0.0	0.0	0.12023741599242894	0.016398701555310632	0.12134506222471841
(-) GMPR	0.13152925880839753	0.35703138225720743	0.062265009675438354	0.10890844383631483	0.21326365620810211	0.27587358199257933	0.04977517325442993	0.00010054691663833264	0.04079845637481774
(-) GMPR2	0.008577242397578018	0.0	0.0	0.04104711830221202	0.0	0.0	0.0	0.06550457820090248	0.006334852248488645
(-) GNA12	0.0	0.14743777548974984	0.06699818361264016	0.0	0.023384535890312114	0.10606984914453776	0.002489645626731896	0.0	0.04246685853703687
(-) GNAI1	0.019419461299055647	0.0587184517660743	0.16432003622612706	0.007152989138756891	0.04114331831750754	0.01455839561444072	0.006673571776530056	0.0	0.18689289546988988
(-) GNB1	0.018949600561388145	0.10875711295001848	0.03288102195132308	0.02558325028445865	0.0	0.0	0.0011354358619472711	0.0	0.0010306997412142564
(-) GNB3	0.05495484341115445	0.418920946468171	0.01049520343484615	0.01009402008042121	0.0	0.014363878289549983	0.07467734904518017	0.17747867736336775	0.04608113594114157
(-) GNB4	0.0	0.2392622170515208	0.050547921609584476	0.007568687105284404	0.0	0.0	0.0	0.035052482895274344	0.0016178142394693894
(-) GNE	0.0032725485037076447	0.16210090008392303	0.013227825196391818	0.0	0.005709458077684456	0.008212894467483052	0.01772290313833204	0.0	0.0075598723230654264
(-) GNG2	0.1548622567098165	0.489208851864372	0.01580452077603309	0.026483994696351393	0.11686959700070053	0.0	0.0	0.1026667124809165	0.023674298384069106
(-) GNG5	0.0	0.005032490756639116	0.0	0.06876443874247751	0.01261007962732644	0.0026736644521865756	0.0	0.08937306917937497	0.0
(-) GOLGA1	0.03616266693971931	0.0	0.0032022701844212193	0.0	0.11520668324228445	0.01768734211467389	0.006937763965749388	0.0	0.0
(-) GOLGA4	0.03776031641815516	0.0	0.039061915541388444	0.1274964109064574	0.0	0.0017039126965139957	0.006571234920637023	0.0	0.0
(-) GOLGA8N	0.13044643372626802	0.17900571511996946	0.04007058616325575	0.01809523335736909	0.16211364777107207	0.2069360725939002	0.033943387821589385	0.0	0.02475113498395423
(-) GOLGA8Q	0.2148458841726591	0.2327969028812534	0.08242357327926247	0.0307902169513225	0.1992723794615131	0.24080577050360913	0.06465214914706224	0.01803441204927767	0.055314288349975836
(-) GOLGA8R	0.14201723162471955	0.20323784759009453	0.06548240130418848	0.028615748476151788	0.18991893189224826	0.22227298263008333	0.06695343946953723	0.002057992272138835	0.02623508217723165
(-) GOLPH3L	0.11383010487976819	0.0	0.0	0.08381261098301837	0.002197308992391611	0.0	0.014744395081520808	0.0	0.0
(-) GORASP1	0.028994981346974192	0.10179104315547964	0.044257784343907994	0.0	0.0	0.02694532387720445	0.02050986482796236	0.011626858090376984	0.023296453501911965
(-) GPAT2	0.582666634711012	0.11059175737479188	0.11547618695054555	0.08497707906387574	0.16339826203091307	0.07802725577958616	0.19529036471764596	0.15338534698877673	0.10053554728476395
(-) GPC6	0.23441441385292094	0.4519469324083327	0.012238330028594703	0.0	0.0710248159516982	0.14645225603183742	0.019680873375356588	0.047752116712155145	0.010766632748399682
(-) GPHN	0.10936148413119737	0.0	0.0	0.0	0.0	0.0	0.006266895998301525	0.05207003410497151	0.12328732747226698
(-) GPR137B	0.1820240662852535	0.0	0.0	0.0	0.05939103367400548	0.0	0.0877563713948096	0.0	0.047883108302399696
(-) GPR153	0.08540094771922456	0.04519117421927258	0.005819117348305736	0.0	0.08010373701004136	0.0004518258968034068	0.037381496551000586	0.025948586896395266	0.08245533548905623
(-) GPR157	0.06744235871447499	0.0	0.09475242933974946	0.05325776681549379	0.011763974693546396	0.0	0.0022938698845704807	0.023620094375721108	0.1633975455549255
(-) GPR162	0.052767289228106064	0.24039759364092428	0.0	0.019947924971584034	0.0	0.06721908281773879	0.13739980162597762	0.04648389798586954	0.0
(-) GPR176	0.041721909035976036	0.18377440596858088	0.039428145543904086	0.0	0.09348377780029879	0.11300451371371123	0.06099279702425151	0.03926762371804736	0.01857434605062302
(-) GPR75-ASB3	0.1848177573258584	0.03590413836004516	0.02084333343911753	0.13604596523388596	0.03104420535400071	0.02639304675173843	0.027800941116274666	0.06934235727420443	0.03918959040792264
(-) GPRASP2	0.013383108196655237	0.0030745357090881096	0.0	0.021193399926883096	0.0	0.011837167493643271	0.14249162989291234	0.14776127626526517	0.0
(-) GRAMD4	0.003507197765719819	0.0	0.10187400381272102	0.0	0.060002008286271336	0.007906756206532459	0.028182619924557284	0.0	0.055822477546274125
(-) GRB10	0.0	0.17748154804971278	0.0	0.0	0.2308670319275079	0.019189690829812624	0.33608902054295786	0.0	0.10053204497422612
(-) GRPEL2	0.00414580381531036	0.0	0.0021350457217053096	0.07461458870676706	0.0	0.0	0.0	0.0	0.10601791689300452
(-) GSK3A	0.03602021551473886	0.068604359246304	0.0	0.01255335022235674	0.0	0.0	0.008137276772243341	0.018356494186959376	0.002669098387117825
(-) GSTCD	0.0	0.0023246359146011997	0.0016277945096762959	0.1940856856197533	0.0	0.0	0.0	0.03316256235892924	0.0067952969903493044
(-) GSTM3	0.019756341596400807	0.3488493833649584	0.0	0.014976007855071985	0.3802585233390186	0.0021665191464163834	0.003234417563859178	0.07395621903924479	0.0
(-) GTDC1	0.1145552698293749	0.0644575722672808	0.022387159459237894	0.027100666591187123	0.06018456364088438	0.020002280755181758	0.0266086943533219	0.05477650268649123	0.102839664856101
(-) GTF2H5	0.17631328868973306	0.08222380430519734	0.09662391343387053	0.07903107458779185	0.0	0.0	0.08697715187722922	0.010464750571565132	0.016255469235577143
(-) GTF3C1	0.0	0.13370565093624556	0.0023877351333911096	0.0287563124904357	0.022631937358492758	0.0	0.0	0.02337623654242451	0.0
(-) GTF3C6	0.013236529267046996	0.04853790226510443	0.0	0.1313008278363733	0.09545461830287016	0.0	0.0	0.004227471193531071	0.008643140246579842
(-) GULP1	0.2946985670905033	0.13786531114143405	0.28716314645614543	0.09926413038825606	0.077152761950497	0.0	0.0	0.08931967140272437	0.0
(-) GXYLT2	0.00011363601300740919	0.32873518319924705	0.1384359583707095	0.002476937703732562	0.039768789904465994	0.017454503785817886	0.0009073339527482734	0.009624321963013951	0.0
(-) GYPC	0.011140181912725705	0.1276062890067855	0.17915841275037717	0.18057854785590896	0.01757462443708991	0.014705166958620779	0.2893480424488688	0.09612611825062416	0.031271634961762586
(-) HARBI1	0.050333238027035924	0.104408987789143	0.06853033729014127	0.0166350031578636	0.03671616862007767	0.02489126754999398	0.057366962000249086	0.008003917001165626	0.011182296842214005
(-) HAT1	0.0	0.0	0.0	0.15304807045471772	0.0	0.0	0.0	0.0	0.02977550188652889
(-) HAUS1	0.0	0.0	0.014058802741063253	0.17256556739914944	0.0	0.0	0.0	0.08424858408715795	0.0034430823945914364
(-) HBS1L	0.0	0.0	0.0	0.13645675931121756	0.0	0.008812297327367376	0.0019112145477034113	0.04006888021896125	0.0
(-) HCN2	0.0017008755571164835	0.09977075175645747	0.16145221990588932	0.0007153323139714126	0.14666978265474115	0.1642150668193874	0.0	0.0	0.012927804041822533
(-) HDAC1	0.0	0.0	0.0007033206104661839	0.08900696775714116	0.005937690768684855	0.0	0.0	0.12421205193358588	0.0008753562459001041
(-) HDAC5	0.0	0.1179629555075541	0.0	0.05092267119627056	0.1026794707595267	0.029048514429645924	0.017392888497255583	0.0	0.017344177475417524
(-) HDAC7	0.0	0.029723243010353975	0.05894387125593412	0.051821999143186664	0.034778170037782774	0.19569505584130742	0.0027797314066905637	0.0	0.007123325959478324
(-) HDHD3	0.043554469456114006	0.0	0.11606162840809611	0.02691689762650282	0.07889038370191917	0.0	0.0263213955225456	0.0039502645750716285	0.0
(-) HEATR5B	0.05998622240671514	0.00010779457596700845	0.0	0.020481403115272048	0.0	0.0032238961422515044	0.0	0.01871786764653141	0.0013215913371867598
(-) HECTD2	0.05860144547971922	0.08993036609373195	0.0	0.19526167340562728	0.07340435595950622	0.012041215958563611	0.0	0.0	0.0
(-) HEMK1	0.0038640749026140277	0.040365888891601746	0.10705099355478127	0.0	0.0030287143861962586	0.019363510198056846	0.018906644534068866	0.0037927520996051184	0.06624718270487785
(-) HINT3	0.034238187711637	0.0	0.0	0.14336450613200288	0.008324648112062627	0.01946357257474934	0.0	0.0	4.663159134980801e-05
(-) HKR1	0.0	0.1128014263515397	0.0	0.0	0.12597027336980057	0.01311571655178558	0.0021358960563793135	0.009360286882333459	0.005310092210991633
(-) HNMT	0.15694584977073303	0.25772633557018915	0.06665625644445805	0.08912887540650546	0.15737885281497524	0.0	0.0	0.0	0.0
(-) HNRNPDL	0.0	0.0	0.0	0.18172799879198204	0.00034787787603399845	0.0	0.0027974450170377644	0.0	0.012780369195888293
(-) HNRNPH1	0.0	0.0	0.0	0.14903459714645517	0.0	0.008249862001110235	0.0	0.0	0.08267586758614164
(-) HOOK3	0.011733324303078569	0.16192173249878836	0.017004903534898096	0.0	0.0	0.021669045085038384	0.012691441090273236	0.018585535023919093	0.0061289298331701995
(-) HOXA7	0.113517039152574	0.050478195321131805	0.25594204044047214	0.18646817345814234	0.3683004905290489	0.008684487555083586	0.06463820625555823	0.23533395873443505	0.06660426062651235
(-) HOXB13	0.19161407909061512	0.04662531621447944	0.0024999886352222184	0.06078792518944756	0.16772400303772497	0.027622752416735046	0.24671994233618053	0.17784479240760592	0.0
(-) HOXB7	0.2339992521045644	0.0	0.0	0.15314191733903482	0.08897448383462225	0.0	0.08791672735595857	0.18895931791407916	0.0
(-) HOXC10	0.1655962793509356	0.0	0.16595979623452686	0.148683972947749	0.19171032575615354	0.047308232798063204	0.006609263125325233	0.0	0.16019306393856764
(-) HOXC6	0.1273533181272214	0.019789059462041972	0.12000231758366774	0.0	0.011753172509920393	0.010859376621225192	0.0	0.0	0.008357033211688021
(-) HOXC9	0.1454045567258109	0.0	0.09335718257622368	0.009043760537980521	0.09323202777878686	0.027449134154356618	0.0	0.057692247401597	0.007501297912465096
(-) HOXD10	0.004466182641693634	0.2007168686829659	0.0	0.2869710236791159	0.3411646399727188	0.03229613039613478	0.32124158242353024	0.07319673063397807	0.0
(-) HOXD9	0.02611514416792089	0.06260666586852752	0.0	0.27278653106386025	0.2603244306593896	0.0	0.3367248309671055	0.022065451011701695	0.01763500938046776
(-) HPS1	0.24973839480737214	0.0	0.030747544622454437	0.031053621548538586	0.0	0.04566567154861179	0.0	0.04784014436155532	0.0
(-) HPS3	0.08827960753674746	0.0	0.06443672436879956	0.046515772320708935	0.00553294622883343	0.0	0.0	0.0	0.07997663680274418
(-) HRH1	0.0	0.02751505508094751	0.09799061779893196	0.11408633141131758	0.0	0.29458217492376904	0.21109382935430387	0.006374571427647522	0.005124185894000284
(-) HSDL1	0.028433670820764614	0.05459460239882533	0.013963653495463437	0.05160675224067767	0.0007138712871669564	0.0	0.006280817957981353	0.0036063746328943774	0.02834720006623933
(-) HSPA12A	0.3589323695894345	0.0	0.0	0.043078836962655374	0.0050263834741125345	0.0	0.3587681946844508	0.0	0.11361799703756476
(-) HSPA13	0.016721942036500407	0.1415558860511299	0.005890789050277046	0.008420912779456257	0.05423867999691988	0.0	0.013416518734655915	0.0	0.0
(-) HSPA1B	0.0	0.0	0.0	0.0799667242200223	0.06352861437332179	0.0	0.0	0.017739329410419342	0.04201664356236666
(-) HSPB8	0.11484252037593008	0.0	0.1239907688239764	0.08569689343343523	0.07485289652897881	0.055342386569614564	0.22273450026874098	0.0	0.0
(-) HTRA1	0.0	0.1696904311159986	0.0	0.0	0.1061422378380332	0.11135530036309291	0.268900950637757	0.022565643837107602	0.11044777773320501
(-) IAH1	0.04309450757111372	0.0	0.04041601479082057	0.0	0.038170027059231997	0.0	0.009316677411400484	0.0	0.08507065367441757
(-) IDH3B	0.07011413271702371	0.0	0.08584175740928857	0.1502242332459602	0.07653747877321598	0.03905040099296808	0.0	0.041010696484775226	0.04115486268381679
(-) IFFO1	0.04296979044304192	0.30718898942654055	0.0	0.0	0.0	0.0	0.0	0.0	0.009771057811507586
(-) IFI27L2	0.017806212722569163	0.18209332162953698	0.0	0.00893309098651331	0.0	0.0	0.07458395166169936	0.02225499822621408	0.006584367915729094
(-) IFT172	0.03360872445758779	0.05020956051764337	0.0	0.0	0.09612159220691958	0.0	0.017419758951200986	0.0	0.05371718949649663
(-) IFT20	0.1323993088566354	0.03007974512375105	0.0	0.0	0.006492462307490317	0.0	0.12720234030620547	0.0	0.044488623883799705
(-) IFT27	0.00028015818299693306	0.0	0.06567316620573246	0.0	0.05890101538227349	0.03975818234621741	0.2564996180634565	0.007146743182209415	0.0
(-) IFT57	0.028619966012399682	0.03308500249278458	0.0	0.0	0.0	0.16455427836528674	0.0	0.0	0.13824015865635897
(-) IFT74	0.12414409894776297	0.21204793499729546	0.0	0.26245256141556206	0.0456049127020185	0.0	0.02874802267729571	0.0	0.10830418118627737
(-) IFT81	0.005483160654016923	0.09311742515962172	0.0	0.0123953995229326	0.028897323638419778	0.0	0.0028213362394709533	0.0	0.1540793709704746
(-) IGF2BP2	0.04925029695864612	0.0	0.17339558842361905	0.0	0.0	0.0	0.0671468587414274	0.012892247192602816	0.0
(-) IGF2BP3	0.061326195305679496	0.0	0.08522218530917587	0.03988958068414117	0.001416840409786349	0.0015181526454371185	0.0	0.0	0.004077101802786839
(-) IGSF3	0.15999647157052294	0.0	0.0	0.08077893357437123	0.3021723048483889	0.005995345630820214	0.021227208220336073	0.0	0.11844459322459656
(-) IL10RB	0.0	0.007945171089058945	0.0	0.0011530804661098407	0.08147163566724154	0.07394498321402251	0.0	0.0	0.030148531843292324
(-) IL11RA	0.03458446892096814	0.03544794872707446	0.027393066514294632	0.02406325887689865	0.03498666463900745	0.0	0.060282996157766035	0.1200624391878269	0.04688695014267849
(-) IL17RA	0.044366402021245144	0.0	0.0	0.07137195904312688	0.011430687396200416	0.0	0.0017395036981493848	0.01798126584956611	0.0030678933705636903
(-) IL4R	0.05908795194342141	0.0	0.26589455132390655	0.08369903324669932	0.01346050638120762	0.0847257335492729	0.34820370961525543	0.0	0.09999469092056078
(-) INPP4B	0.1641295422186988	0.0	0.07857042589827992	0.012476411588805601	0.0	0.0	0.3714507160851782	0.05079642105030577	0.1697792282144699
(-) INPP5B	0.08358939081212662	0.020044394692699204	0.0	0.003915055160823384	0.0	0.01531301742278848	0.011681350610065222	0.0491893543367377	0.029931165046959547
(-) INPPL1	0.0	0.14831339767742144	0.0	0.03782460247905016	0.07114380993512659	0.015472480774310585	0.029080065076304156	0.002578691469903484	0.0026448307562020115
(-) INSR	0.15060102861543698	0.0	0.0	0.0	0.0	0.05840008493182051	0.33945648969872866	0.00511453839103246	0.0
(-) INTS5	0.07519172199164868	0.05314182655769626	0.0	0.12975905734964582	0.0	0.0	0.015977619827765095	0.004359474020741642	0.01604702555793228
(-) IPO8	0.05258456837907437	0.0	0.0942805356995543	0.052554176808457205	0.0	0.0	0.0	0.009889782632080806	0.0
(-) IQSEC1	0.0	0.0	0.11573507610771604	0.0	0.06409431429355657	0.019588775317166785	0.29363177370552673	0.0	0.0
(-) IRF7	0.0724867460924179	0.07619375190058947	0.058655474083709976	0.047668193165708056	0.07068960274672005	0.0	0.0	0.01737948639887975	0.005204924550384593
(-) ISL2	0.0	0.008567405124472757	0.007219883132043261	0.11202197153026833	0.17500786095283413	0.0	0.0037116386821091038	0.04823500623665619	0.013621695350312126
(-) ISPD	0.08168628544021192	0.20611814882396945	0.15124135769931465	0.018428004825982648	0.23101644070704203	0.07488784655523095	0.001309749758752556	0.17305004353776707	0.07502015370113471
(-) ITGA4	0.0	0.3364692797234015	0.24466074874198002	0.0	0.0	0.0	0.0	0.09370223645586363	0.14635295405258247
(-) ITGB1	0.025947541719823046	0.09010164192594716	0.11943058832073587	0.0	0.0	0.0912735397970438	0.0011173029356706513	0.01344569271351827	0.01696935654084801
(-) ITGB5	0.0	0.08807855360900327	0.016747924113490537	0.0	0.09294063549655551	0.0	0.08530200233259962	0.0	0.01886084739168382
(-) ITPA	0.022816518759853643	0.06650555527539091	0.004300492767421092	0.08769253053595123	0.08409113031830327	0.015087893292531029	0.0	0.03818839465623322	0.0
(-) JAK2	0.04698394713038587	0.08866801518280235	0.0	0.1551159544424154	0.0	0.03817461643059747	0.002268113574452778	0.0	0.07897316848406659
(-) JAM3	0.1174337932642316	0.43533518063560633	0.0	0.009110459268426154	0.0	0.003784164260976044	0.23049096937068192	0.0	0.0
(-) JMJD4	0.0832965456546773	0.0227972661053797	0.013963303090568523	0.007422268029958418	0.020586491027369844	0.0	0.0	0.02639460097834644	0.0
(-) JMJD8	0.038352364537790194	0.004164764970526276	0.0	0.0	0.13617532543127553	0.0	0.0	0.04385155804796482	0.013708863795111778
(-) KANK1	0.05437020218363069	0.11551748214341694	0.0	0.0963531025553129	0.03093132823904753	0.016032737383006097	0.18529077514074527	0.0	0.0
(-) KANK2	0.0	0.21531923002545822	0.0	0.0	0.0	0.00729231209435483	0.05066286405045887	0.009600177731329358	0.05863326090500692
(-) KAT5	0.014621414270445257	0.0	0.0	0.09013017196028886	0.0	0.0	0.0	0.03870895939967964	0.0
(-) KATNA1	0.06130181921016132	0.0	0.0	0.176371989123564	0.0	0.01052088897301273	0.0	0.13284827349833758	0.00442699348609243
(-) KATNAL2	0.19914413264295308	0.09371526518736664	0.009821510312942134	0.016059006656718885	0.17167443064184437	0.0	0.0	0.002002512230118325	0.032126608003598026
(-) KAZN	0.15575946140551492	0.012329030672549137	0.17848695090428476	0.04551029084028597	0.22816047521072375	0.012855727244536585	0.016488769331594894	0.07895003131912505	0.0
(-) KCNIP3	0.04742369950753194	0.0	0.16118763271717723	0.014987903321080836	0.2144700232781978	0.048341941668043203	0.28693792883418623	0.0	0.013943310712135414
(-) KCNMA1	0.0010627883614229617	0.137369717687678	0.17621544920789076	0.0	0.0	0.18294577526392583	0.17593541877599866	0.014755257110018703	0.000560299227608408
(-) KCNMB3	0.2187036516139618	0.0	0.0020025561588123313	0.006146223795051813	0.1777899820812978	9.158087798368987e-05	0.01968722024319964	0.02877689306801798	0.12810387426252126
(-) KCNQ5	0.04649428787094686	0.15666829469449528	0.0	0.14503412530189033	0.02084477717497382	0.0	0.3533268035996206	0.12797245248043482	0.2575313875917966
(-) KCTD13	0.021104944665380716	0.1228160403367467	0.004152472966322014	0.026499596387789735	0.0	0.0	0.0	0.022823572568320613	0.015167299549804739
(-) KCTD15	0.08827357294961669	0.0	0.1729874906404478	0.0	0.12380733944878938	0.021867834168161127	0.006463567573879669	0.028733027172265793	0.0
(-) KDELC2	0.0	0.10368263424436878	0.017939548175109146	0.035121691334307224	0.0	0.009523204315432651	0.0017335251664091153	0.07299186833432234	0.008938104329549121
(-) KDM5B	0.023597519524076373	0.0	0.0	0.002853792993701911	0.09455148689092917	0.012086688429076993	0.16823780570643282	0.0	0.06619023403720563
(-) KEAP1	0.0029624820067084647	0.10762229762396945	0.0	0.010539571371028424	0.008864272666104286	0.005360819824004831	0.0002603635110243927	0.0009916528077671353	0.0370382824663691
(-) KHDC1	0.05845629794549071	0.0	0.01473229079377667	0.09545400468204294	0.14290894159924963	0.2783786940746222	0.024766469804750477	0.1484029731781743	0.0
(-) KIAA1147	0.13055539428705426	0.00047610854234349514	0.0	0.0	0.0	0.17213181156432006	0.006961237499203121	0.0	0.0
(-) KIAA1468	0.0	0.003567225946325083	0.0	0.04394785216455927	0.0	0.0	0.0	0.11209385129372934	0.0020607051106848024
(-) KIAA1549	0.11072968726669656	0.033315460886550116	0.0	0.0	0.011397791514183526	0.22431216834463638	0.020861277402184544	0.0	0.02261972151273563
(-) KIAA2026	0.08259893701536453	0.06862181792941922	0.0	0.1495404662290603	0.006454520416888296	0.031533728919801135	0.011697909897239008	0.0	0.06738559083390369
(-) KIF11	0.00767407594854769	0.0	0.0036291473295971006	0.1660030737436615	0.0	3.2948381644232584e-05	0.0	0.016159363190919356	0.0
(-) KIF14	0.0	0.0	0.0	0.21685798922913713	0.003457136365097539	0.0008906066420101307	0.0	0.02849098774354554	0.002512711778133602
(-) KIF18A	0.0	0.0	0.02660498254714611	0.2047143159024743	0.0	0.0003953198164764585	0.0	0.033994400529509694	0.0021130730587281725
(-) KIF1B	0.0	0.10301087560160226	0.0	0.06265509992604555	0.0	0.0	0.0	0.05331867836669235	0.0
(-) KIF1C	0.03905801009848599	0.0957408843085468	0.0	0.12687904717238924	0.0	0.14580465610993887	0.0005272224601487468	0.023288197523554346	0.0046336810405920624
(-) KIF20B	0.0	0.0	0.005351260084316055	0.23187980399270886	0.0	0.0010316432775237612	0.0	0.04749685280918463	0.0
(-) KIF22	0.0	0.0	0.0	0.1888910124026145	0.0	0.0	0.0	0.07196670467149331	0.00794970384386513
(-) KIF23	0.001737481021005991	0.0	0.0013302275865965255	0.18499380366099044	0.002260745243238138	0.0	0.0	0.03805893323127283	0.0
(-) KIF2A	0.0	0.002263705253441131	0.026956324757489398	0.1481645760188805	0.0028503767488522393	0.0	0.0034845375331125092	0.008482024498894625	0.0
(-) KIF4A	0.0	0.011169266021511488	0.00024278241176647845	0.20048046734199088	0.0003840010686067876	0.00169173341927898	0.0	0.03470194445149393	0.0
(-) KIF4B	0.20037231085446477	0.09692376067936198	0.07271692692185283	0.2591359144178679	0.04691126127669584	0.06274142950807096	0.07419649020086683	0.18964206562868144	0.0702616533936505
(-) KIF5A	0.04069697677893212	0.3373980445480791	0.0	0.203679661669784	0.0626658047304063	0.25440698779499443	0.03382151619676558	0.10949256695882101	0.0
(-) KIF7	0.0	0.024437638440955676	0.0	0.0	0.023441965256038956	0.10581362737761169	0.24110452550340095	0.03344026803512875	0.0
(-) KIFC3	0.0	0.008968004806991026	0.228582244776226	0.007588477162289457	0.009162498571358773	0.002996179096312199	0.032257369478409195	0.0	0.0
(-) KLF11	0.09971960551105954	0.0	0.06639562693594422	0.0	0.13412630152079552	0.07568601911202034	0.0	0.000777605113770775	0.16492679521850953
(-) KLF12	0.0938490408275226	0.22824649106880024	0.0	0.0	0.011353106466096139	0.01200827337328079	0.055052882462203676	0.007255441338525513	0.03563475453685193
(-) KLHDC1	0.08571157423065139	0.048727355435286335	0.13420337987485048	0.0	0.0838856192712178	0.0828179809452745	0.04557419176241041	0.17143800877376902	0.027580878753914264
(-) KLHL2	0.016664300395767648	0.023228086159559125	0.0	0.17343293192422277	0.0	0.004128257689307397	0.0	0.02080088590921054	0.01593575040667589
(-) KLHL24	0.4151186363550135	0.024690366172215088	0.0	0.0	0.246485465500533	0.018514687997044293	0.06453542148861638	0.03904485760815457	0.09882452596428883
(-) KLHL26	0.10327990372715119	0.006740624986804163	0.0	0.0004314627662012594	0.023859472418746485	0.0	0.0	0.002180561377296133	0.169358119718585
(-) KLHL7	0.05148029410645867	0.0	0.1023777270358081	0.0	0.1654709034779377	0.0633844987350211	0.0	0.0	0.0
(-) KLHL9	0.10073511458403989	0.15573846688577894	0.0	0.11171015950753974	0.3364608757876032	0.0	0.0	0.04092314809808783	0.28765008742424963
