	P0	P1	P2	P3	P4	P5
(-) JAK2	0.05294684521113295	0.10475503756130468	0.0	0.08965716336449343	0.0	0.07629141763217352
(-) JAM3	0.11351575080555429	0.45022215023574974	0.0	0.0	0.0	0.12807337267287433
(-) JMJD4	0.07787503096388598	0.02002002012137814	0.020458576348054192	0.02635694377107595	0.025935177484788408	0.0
(-) JMJD8	0.047910581910188925	0.0	0.0	0.009333889407909707	0.19168521314042766	0.01569434131052389
(-) KANK1	0.07006353628943927	0.12350871679779321	0.0	0.03298366096186461	0.028973137645612754	0.10655807450248046
(-) KANK2	0.0	0.22552946827311776	0.0	0.007227401001233115	0.0	0.08057106587036748
(-) KAT5	0.015090431400141612	0.0	0.0	0.09580911529106471	0.0	0.0
(-) KATNA1	0.06466853934583265	0.0	0.0	0.2392733945682505	0.008973602772849663	0.0009826309905891853
(-) KATNAL2	0.19688592922837797	0.08081848395019058	0.012183887825826772	0.00038527974115603805	0.20411228614580026	0.02857001416671167
(-) KAZN	0.17676819306653652	0.0	0.24256437004367368	0.055903415574712685	0.3167058436955941	0.0
(-) KCNIP3	0.06438526570845807	0.0	0.2198750613109067	0.0	0.2870780642381577	0.17116691426416927
(-) KCNMA1	0.005170672407042459	0.17454215634048212	0.2743271741736949	0.0	0.022720393824714233	0.08450577232031829
(-) KCNMB3	0.22398207728956615	0.0	0.00994662355903255	0.02172724257646016	0.2107475856453564	0.13837038010700334
(-) KCNQ5	0.0676730798201876	0.1557248780574321	0.022328005984705454	0.20381339105102272	0.014775801392620603	0.44027814733764725
(-) KCTD13	0.01877112600155416	0.12953058889706934	0.004808783746556749	0.04216164642313657	0.0	0.003472347973402434
(-) KCTD15	0.08406428999440084	0.0	0.2377577304975061	0.0	0.19716311000430936	0.0
(-) KDELC2	0.0	0.1113717541993829	0.02756958709460337	0.08996951315799133	0.003116370695602664	0.004219581996301042
(-) KDM5B	0.036604848657252054	0.0	0.0	0.0	0.11237241360125756	0.16934720853548055
(-) KEAP1	0.0017559388412763913	0.11077484123059367	0.0	0.010948452003512568	0.008698703184494422	0.0320995754456634
(-) KHDC1	0.06984535638915584	0.0	0.055554811036433095	0.17900019930327193	0.3431038244863157	0.0
(-) KIAA1147	0.1202879061473106	0.026520473896489156	0.0	0.0	0.052192104515941064	0.0
(-) KIAA1468	0.0	0.0031279656378698124	0.0	0.12143149407697221	0.020012132750978923	0.0
(-) KIAA1549	0.10197394257171313	0.06659576641835474	0.004769372795234088	0.0	0.09397886315850233	0.03573705657382885
(-) KIAA2026	0.08677757767519001	0.08065785750079334	0.0	0.07882351508366753	0.0	0.07874272606193919
(-) KIF11	0.00461939149732658	0.0	0.0	0.13343615321534397	0.0	0.0
(-) KIF14	0.0	0.0	0.0	0.18030197818639104	0.0	0.0
(-) KIF18A	0.0	0.0	0.02310782082638321	0.17693371381973402	0.0	0.0
(-) KIF1B	0.003012086297953009	0.10946151122750636	0.0	0.08224330348977581	0.0	0.0
(-) KIF1C	0.03034133353743178	0.127297985746909	0.0	0.1252117333813528	0.02084886472200836	0.006069648872879514
(-) KIF20B	0.0	0.0	0.0	0.20710415564794055	0.0	0.0
(-) KIF22	0.0	0.0	0.0	0.20184396850556452	0.0	0.0
(-) KIF23	0.0	0.0	0.0	0.1657330221336097	0.0	0.0
(-) KIF2A	0.0	0.008959924153126122	0.01847387487146796	0.1111204210362325	0.0	0.0
(-) KIF4A	0.0	0.01715548554668728	0.0	0.1739283745657073	0.0	0.0
(-) KIF4B	0.20256047977696603	0.10947495514331104	0.11841634770548894	0.33994757004521514	0.09239446012051035	0.07925224103103738
(-) KIF5A	0.04252282235503049	0.38459994509127304	0.0	0.23478598790066163	0.19235093630182917	0.0
(-) KIF7	0.0	0.037491150067498896	0.0	0.013354443693659306	0.08627697227913952	0.14249638716539786
(-) KIFC3	0.0	0.014877468957305932	0.3025354153064133	0.0	0.0	0.0034075357581191817
(-) KLF11	0.10091546717273595	0.0	0.13028756711336925	0.0022349250838278	0.18290654388400437	0.1225304269928219
(-) KLF12	0.08984176075375765	0.23645569636536054	0.00028417846763693417	0.0	0.015492159801661042	0.06111263124545238
(-) KLHDC1	0.10030205296503777	0.05053852292023982	0.23677694077177355	0.1052714940545041	0.15982053648129585	0.04287371765562209
(-) KLHL2	0.017283732502911223	0.030734568054287988	0.0	0.13497056297527066	0.0	0.016558881763774708
(-) KLHL24	0.4091179997343191	0.0	0.017378177551947448	0.0	0.3406275394539074	0.13333276581198447
(-) KLHL26	0.10399414270076678	0.003538334865051641	0.0	0.014548128246895314	0.0227396253133288	0.13541814528000776
(-) KLHL7	0.05088385816848681	0.0	0.12761369430664396	0.0	0.22526680584819408	0.0
(-) KLHL9	0.13722644256062674	0.13415581677298385	0.0	0.09990277071889804	0.4109354678730738	0.26051467047422167
(-) KNOP1	0.0	0.0019226330755420253	0.0	0.06913358899876257	0.0	0.15298015455590355
(-) KPNA3	0.04560504674349854	0.0	0.05339049418276773	0.02575009245809943	0.01620539387855084	0.0
(-) KPNA6	0.0	0.04624873688228273	0.037505987920429584	0.14269250446321954	0.0	0.002531582522797255
(-) KRBA1	0.002286396424341201	0.15012557298169293	0.012012927255632903	0.0	0.40052313875648143	0.010683055374247642
(-) KRCC1	0.10198786042064473	0.0497620156375886	0.0786035662783586	0.0	0.12801485164363338	0.005095382378212614
(-) L3MBTL1	0.17311268028079863	0.0	0.0	0.041747305965459426	0.012326770024724902	0.21183163828990784
(-) LACC1	0.04671846120137614	0.0	0.2571633406762601	0.011536894431565695	0.21219199142704076	0.03577788351748433
(-) LACTB2	0.09942427695957073	0.0	0.08827615449773296	0.0037126209317445134	0.15632901480664116	0.009853992280181719
(-) LAMA4	0.08712016218637267	0.4022370105735092	0.06693142371244434	0.0	0.057845852570040754	0.26594853572349764
(-) LAPTM4A	0.037416128645087934	0.0	0.0	0.003137847776457457	0.11827128623536992	0.016355534586040263
(-) LARP7	0.008226211672860905	0.0	0.0	0.10215267894853973	0.0	0.0038255033165437258
(-) LAYN	0.0	0.39863251475246536	0.0	0.13395906387394313	0.043291962147856175	0.0
(-) LCORL	0.07746569117249243	0.019671561311610988	0.0	0.1656371170856199	0.0	0.0
(-) LDOC1	0.07195247185231901	0.1495586064696748	0.12799117714176575	0.0	0.2869552713568879	0.0
(-) LEKR1	0.22953040661202778	0.0	0.21420824781134082	0.42221255355917386	0.28491011627986296	0.1637443510059977
(-) LEO1	0.03128077366956479	0.011401678218140995	0.0	0.09834648828023264	0.0	0.0
(-) LGALS1	0.018925445946634933	0.1676356470795677	0.28720360812280704	0.06316156225805902	0.0	0.023512779184065077
(-) LGALS8	0.0	0.01741227536727586	0.04435637315222741	0.060483128805408536	0.13690066643340834	0.0
(-) LGALSL	0.1389789140873976	0.0	0.0	0.0	0.17311515497775265	0.0
(-) LIMCH1	0.2223636174336809	0.00950566351235071	0.0	0.03566467473112767	0.2557287600819677	0.0
(-) LIN9	0.0	0.0	0.0	0.1990549226174616	0.0	0.0
(-) LINC00854	0.19323132594529194	0.2331282316290155	0.1964761733487006	0.13279819408530052	0.0677273636004672	0.1322520668117584
(-) LIPE	0.13940683617192312	0.16696714444654034	0.0	0.23411276600340153	0.07361521123741474	0.008951946250856827
(-) LMF1	0.28188179783289385	0.010894005566658482	0.2206173965620064	0.0	0.1708075922019028	0.0
(-) LMF2	0.007005157804035737	0.05721083654775691	0.05403851049423231	0.05342492494737874	0.00047583334108583736	0.0034560226430998173
(-) LNP1	0.07194040661682913	0.0	0.11567208113657472	0.07173049413616712	0.034082902733194136	0.034350466975969315
(-) LOXL2	0.0	0.1759861245677596	0.20878904426548314	0.0	0.023091616514529466	0.040768985400283286
(-) LPIN2	0.0	0.23914299209573428	0.11525831353428037	0.0	0.058400816101933185	0.07188270106158323
(-) LRIF1	0.08274874149120957	0.015469383245638584	0.0	0.012051944174425096	0.009630502642081004	0.007482030998912236
(-) LRP11	0.0	0.0	0.0	0.09271127658620652	0.06863556028772685	0.07501667871280211
(-) LRP3	0.14024008885831296	0.025542503856924532	0.020123817151606948	0.06273274220315775	0.35819745771287775	0.19440956493869385
(-) LRP5	0.009051068487595971	0.0	0.024130054049131933	0.0	0.33711607359135876	0.10276282016513058
(-) LRRC41	0.0	0.1904953928283952	0.04754090059035005	0.004027449635746856	0.0611620706262902	0.017437682917829326
(-) LRRC47	0.003812978405047444	0.04482317904056037	0.09921594107722827	0.06211258821154408	0.08652706185091401	0.0
(-) LRRC69	0.28895099264808727	0.04745476386993227	0.13650860157266206	0.28919126649665283	0.14846401099283915	0.1788706893054361
(-) LUZP1	0.027012496859345387	0.02861625600680135	0.061513206904292565	0.04114333084557498	0.033869589093980294	0.0
(-) LY96	0.039023823796461	0.3811187276730473	0.0	0.02603262303652897	0.0	0.060617945177644295
(-) LYN	0.19557485880721742	0.0	0.0	0.0	0.3897462482057159	0.04771772364403076
(-) LYPD6	0.12438069366330946	0.16867260608757734	0.0	0.0029961225045807035	0.1500604221262478	0.0030297614945938535
(-) LYPLA2	0.009026428432452797	0.0	0.03511103734513073	0.10550180246201615	0.0	0.016489509731623858
(-) LYRM2	0.01623839783630226	0.014448979695417297	0.0	0.15587575044200208	0.0	0.02271249072297858
(-) LYSMD2	0.060001107050658094	0.0	0.0005991845248793377	0.055225302220835916	0.0	0.10692229958987566
(-) LYSMD4	0.09953245934000993	0.0	0.0	0.012329598878009643	0.03326796443419052	0.011724495552090729
(-) LZIC	0.0	0.018872678779045027	0.01552188545373025	0.1305431968369144	0.002322126994707548	0.0
(-) MACF1	0.12636241441346038	0.20104351205776816	0.08947257876689568	0.10131247125225126	0.1150373782531297	0.07778953649416571
(-) MAD2L1	0.0	0.0	0.0	0.16253563788587128	0.0	0.0
(-) MADCAM1	0.38087876230250833	0.23610764323898756	0.14963102587507277	0.14799833883612776	0.21670283714606867	0.17718379091383762
(-) MAEA	0.04874971811560661	0.0	0.0	0.060969959719134235	0.0	1.7075914702377526e-05
(-) MAGED4	0.0	0.22817960381132488	0.0	0.10272858349461882	0.0	0.05002907405757866
(-) MAGED4B	0.0	0.19601089538086988	0.0	0.09701404955589521	0.0003752090320983811	0.04948000238361971
(-) MAGEH1	0.0	0.3062965880162144	0.3264864052927479	0.10373651588540943	0.04232148921519537	0.0
(-) MAGI1	0.08177282394461412	0.0021639509475491823	0.0	0.13071589585415902	0.006325613911793987	0.12639139733891153
(-) MALSU1	0.051292848778498185	0.0	0.13620688326967997	0.0	0.0	0.0
(-) MAN2B2	0.0	0.07093108370811334	0.04411610132783318	0.0	0.09182362047319538	0.018674167051101163
(-) MANEAL	0.23647775905654578	0.0	0.0	0.040450586869131215	0.09055021194205158	0.10811737468819076
(-) MAP3K2	0.0	0.0522107353439402	0.0	0.06998896132097032	0.13702272128561163	0.03518464448255238
(-) MAP3K3	0.0	0.14362658939675066	0.0	0.027452474281900657	0.0	0.08421410294689857
(-) MAP3K5	0.06879746501815727	0.06720765096379444	0.02500032859264515	0.07308802682042484	0.01268227356722165	0.13997119657739565
(-) MAP3K9	0.2075778665208948	0.0	0.0	0.18090788408908734	0.057415894317175774	0.018738503228291438
(-) MAP7D1	0.0	0.2416659067292944	0.0	0.029194194582750042	0.008484070227227428	0.009783783866451004
(-) MAP7D3	0.024601192068396508	0.011338345008686709	0.02585845427813134	0.06334560990852368	0.00423923547801101	0.0031931125213394583
(-) MAP9	0.15572725978294932	0.22635532233035804	0.0	0.03938742065713053	0.1136217382241342	0.18357068562798806
(-) MAPK3	0.016840303380211846	0.08972007996162282	0.009938849094383256	0.050247413719931494	0.0	0.0123075289549376
(-) MAPKBP1	0.05498293356848137	0.09215717015700943	0.0	0.05279876912207041	0.0	0.0
(-) MARCH4	0.22715153409854075	0.17269051160882135	0.2649337058181844	0.29161202392168645	0.020529532773277934	0.1486542562037245
(-) MARCKSL1	0.04022270740779767	0.1065510570312576	0.011345140847720696	0.0	0.14739452184217103	0.04834723626240913
(-) MARVELD1	0.0	0.0	0.027081055115644036	0.13047088333773735	0.0	0.013340950702096944
(-) MATR3	0.02369708625979009	0.0457139614201419	0.007629217228865614	0.09904199050674783	0.0	0.01793430166904234
(-) MBNL1	0.022978913545862192	0.03632677664270836	0.04728163289423368	0.017879509530421996	0.0	0.06909676228516512
(-) MCAT	0.1134748930943506	0.0	0.0	0.21043901321950212	0.05748495100064392	0.004660039420142697
(-) MCM3	0.0	0.0	0.0	0.16567143414584873	0.0	0.0
(-) MCM3AP	0.0002421603587796043	0.1914674105541755	0.01011965387903209	0.0028416837476341345	0.015367278128086585	0.10455150779787097
(-) MCM4	0.0	0.0	0.0	0.13281257771128163	0.0	0.0
(-) MCM6	0.021700326833993623	0.0	0.0	0.12657818857175873	0.0	0.0
(-) MDC1	0.0002534987318118669	0.023776361426236507	0.0	0.12502870480598527	0.05659495465562796	0.007958544487037245
(-) MED17	0.0	0.007534811354911586	0.0	0.07984986515754075	0.11176009922621959	0.0
(-) MED18	0.037031589550927675	0.0	0.005332330108727116	0.054612806096655975	0.0010883029158238122	0.0014001416568381957
(-) MED21	0.017374888187791197	0.03569539870734141	0.0	0.11331717187100206	0.0	0.0
(-) MED23	0.0	0.01121544725004684	0.0	0.11461690195446599	0.0023172735062555014	0.0
(-) MED31	0.09318375360972789	0.0	0.0	0.022688065223803584	0.0	0.053324902751603724
(-) MEF2B	0.24432603312359596	0.12468417278778286	0.033275476521198735	0.207570617996039	0.017996390442377056	0.032893979451838515
(-) MEF2C	0.23465732904803166	0.3811215025541868	0.0	0.0	0.07127698991979527	0.09989154315398763
(-) MEIS3	0.07744853196959627	0.2010834478887675	0.029139553982675894	0.0049648596271041	0.13998266130184353	0.0028238603846673636
(-) MET	0.04310487102762969	0.011288620380486804	0.16157972121555395	0.0	0.003586761751481912	0.11360176069213594
(-) METRNL	0.0	0.08724326268510275	0.2780393676156506	0.0	0.06421667513489794	0.009068112205914624
(-) METTL22	0.005442299667278176	0.007830713129637016	0.02227926870775293	0.061795098363778146	0.0	0.07383386823821747
(-) METTL5	0.046955464957210556	0.0	0.013246711123256405	0.03510371689057978	0.0	0.0
(-) METTL6	0.05322989816862597	0.012448699648451007	0.02194200958947976	0.01764686377174665	0.005708793033240409	0.07245411204193844
(-) MGLL	0.0	0.0	0.39713884394418086	0.06069747461238973	0.0	0.051899800205588605
(-) MGRN1	0.0	0.1566169220583173	0.0	0.024068329987962232	0.08926583907622258	0.13525950873414974
(-) MGST2	0.16104871586589622	0.04831131281009608	0.0	0.05392177092080789	0.21574236458731982	0.0
(-) MIB2	0.03416218616980281	0.16014701495440437	0.07208811703494977	0.029493726232478867	0.15449184173890376	0.04906746815400006
(-) MICB	0.12647808660146742	0.03975296354045632	0.15123671064664845	0.08766926733323036	0.0	0.0
(-) MID1	0.07102636086924562	0.0	0.0	0.09458332905665257	0.016695347544442293	0.0011249165658263837
(-) MIS18A	0.0	0.0	0.04183675423276712	0.1955280802897602	0.0	0.0
(-) MKNK1	0.0979384780097423	0.0	0.0	0.024801912635094476	0.009079584073474698	0.007057406654396559
(-) MLF1	0.033687466387842424	0.21625009681567198	0.021146703643492217	0.0	0.0	0.047843159684448876
(-) MLH3	0.010874362431131539	0.0	0.06817932660589016	0.11838885063301703	0.03527637490159611	0.06843789034852464
(-) MLLT3	0.2348897559743491	0.05583630410116122	0.0	0.043245702191201656	0.5287498578048564	0.13283038060478825
(-) MLYCD	0.21096498695879307	0.0	0.0	0.04456854719790219	0.19378660516001864	0.12999362803792858
(-) MME	0.0	0.07379307701838163	0.4414642663670514	0.17962347966787626	0.0	0.10609792728406106
(-) MMP2	0.0	0.2594338582708545	0.22101205226175133	0.0	0.01995371193158489	0.10133144723495839
(-) MMS22L	0.0	0.013630329775364759	0.0	0.23784158222686477	0.0	0.0
(-) MOCS1	0.003950042414139959	0.16353906153663464	0.0	0.007200567890761778	0.09582080541829223	0.025629401425505238
(-) MORN2	0.13652380563648067	0.0	0.0	0.0	0.04555081220399072	0.07623547961955839
(-) MOXD1	0.15020434041468464	0.32731294414032325	0.0	0.028024584261063693	0.13157435333492343	0.06503754049608454
(-) MPDU1	0.09723487120608294	0.0	0.0	0.043699246245168626	0.03229857073215694	0.041268009160939194
(-) MPHOSPH10	0.007818012358089337	0.0	0.01060089643718928	0.10511531518201575	0.0	0.09029362085829193
(-) MPHOSPH9	0.0	0.0024942276085608084	0.0	0.11623005750573681	0.0	0.008366953386307718
(-) MPLKIP	0.06261433386530264	0.010291680736528561	0.1401625315440726	0.0	0.05915442556202242	0.0
(-) MPP3	0.0	0.03342638524144615	0.08033904973955093	0.09145306272014941	0.04947521821663662	0.04495213461595068
(-) MPP6	0.0811930157410939	0.06403031592058399	0.0981674842140089	0.0	0.0	0.0315402302314514
(-) MRAS	0.03409023894560027	0.2317044123753169	0.05227261212822076	0.0	0.10736253371522562	0.030101429443672202
(-) MRC2	0.0	0.22933886854284866	0.01087186269699233	0.02905047923060971	0.108887754004656	0.16286638054859792
(-) MRGBP	0.010120165511520174	0.015082266704608365	0.03956148253685115	0.022823794534610767	0.0	0.12696042909747102
(-) MRI1	0.056706823737778356	0.027032421665615855	0.0	0.036030937933922695	0.0	0.15318383133274371
(-) MRPL1	0.0	0.0	0.0	0.14566829469217174	0.0	0.0
(-) MRPL18	0.0	0.0	0.0	0.1941264873590581	0.0	0.0
(-) MRPL32	0.05134959348856679	0.04042607073608157	0.006139785891367291	0.022321445554234126	0.05086495009854555	0.0
(-) MRPL41	0.08658470122793813	0.0	0.19301458089944568	0.0	0.008656420641124821	0.004733536220336502
(-) MRPL48	0.0	0.0	0.0	0.12369832960585204	0.048051376390852996	0.0
(-) MRPS16	0.031163813089499	0.0	0.0	0.11953456938121054	0.0	0.0
(-) MRS2	0.0718571232608574	0.0	0.0	0.0	0.1083929803217758	0.0
(-) MSN	0.0	0.15337075387986088	0.021156160625332255	0.0	0.0	0.010943666944990289
(-) MTFR2	0.0	0.0	0.0	0.26853422316753384	0.0	0.0
(-) MTMR1	0.012578687894433324	0.0	0.0	0.03445081613184762	0.10171055824617314	0.0
(-) MTX3	0.05395388623226077	0.22476238303950435	0.0	0.03677711144000541	0.0	0.0
(-) MUM1	0.0	0.17644583879060793	0.0	0.027797337240569066	0.056050694370023454	0.02991415485060428
(-) MVP	0.0	0.03227038365992396	0.12082536067880556	0.004338051536646007	0.0	0.20708282639560174
(-) MXRA7	0.02743704650521996	0.19803144258686992	0.0	0.0	0.003131715535096153	0.024897570435555613
(-) MYD88	0.0	0.0	0.0023041408673809723	0.08736373691306726	0.2628543587027425	0.0
(-) MYEF2	0.29609420882872206	0.2780865593662912	0.0	0.020997633486487748	0.0029506770062990373	0.02164766269809212
(-) MYH10	0.015501050267833482	0.0	0.0	0.07498552159298058	0.23576405217942362	0.10595260730678703
(-) MYL6	0.0658748927655546	0.12653997379114743	0.2168996280196596	0.04257408656449945	0.11638859943779974	0.08688933448269834
(-) MYLIP	0.0005875794896503152	0.0	0.0	0.0033975735678002826	0.25698874448902254	0.09089289161874285
(-) N6AMT1	0.21125431149892226	0.03550543394832498	0.002386235865826963	0.0	0.06110180693894702	0.03846340115124893
(-) NAA15	0.0	0.0	0.0	0.13289021284305014	0.0	0.022516171138767076
(-) NAA50	0.0	0.0	0.012506392133505172	0.05757931517518474	0.0	0.07517683209168623
(-) NAA60	0.20598526466426773	0.12582332896998719	0.04719428311843401	0.1150708456676737	0.24539412587628745	0.051852924526712425
(-) NACAD	0.09167820891676268	0.40143889091878554	0.0	0.0	0.35281561861725524	0.0
(-) NADK	0.0	0.0	0.11370151386950425	0.06496155109430976	0.0	0.049314546809448516
(-) NAF1	0.0754203622044283	0.0	0.0	0.12902363604758504	0.0	0.0001305842868201517
(-) NAPB	0.006704638521671645	0.0	0.0	0.02218961284596609	0.17690895905624834	0.0
(-) NAV1	0.0	0.1591909285451747	0.2326969277865106	0.0	0.03953394320698652	0.008311755321542895
(-) NBPF14	0.05731051986469018	0.0	0.0	0.07067599933339551	0.0	0.009727141521612711
(-) NBPF15	0.0	0.08826748053041632	0.0	0.07921691609876988	0.07082551286483611	0.0
(-) NBPF20	0.011698876805310813	0.08042701073801685	0.008244406349600537	0.1357518114446722	0.0	0.014859857168685589
(-) NBPF9	0.0023876746727272587	0.034315770019476693	0.0	0.10450219111885509	0.0	0.029968377303651084
(-) NCDN	0.004167809115530719	0.14606978146475674	0.0	0.024575424158430167	0.02160784720511781	0.02340253793328968
(-) NDC80	0.0	0.0	0.0	0.1697033301123008	0.0	0.0
(-) NDUFA10	0.16676526643623266	0.0	0.14633336254428841	0.07809332066802019	0.0	0.060886700796491215
(-) NDUFA5	0.22376606142354413	0.04314463686060935	0.1254722754635327	0.05831357790386416	0.1130464050300073	0.10579089744241174
(-) NEDD8	0.12682609740283818	0.0	0.1679458098067779	0.21357254609737317	0.12403682346971193	0.01756662674381432
(-) NEK11	0.14434854430352484	0.007512440647541256	0.0	0.12445737346762771	0.1802165347605629	0.13679504460228173
(-) NEK2	0.013828882187183105	0.0	0.0	0.17468754740937073	0.0	0.0
(-) NEK9	0.016047065990873022	0.006680435963913669	0.031162916160729512	0.05051732240142941	0.07105123825946678	0.010971792491863063
(-) NETO2	0.29246974113312485	0.0	0.058595432466589305	0.09992719429290682	0.2027549141389044	0.010851822538211228
(-) NEXN	0.009578733879046935	0.3318095998656683	0.18161437585158022	0.10860534208270069	0.11905425274928176	0.06801970614045402
(-) NF1	0.04965632590343057	0.0	0.020902678063408377	0.09195955894298115	0.0	0.10186890694308054
(-) NFIC	0.0	0.22041638194025343	0.0	0.0	0.011062820833272388	0.08458199717102824
(-) NHEJ1	0.09148655476106125	0.00311442270633628	0.05406081145429661	0.15849874327615204	0.0	0.06612265233632736
(-) NID1	0.0	0.19486494874872753	0.0	0.1410206964279981	0.1977684973538823	0.0001292953186891398
(-) NIT2	0.1153814957088369	0.0	0.0	0.0	0.0	0.0
(-) NKIRAS1	0.057268904948843624	0.0	0.0	0.09486661845033632	0.0	0.0035767215035254468
(-) NLRC4	0.4634333330770538	0.07956343848246422	0.12084253362676263	0.2802262311512853	0.11914195955346739	0.18305956526691156
(-) NME3	0.008906102345626214	0.03226435717970594	0.019915516284490623	0.1056844065544102	0.047002627282038294	0.0658012273593031
(-) NME6	0.024524569329679044	0.0037800490870181724	0.013847739722253725	0.069532154493177	0.02943545486611899	0.0
(-) NME7	0.017099783762284156	0.09325945202912453	0.0	0.10866623213304916	0.01601432196397082	0.0354107119382391
(-) NMNAT1	0.039751457935644885	0.05867573263295264	0.01834544544375267	0.09255737824194467	0.036402227013722296	0.0
(-) NMRAL1	0.09060042953801097	0.0	0.02119357857110876	0.07360553775331735	0.06698812069636846	0.0035124728876818386
(-) NNMT	0.10342027120399702	0.2720294425464704	0.3142267237103914	0.038706380439595955	0.29138659713306014	0.05159484108079232
(-) NOC3L	0.0	0.0	0.0	0.1960859370545089	0.0	0.0
(-) NOMO1	0.0	0.14446276148944465	0.0005110454319458792	0.008760565417101377	0.014873619992789681	0.053697743605561135
(-) NOMO2	0.00610812687107402	0.16225226875417362	0.0	0.010080536470547899	0.019768616326403064	0.10878381740776123
(-) NOP10	0.06769184001368359	0.0	0.0011265256918889808	0.05301806080386355	0.0	0.00343494417724571
(-) NOP9	0.008022501764769078	0.005821691030333973	0.0	0.07372100842173539	0.012507559962582614	0.02728170412189753
(-) NPAT	0.0	0.0	0.0	0.15148752668165946	0.028031186441761172	0.0
(-) NPEPL1	0.09979711227078826	0.0	0.0	0.0	0.33279722559822966	0.07039944991760722
(-) NPIPB15	0.23047482944127276	0.1481804236049995	0.04166516220565601	0.12213333392282699	0.10050548842835318	0.0
(-) NPR2	0.07372405435671008	0.3378086299188444	0.05504347493256279	0.004077948732287331	0.045556755703114536	0.24073237801021236
(-) NPTXR	0.0	0.084173898610947	0.1551820660045762	0.0	0.2854209236341506	0.1513452938005634
(-) NQO2	0.0	0.0918744133723778	0.019691696138942238	0.017053510996648667	0.134765290057168	0.0024060349724419963
(-) NR2F2	0.11727578424926588	0.0	0.21567107894670495	0.0	0.0	0.05648540142143202
(-) NR3C1	0.05207415964738391	0.1387691748125698	0.2786706396708324	0.11516767028612922	0.16292886437772752	0.08986238291918829
(-) NRN1	0.0	0.3978543417233715	0.0545088807885973	0.0	0.10548779107547318	0.05025886536537654
(-) NRSN2	0.0	0.09277041154886893	0.0	0.015616506250164029	0.24955260031945203	0.0
(-) NSD1	0.0	0.008758078462130022	0.0	0.004648914047342958	0.14289608953280677	0.0036427771923151385
(-) NSF	0.04150177582394395	0.05736062710184555	0.0	0.008659550020239087	0.0	0.05621500417004164
(-) NT5DC1	0.12844908700936788	0.00658102784704686	0.0	0.08325812364271973	0.0	0.11237524617740183
(-) NTPCR	0.0	0.016194744700335037	0.06939762593769028	0.11568337456865108	0.0	0.0058676144777714805
(-) NUB1	0.0763615660815233	0.0735152592896484	0.1298535819751844	0.0	0.10294604998173776	0.023208738455830106
(-) NUDCD3	0.0	0.07337488093945561	0.1311259680162553	0.0	0.03222889115542229	0.0033355908028129687
(-) NUDT11	0.004494942334698509	0.18505334594726303	0.0	0.08125008977625374	0.19527217624025786	0.11340282914956827
(-) NUDT12	0.18109313849574982	0.006112410330308898	0.0	0.01215577466805918	0.0	0.0021788248344772163
(-) NUDT14	0.04694031178942571	0.0	0.1507719903536504	0.0	0.009620260949483508	0.05870926112124084
(-) NUDT15	0.028182247131118367	0.0	0.00451852939119189	0.14014486122354344	0.02101961056132163	0.0
(-) NUDT2	0.1939610408642753	0.055344278000938094	0.06945649577080379	0.0	0.06614533694012135	0.035901574595908904
(-) NUDT9	0.017125974152966267	0.008189967776548806	0.08371001832110268	0.0	0.0	0.07618083073408007
(-) NUF2	0.0	0.0	0.0	0.1750347296810375	0.0	0.0
(-) NUMBL	0.06093898016809515	0.12902973799023493	0.0	0.0	0.006351964912751514	0.05418867857485498
(-) NUP107	0.008434524860469512	0.0	0.0	0.1946125470916104	0.0	0.0029117385522509447
(-) NUP43	0.001249571479942187	0.0	0.0	0.1630918559503842	0.0	0.0
(-) NUP54	0.0	0.0	0.0	0.15884944173391446	0.0	0.0
(-) NUPR1	0.02227494905950003	0.1638074585198328	0.011283021307360391	0.0729616738399393	0.01727776438592943	0.20151867850465394
(-) NUS1	0.010765314766492846	0.020250942430899702	0.0	0.15444173692197205	0.0	0.0
(-) OCEL1	0.2731884518328893	0.17813438338406326	0.06225697305509548	0.07346803817693046	0.007145682397861332	0.20307341774180276
(-) OCLM	0.20790123916423245	0.08086532066578911	0.04344055578481593	0.13961678406326755	0.0055880629715569586	0.0755335297258054
(-) ORAI3	0.2727402696696059	0.1020825148888105	0.19525026237791607	0.06115280660632389	0.10471375215570007	0.17424560050394625
(-) ORC1	0.0	0.0	0.0	0.20213337011527058	0.0	0.0
(-) ORC2	0.0357127035419014	0.0	0.0	0.11346475136712872	0.0	0.007288443873067501
(-) ORC3	0.00555775895680886	0.024603608161128054	0.0	0.16966385253169308	0.0	0.0
(-) ORC6	0.0	0.0	0.0	0.14849985892298984	0.0	0.0
(-) OSBPL7	0.10854291105165868	0.09615619128838052	0.0	0.041696000499495796	0.004558800746995013	0.1558832315420665
(-) OSMR	0.015065591180702116	0.046508066281461265	0.01576650522846038	0.002560384654051074	0.025517723293878775	0.08838524612569791
(-) OST4	0.04377526209480728	0.0	0.15213399720812698	0.0	0.0	0.07917686443225695
(-) OTUD7A	0.29161108556359006	0.09366871922783077	0.16705217896920693	0.38457770815087283	0.19406985663391288	0.08907808191233756
(-) OXCT1	0.0	0.09371919778908558	0.0	0.11654588899421287	0.0020753848663873746	0.0006015053088601308
(-) OXSM	0.09713042991542085	0.0	0.008340178110284728	0.0	0.002397584916876673	0.06521405177948861
