	P0	P1	P2	P3	P4	P5	P6	P7
(-) GPR162	0.0	0.0	0.0	0.03258262621420715	0.0	0.09225161835425659	0.11035399759809122	0.28325489160014555
(-) GPR176	0.059560716315484555	0.1504878976860531	0.05258257310143288	0.025951674842046406	0.12715807403783408	0.1607112203261716	0.04659484176183534	0.06294731928678413
(-) GPR75-ASB3	0.1860516932603246	0.011072564077728407	0.05490799569241053	0.13558299879439287	0.04428975708378691	0.041179070684030795	0.026001562987774323	0.052034512542265696
(-) GPRASP2	0.033453728393607364	0.014738908930394975	0.0	0.12976237845306948	0.0	0.013836984343136417	0.11348797088191497	0.0
(-) GRAMD4	0.0075685047897769385	0.0	0.1973336991804652	0.0	0.08875168205578497	0.009087872073107841	0.026844479862359678	0.0059215115329497485
(-) GRB10	0.0	0.0376471514648699	0.0	0.0	0.28913841718451333	0.03044267666814304	0.32438492843334726	0.1684197512888657
(-) GRPEL2	0.00692046153146232	0.0	0.07959194424730799	0.04217264846166068	0.0	0.010182264423326051	0.017225508413422443	0.018156609732133188
(-) GSK3A	0.03975149206075137	0.006828793059443711	0.0	0.018367792827034882	0.0	0.0	0.0009043615780100441	0.06583626253714123
(-) GSTCD	0.0	0.0	0.0	0.15080477567854395	0.0	0.009591975549903823	0.0003962220956118336	0.01111811778281595
(-) GSTM3	0.04335781418359833	0.24778000613052453	0.0	0.044792441806153285	0.5386322319406038	0.0	0.0	0.13422138542188558
(-) GTDC1	0.1070445974616433	0.017775935930667695	0.11345567737426958	0.04624109978697924	0.10013175639978174	0.025121761306092786	0.05399200103236511	0.081500795207817
(-) GTF2H5	0.1779092309719325	0.11225094230321057	0.11510764792641172	0.06219728113164929	0.0	0.004115589681775286	0.07244019368038934	0.00976786579496725
(-) GTF3C1	0.0	0.14255863781588782	0.0	0.03993780273348926	0.044683100448445416	0.0	0.0	0.0029245305257246646
(-) GTF3C6	0.0	0.0	0.0	0.07514685688705529	0.11692937688003453	0.004504279156365449	0.00185453815678193	0.08119332131346034
(-) GULP1	0.2804111644533433	0.15815333038933638	0.4012899515681891	0.11440463090017487	0.12659983240896727	0.0	0.0	0.05945779896725864
(-) GXYLT2	0.0	0.1967661253662791	0.17745801068580191	0.0	0.056862081109444955	0.02323275366266276	0.0	0.18339222923100257
(-) GYPC	0.03244511484835785	0.2008193077269439	0.2540489787293219	0.17870479632648698	0.029325268306950016	0.04474449410292377	0.22615287078713817	0.0
(-) HARBI1	0.03169710842044387	0.09759945629419337	0.09884848380528494	0.006844138918769148	0.06699412399257522	0.03532933630290283	0.04562974387997082	0.045788064100642824
(-) HAT1	0.0	0.0	0.007089867189639166	0.09685473959232568	0.0	0.005777571306141462	0.003747877536834376	0.0
(-) HAUS1	0.0	0.0	0.020936812989977828	0.18870556784731513	0.0	0.0	0.0	0.0
(-) HBS1L	0.0	0.0008291536057170204	0.0	0.1165758426982451	0.0	0.031136236503773004	0.003908829649955058	0.0
(-) HCN2	0.0	0.11401500070392331	0.22082357660430005	0.0	0.18505569801517863	0.23597547952040404	0.0	0.0345871838945339
(-) HDAC1	0.0	0.0003733566777271101	0.018358952046001673	0.14815008406700747	0.03268486487157881	0.0	0.0	0.0
(-) HDAC5	0.0	0.004977078718891991	0.0	0.022653541734171435	0.11581417165417039	0.050558574602985046	0.014227612871770932	0.12669206668300195
(-) HDAC7	0.0	0.05777999956848118	0.0795145117435487	0.012620638938587716	0.05930084883633241	0.2909313582466245	0.00022492165403298554	0.0
(-) HDHD3	0.058003481538809305	0.0	0.1742105688290534	0.0034489030877604123	0.11792368020876355	0.0	0.0	0.0
(-) HEATR5B	0.06092984876253463	0.0026427324628848616	0.0	0.02835445146240583	0.0009004130425979776	0.0017225817958145535	0.0	0.0022884827584606364
(-) HECTD2	0.032267857919218094	0.01405252490120105	0.0	0.11114867396051449	0.06947772846700721	0.04730126205707939	0.0003977131854527667	0.10661863075278029
(-) HEMK1	0.013481493627010883	0.059050265511219516	0.21181710301828893	0.0	0.01763957063803309	0.024812937546907665	0.011300704759431289	0.0
(-) HINT3	0.037315638936697475	0.0	0.0	0.08255439200228809	0.0	0.05200969193098881	0.0	0.0
(-) HKR1	0.0	0.008063765066107752	0.0	0.0	0.18675341906291718	0.0024910924010680406	0.0	0.10652411463371814
(-) HNMT	0.11817828509775476	0.2021820255927563	0.057539172424432024	0.019486664811635506	0.20458089900443535	0.01054811764235025	0.0	0.14170499213562734
(-) HNRNPDL	0.0	0.0	0.0	0.10908287173956663	0.0	0.019457300582334747	0.007550025043937241	0.0009305969683388755
(-) HNRNPH1	0.0	0.0	0.03958341050002469	0.10084361167098442	0.0	0.023023763498735896	0.010055657401599966	0.005816695877012269
(-) HOOK3	0.005708782219214641	0.05685895256974384	0.03431045887324222	0.011649820443119923	0.0	0.025557614008162383	0.003201638980164512	0.11435050190188537
(-) HOXA7	0.14807042129912293	0.012554674869582852	0.43275593631363857	0.2556434011608294	0.5526977357840206	0.0	0.04410248499001838	0.09673253077293888
(-) HOXB13	0.15027024109268303	0.0	0.024136774438567973	0.16030849654758664	0.28693668962365193	0.01923457800088421	0.19534666434156706	0.1022588842197528
(-) HOXB7	0.26698241757502755	0.0010769144516453815	0.0	0.24016469046281694	0.14713978348137832	0.0	0.05639751335076794	0.0
(-) HOXC10	0.14762442142030066	0.0	0.37177222806591753	0.04505946031140993	0.2925227384828903	0.06813008819534165	0.021606867387496873	0.06997035138395429
(-) HOXC6	0.09214121555851099	0.0	0.19829591719115258	0.0	0.015313266391804702	0.009662686663012008	0.0	0.059143088775350794
(-) HOXC9	0.13305280329648372	0.018432887869484306	0.15744762171286356	0.04359523364341398	0.1667127767597564	0.015255710396523119	0.0	0.0
(-) HOXD10	0.0	0.0	0.0	0.21215011113139545	0.44234851272192194	0.06046708158707871	0.2628815070966525	0.24010196208172024
(-) HOXD9	0.0	0.0	0.0	0.18095343719256396	0.31179321215585076	0.0018259612526379623	0.2995647482971129	0.1213354647867788
(-) HPS1	0.2656290577994823	0.0	0.05330852640573066	0.05436458247783195	0.0	0.06860061247330927	0.0	0.0
(-) HPS3	0.10556831302561293	0.025702517884946485	0.13513397684804962	0.025021598059430068	0.0011975925152412923	0.0	0.016617595419942753	0.0
(-) HRH1	0.0	0.04202899238737706	0.12247154506017668	0.06829607714527602	0.0	0.44472078734012793	0.17471809897035478	0.011307800122436151
(-) HSDL1	0.03384989988760175	0.06765941498373686	0.021783120568700517	0.039854553714397674	0.0	0.0	0.01780934962792033	0.0
(-) HSPA12A	0.37137638517407695	0.0	0.045935447033564426	0.020450683324025304	0.0	0.0	0.33569254009176946	0.027639647831562024
(-) HSPA13	0.01869033503022343	0.1390110195462504	0.0	0.0008366431145510182	0.07056790566803864	0.0	0.012799577993029915	0.025088649061575184
(-) HSPA1B	0.002046147931454893	0.0	0.01902249937827699	0.07069060611838396	0.07994581361827982	0.0	0.006112526671481761	0.0
(-) HSPB8	0.12429190886339728	0.0	0.17423796425347357	0.02256027479993474	0.10062104210493229	0.10702739459369849	0.156161816202294	0.0
(-) HTRA1	0.013919359467672731	0.05981995457351897	0.01055283887511416	0.0	0.14411612790071124	0.1573937434154657	0.2648300103626794	0.14519244562838257
(-) IAH1	0.052347068295062825	0.006979338248121517	0.10756233629851394	0.0	0.05396963567717569	0.0	0.03928766324066372	0.0006541020121184377
(-) IDH3B	0.07904118507843932	0.006815181285487063	0.14955123155868097	0.11906681776199936	0.11847743909736139	0.061437305371535966	0.0	0.0
(-) IFFO1	0.027623708054156308	0.20021221915091383	0.0	0.0	0.0	0.0	0.0	0.14114383939522807
(-) IFI27L2	0.0	0.03424341410430253	0.0	0.01570293236260649	0.0	0.0	0.06076595792369739	0.1705791627320533
(-) IFT172	0.04928416814357847	0.020183557576230634	0.008609193184796205	0.0	0.12335760379124573	0.0	0.03134791391653294	0.040533429314675636
(-) IFT20	0.1431880648546514	0.0	0.0	0.0	0.0	0.0	0.12043329674522339	0.03886763767575668
(-) IFT27	0.0	0.004181933601961009	0.07947652227391906	0.003984967817028335	0.07607350059954608	0.06051144392999165	0.20905892546091379	0.0
(-) IFT57	0.04367316978674115	0.0	0.07479843595622611	0.0	0.0	0.23358479020452902	0.03640517859140959	0.04776152212564894
(-) IFT74	0.11095696631260389	0.0	0.004380283347903463	0.13221094170511688	0.010547600892809246	0.04758174056238455	0.06588175273023414	0.2628890076913201
(-) IFT81	0.02305347901188324	0.027760908670800447	0.0787379699226434	0.0	0.03589171383695195	0.0	0.04312071029999469	0.082709264192812
(-) IGF2BP2	0.058163372230552415	0.0	0.27124515659280046	0.0	0.0	0.0	0.027977576218683492	0.0
(-) IGF2BP3	0.0465014047974847	0.0	0.13454363675015094	0.02847761013007276	0.0	0.0004641905891921508	0.0	0.0004036806903450738
(-) IGSF3	0.1884260656604859	0.0	0.04582486478906379	0.03550412962221629	0.41830501097678735	0.012092240828089977	0.0459654476951588	0.007929622692097201
(-) IL10RB	0.0	0.0	0.019304060549970945	0.0	0.12002538909567387	0.10252214718465236	0.002983241909120375	0.017075921840350748
(-) IL11RA	0.046734178907916486	0.005678056044636652	0.10383044047278224	0.1052538608968064	0.056028967075233915	0.0	0.050118120887763254	0.04063446522834565
(-) IL17RA	0.05355791298199557	0.0005278218435243261	0.0	0.06492229367637513	0.008568154843688633	0.0	0.0	0.0
(-) IL4R	0.08538535635407266	0.0	0.4423728840906746	0.03389934021394641	0.01013272822200274	0.1450619345491311	0.2960251790329029	0.0
(-) INPP4B	0.19362605664116722	0.006348013980375988	0.24997864944988782	0.04667860642087149	0.0	0.0	0.33367501544233497	0.0
(-) INPP5B	0.09354363089410839	0.006326067120463366	0.022771269020737624	0.035482466579198624	0.010859249754082761	0.010089191159278348	0.005462909980019479	0.025426800413981834
(-) INPPL1	0.0	0.09324762680002152	0.0	0.016640898841069583	0.10947030759156615	0.018812816208143606	0.01800687363424595	0.06482712174643553
(-) INSR	0.15871884317776674	0.00805143042077469	0.0	0.0	0.0	0.08390470199974139	0.27630326195478633	0.0
(-) INTS5	0.06959106361720413	0.0040613157118886654	0.0	0.08962867405177828	0.0	0.001482264083798149	0.011291658053323198	0.06051494141570511
(-) IPO8	0.047232292508237496	0.006705660280487424	0.1250294219411099	0.0417035484332008	0.0	0.0015685350344833517	0.0	0.006473020262397276
(-) IQSEC1	0.0	0.0	0.1648243920350108	0.0	0.07472137115947333	0.032880264879431034	0.22802482199511526	0.0
(-) IRF7	0.022871441320214687	0.004548613428172889	0.11804168206234382	0.03751623619425907	0.08649891109982599	0.0	0.0	0.10663193378740436
(-) ISL2	0.0073053843269813255	0.00427037314728961	0.008645177024326857	0.10477039300111406	0.23497338101565707	0.0	0.008522858647749178	0.016093796101793015
(-) ISPD	0.09548094735525964	0.21537908159341326	0.2740354829793403	0.10052581753584704	0.39567558464495295	0.09725624765135578	0.008401746756405551	0.06955471137825685
(-) ITGA4	0.0	0.23085586470402497	0.4795902362258516	0.05977519835778774	0.0	0.0	0.0	0.1838548129581568
(-) ITGB1	0.033317796679455176	0.12885548990716353	0.18508892597099075	0.0	0.0	0.1323741122551248	0.0	0.0
(-) ITGB5	0.0	0.11859455583877947	0.010044883633646855	0.0	0.11956757753182924	0.0	0.08595875626647147	0.0
(-) ITPA	0.03239195194221094	0.09772500814988545	0.0	0.07336296964487124	0.13812386072269614	0.023496651700502934	0.0	0.0
(-) JAK2	0.022344265608554643	0.0	0.04412036046630894	0.07279891759166232	0.0	0.08538618281019586	0.027973847370278228	0.12747271488902173
(-) JAM3	0.07388741531658939	0.24079532801598585	0.0	0.0	0.0	0.015623410841767734	0.1854990622768907	0.24835670710787378
(-) JMJD4	0.09037251787254559	0.046519816347030785	0.00473060297287778	0.026919042971971587	0.032910368658479974	0.0	0.0	0.0
(-) JMJD8	0.049167786686637745	0.0	0.003238444353234021	0.007605399640348087	0.20922594871519493	0.0	0.0	0.019063545275155927
(-) KANK1	0.0	0.0	0.0	0.037548760391421805	0.031164877254169155	0.0375025292534734	0.15480389877810616	0.16414036885875422
(-) KANK2	0.0	0.14146361947171843	0.015621249421822627	0.006905761285031436	0.0	0.008655741697140588	0.05574467935555394	0.09600468754869815
(-) KAT5	0.01826622217945768	0.0	0.0	0.0865544951193353	0.0	0.00788655257610151	0.0	0.0
(-) KATNA1	0.07003081008246513	0.002790776463414716	0.0	0.22159432497346657	0.007598211791055768	0.01716776870723763	0.0	0.005251174950609663
(-) KATNAL2	0.1697971226206597	0.0	0.05295997707929483	0.0	0.22352706397327143	0.0	0.0	0.1372687675590191
(-) KAZN	0.1280833702889369	0.0	0.2871456010121499	0.05669432528681773	0.3515610476159921	0.013295940217806106	0.0	0.07089849480370626
(-) KCNIP3	0.046476775253538306	0.009183805012308924	0.2527071074636935	0.0	0.31921023551184446	0.05831148331184597	0.2174381975330895	0.0
(-) KCNMA1	0.008593850335574265	0.1738704237868391	0.2553269080228486	0.0	0.0	0.2632135785798206	0.12569599372737442	0.0011423860481294395
(-) KCNMB3	0.2577558151789799	0.014903679678907673	0.07757097566995814	0.015665617241016533	0.24811814276838168	0.00419280345717347	0.05302506130252831	0.0
(-) KCNQ5	0.0709556747053446	0.02035427611431106	0.15602201374644853	0.19279023199415843	0.031940533485871246	0.0	0.3565476924219773	0.17353264374025332
(-) KCTD13	0.03646880352638567	0.15351069639050283	0.0	0.04073357585321635	0.0	0.0	0.000529052744807403	0.0
(-) KCTD15	0.07193945018162105	0.0	0.28019564015382903	0.0	0.22015032072729773	0.0066408372388993215	0.0	0.00678090972767675
(-) KDELC2	0.0	0.0710499937607688	0.0273140214285167	0.08636120126478276	0.007036240554279441	0.0008320026258713824	0.0014513535381696396	0.04436746018187964
(-) KDM5B	0.04307191611180112	0.0	0.00572406036583147	0.0	0.12818150567326228	0.016667483432945718	0.16518670879694322	0.008297515993894906
(-) KEAP1	0.0034933381056023037	0.00704632206319915	0.014308570210286427	0.006401911489028848	0.002491932996459278	0.005278260264129527	0.002923692698650681	0.1054426367743291
(-) KHDC1	0.08604963939052537	0.003998676320547332	0.031903244358622934	0.14485150446220282	0.2508026794287998	0.3950269741005796	0.0011430561977241694	0.0
(-) KIAA1147	0.13417474904112126	0.0	0.0	0.0	0.0	0.24246741096974253	0.0010307807936550495	0.00834811119939078
(-) KIAA1468	0.0	0.0010441635286144244	0.0	0.11529869840670885	0.025706953011169868	0.0	0.0	0.006263667416788868
(-) KIAA1549	0.12393831445489961	0.053887964841888486	0.0	0.0	0.0064662358032777124	0.321603425130307	0.029174843036036655	0.0
(-) KIAA2026	0.07942271069337632	0.0	0.00030398511589128214	0.06787162387183163	0.0	0.07294596578294409	0.03958926522972631	0.09751574667710955
(-) KIF11	0.004293564690204581	0.0	0.0	0.12431014402616376	0.0	0.008760856281689853	0.0	0.0
(-) KIF14	0.0	0.0	0.0	0.16717802117948852	0.0	0.012276948986892276	0.0	0.0
(-) KIF18A	0.0	0.0	0.027066674532792507	0.1641971235346083	0.0	0.011903125550400224	0.0	0.0
(-) KIF1B	0.0	0.029367046109708465	0.0	0.07635666060473088	0.0	0.0012854300896620755	0.0	0.08673438735069873
(-) KIF1C	0.03187243010021981	0.008664381212140226	0.0	0.09716072328907033	0.0	0.21571549788436073	0.0	0.09393664468979675
(-) KIF20B	0.0	0.0	0.0	0.19254927920532067	0.0	0.015302937612457976	0.0	0.0
(-) KIF22	0.0	0.007212043712931311	0.0	0.19054893084197916	0.0	0.0	0.0	0.0
(-) KIF23	0.0	0.0	0.0	0.1544382790517294	0.0	0.006934613381317492	0.0	0.0
(-) KIF2A	0.0	0.000362845315988255	0.021827178380751565	0.0993727935323987	0.0	0.021332987680251124	0.0	0.005342369369693519
(-) KIF4A	0.0	0.025003358366449475	0.0	0.16222464268914188	0.0	0.009563871700405562	0.0	0.0
(-) KIF4B	0.2273571640980929	0.10227195836877628	0.13453933311516936	0.3177124328681227	0.09098641590345836	0.07404444760518972	0.06471363264893717	0.034903049476564675
(-) KIF5A	0.0623597766113214	0.21310166635434866	0.0	0.18901214976957476	0.1034588010148253	0.3865245203737418	0.0050452203013737	0.1557329369682123
(-) KIF7	0.0	0.014998897643297688	0.0	0.010511038214076448	0.04527372633367977	0.15164543306847802	0.1992828401581457	0.01754555862305381
(-) KIFC3	0.0	0.05570129086649017	0.32119111429073466	0.0	0.008178664376333673	0.009349083808728212	0.006320074218893136	0.0
(-) KLF11	0.12457843901777044	0.0	0.23448499395907724	0.0	0.1819572033177758	0.10909960820120891	0.012073122010889295	0.0
(-) KLF12	0.1139631211147461	0.1857571889658271	0.0	0.0	0.021684403358869755	0.015130859554376326	0.04869371011193153	0.07013519457547653
(-) KLHDC1	0.08740458900458165	0.023984682040015734	0.2632657449526255	0.1008475212342998	0.14442105408457148	0.10424246600086055	0.025451239135170656	0.07008308804242334
(-) KLHL2	0.0	0.0	0.0	0.12378602383378415	0.0	0.027556388410067287	0.011298609069740485	0.04601402238783959
(-) KLHL24	0.4602448832544691	0.006519798169347173	0.060504885661748824	0.0	0.3574682727418537	0.017918115980347152	0.06252737901579936	0.049884880058462366
(-) KLHL26	0.12490930242357097	0.0	0.10102096257875831	0.0032439721847585708	0.039110715441845	0.0	0.02633727470319072	0.02537239605861198
(-) KLHL7	0.04731530503432745	0.006533062193288723	0.1381863418896918	0.0	0.2249574453142332	0.08579657364944508	0.0	0.0010255383108911807
(-) KLHL9	0.09391823224810662	0.0	0.1410694703398548	0.08486149569009811	0.47562618799321554	0.0	0.08148038222936818	0.2319971619250754
(-) KNOP1	0.0	0.012489791191671236	0.02894409038567131	0.0677951241851845	0.0	0.0	0.14700090783555167	0.0012864959456995535
(-) KPNA3	0.049117397591100335	0.006284020007171396	0.05664411419504682	0.022728533313763014	0.020319048669619335	0.006330034405689046	0.0	0.0
(-) KPNA6	0.0	0.017850134657980535	0.040784972890245755	0.13629706285142074	0.0	0.0	0.0	0.03468324745066577
(-) KRBA1	0.0	0.04747701510666543	0.0	0.0	0.30125125551891013	0.41473384932300117	0.009753017405084538	0.0905315333770929
(-) KRCC1	0.06747590374313268	0.0	0.09635524508466005	0.0	0.10814848938632345	0.11797177419828388	0.0	0.08510550050054577
(-) L3MBTL1	0.18428335949749078	0.015994698857836533	0.0	0.04509804392105619	0.00437229047518176	0.024996297882239702	0.27697171775897	0.004230871542861971
(-) LACC1	0.0323813855447666	0.006262180872800011	0.3224785582614358	0.010011004003474785	0.25940518840014415	0.0	0.0	0.008377199660818197
(-) LACTB2	0.10580416953172041	0.0	0.10646714012096714	0.00332834483914636	0.18594364027383933	0.0	0.00198266185211104	0.0
(-) LAMA4	0.035594345820048987	0.20379660968331578	0.14767158483866463	0.0	0.08682260692726107	0.017479882317548115	0.21822441956016972	0.26996782122569224
(-) LAPTM4A	0.03622154375915788	0.0	0.003292747722852188	0.0005375161722957141	0.12597207718718614	0.015376248539050626	0.00437097333406255	0.012298620479786138
(-) LARP7	0.008230973439100751	0.0	0.0	0.09037982558507825	0.0	0.024113792214729275	0.003714099984652807	0.0
(-) LAYN	0.0	0.24411313869405107	0.0	0.09713842691080486	0.0	0.35419887450706333	0.0	0.12313385557709851
(-) LCORL	0.07351783306094711	0.009635046599075311	0.0	0.15095730028724902	0.0	0.0248504421709322	0.0	0.018086623360971006
(-) LDOC1	0.09242720775278959	0.197612035027502	0.08887759068511936	0.0	0.2500782061996248	0.2595141213171596	0.0011007378485740598	0.0
(-) LEKR1	0.25245031182260097	0.03744474634292955	0.2761071268842926	0.3850641557863603	0.28693041260915536	0.13437718018871392	0.11528965524341822	0.019270278462214217
(-) LEO1	0.02224298752505854	0.0	0.0	0.09354884643717039	0.0	0.0	0.0	0.021032360542505128
(-) LGALS1	0.021307131269505435	0.14432697582912726	0.3258846214332178	0.06264991326923736	0.0026911826719791406	0.02991854358132454	0.0	0.052726859531039
(-) LGALS8	0.0	0.004689520311062187	0.014861163073821522	0.04571612024790674	0.04812155796382367	0.3275337509952158	0.0	0.0
(-) LGALSL	0.15545290783266769	0.0	0.0	0.0	0.18570687659349958	0.0	0.0	0.0
(-) LIMCH1	0.23476789186570715	0.05979095999181947	0.0	0.034818064853437726	0.2840464583548283	0.0	0.0	0.0
(-) LIN9	0.0	0.0	0.0	0.18676962454939924	0.0	0.0	0.0	0.0
(-) LINC00854	0.1524505715368868	0.13773595730237884	0.29609481824856804	0.12616181907750118	0.08989755927715078	0.05394580431792832	0.060942672384544726	0.16188968211798388
(-) LIPE	0.08362108273746938	0.0	0.0006885281737368798	0.22704638250596712	0.08270668407072246	0.0	0.02868048579496327	0.2046788574354463
(-) LMF1	0.27328723599825633	0.014423595272724236	0.2376380846314678	0.0	0.14426726847283527	0.16088372177669197	0.0	0.03953107229707383
(-) LMF2	0.0	0.008847932367303862	0.07287514168552243	0.05079496992730692	0.001409316849354649	0.0	0.0	0.05696803937498332
(-) LNP1	0.08791778359328249	0.008007006418125786	0.1518557414684842	0.06382340434669888	0.04032266834932654	0.008752661177693546	0.006294848674149532	0.0
(-) LOXL2	0.0	0.17652524298377673	0.2071875989873721	0.0	0.0	0.19100559953769286	0.041699030039738114	0.0038339486804220267
(-) LPIN2	0.0	0.1497188178856136	0.16202417221970483	0.0	0.0818129659913987	0.0	0.01726573340326316	0.12374620085629931
(-) LRIF1	0.08354169064813992	0.009667333395522339	0.0023980162927454713	0.011872231566494586	0.009804331444187181	0.0	0.0	0.019264297071002197
(-) LRP11	0.0	0.0	0.029210402110232063	0.07888291700091839	0.0842378916026478	0.028907534660872675	0.04359276837706602	0.0035753920128106203
(-) LRP3	0.15744842487409091	0.014859705338726652	0.04362783304061279	0.03621604605234433	0.3085935822779943	0.34912135519868354	0.17526965499172104	0.019775260433904377
(-) LRP5	0.0	0.0	0.05173199558053329	0.0	0.37924034194472594	0.012032964373395074	0.1064350741749919	0.0
(-) LRRC41	0.0	0.09429482452037984	0.0428886527523674	0.0	0.04317734372666755	0.08171577051747042	0.018524587386122116	0.09941543655648541
(-) LRRC47	0.0	0.0	0.1254961370689901	0.055322580566535905	0.09289143629084515	0.0	0.0	0.07546817836201866
(-) LRRC69	0.31658757901840756	0.023474541336211133	0.25339935105749933	0.2565376496589647	0.14083691732694723	0.09176062880505595	0.0701936116887123	0.07684161244607933
(-) LUZP1	0.021224280632690724	0.0057656193794103075	0.07565506572254282	0.03974892110778393	0.03732308361950928	0.0	0.0	0.031484603518059096
(-) LY96	0.0039012520961873827	0.20298171674645427	0.0	0.02387543047082601	0.0	0.05172100419395074	0.0804095048371726	0.20466681916719803
(-) LYN	0.21902319089368566	0.0	0.012622234325681686	0.0	0.4256298842180076	0.03672627621068331	0.017663959091767066	0.0
(-) LYPD6	0.12689501369599396	0.01188997872224778	0.0	0.0003061782717862403	0.1577204780945342	0.0	0.0	0.16312395448970404
(-) LYPLA2	0.015104421005178822	0.0	0.046197400422118284	0.09935031804336682	0.0	0.0	0.007530069927963632	0.0
(-) LYRM2	0.008655235929558306	0.0	0.0	0.14476371027714524	0.0	0.008070953225557332	0.015612723064559264	0.02388536392478758
(-) LYSMD2	0.05499255094669491	0.0	0.0	0.059901474834530614	0.0	0.0	0.154455678176928	0.0
(-) LYSMD4	0.1121893278677363	0.0027986631678148456	0.0	0.011382755654626556	0.03454686728594115	0.0	0.0029603347227493454	0.004331758399458021
(-) LZIC	0.0	0.002725756176880561	0.01606979037212705	0.126036729594789	0.005717099699037997	0.0	0.0	0.023583645816521424
(-) MACF1	0.1447652144570052	0.1452222131351448	0.04471024901576101	0.08305992320715386	0.046011387179046785	0.29135417880788633	0.12423596132010323	0.06317083164117773
(-) MAD2L1	0.0	0.0	0.0	0.15206991809100764	0.0	0.0	0.0	0.0
(-) MADCAM1	0.3773485339563119	0.07904638763594987	0.26060418422747755	0.11883065781110097	0.16475816585497766	0.2813748786924381	0.06779631949308502	0.2198448100506599
(-) MAEA	0.058841945204488794	0.0	0.0	0.051481899340587986	0.0	0.01898273857001466	0.0017277538354448392	0.0
(-) MAGED4	0.0	0.03411849281976268	0.0	0.09696048473834712	0.0	0.009923441729963883	0.06209074713344675	0.18734725564408852
(-) MAGED4B	0.0	0.03298260241417125	0.0	0.09180914466336584	0.0	0.01539482674574312	0.06415098106130933	0.1569569922825911
(-) MAGEH1	0.0	0.25586250977203584	0.3069428216683681	0.10939206198851342	0.05364803532960118	0.015808296306030648	0.0	0.09240719615082041
(-) MAGI1	0.08950745630253262	0.0014848532031432693	0.0	0.10546167508989432	0.0	0.15257995616109557	0.18072816339075076	0.0
(-) MALSU1	0.05706999443429987	0.015572980107947415	0.14579725000327456	0.0	0.0	0.0	0.0	0.0
(-) MAN2B2	0.0	0.029354966379372148	0.029138789781978067	0.0	0.0	0.3830322714102843	0.01268991464940003	0.011057891978161415
(-) MANEAL	0.2636255645566697	0.0023186729048767355	0.0	0.0379348411123793	0.0732434927483635	0.05874047263484854	0.14758869426263213	0.0
(-) MAP3K2	0.0	0.007298267980952578	0.012835553361062523	0.054122595023598764	0.13859510071073294	0.054274042878710384	0.013426714482935176	0.05864150207011607
(-) MAP3K3	0.0	0.026830850551155767	0.04485532384357561	0.0207722034029871	0.0	0.0	0.04167989510710302	0.12381595331343975
(-) MAP3K5	0.009576636788895828	0.0	0.014671321339708714	0.08198645844188181	0.0	0.062479621689544636	0.2133306618980631	0.10036268057927081
(-) MAP3K9	0.24114577932943432	0.0	0.0	0.16265082566386624	0.06567873406834758	0.0017505869104229715	0.016641046372481715	0.0
(-) MAP7D1	0.0	0.14311835511847049	0.0	0.02165366092721224	0.0013045770574214638	0.05983366848980318	0.001702149295552985	0.10511880041955461
(-) MAP7D3	0.025917718468813328	0.008964701383331995	0.03482670184045937	0.05559733758919141	0.004308493560613228	0.016074240768718075	0.0	0.007722105851924254
(-) MAP9	0.17262571538825786	0.1913857487891464	0.0	0.027791134644339258	0.12003315625614203	0.1196820270761982	0.18388070561562472	0.07004916808632053
(-) MAPK3	0.028011127241864782	0.11045930140318905	0.0	0.049960058323772476	0.0	0.0	0.018974687522155097	0.0
(-) MAPKBP1	0.05839551428088681	0.008808343360296476	0.0	0.04643042025716013	0.0	0.0028505842607496295	0.0	0.08356793041504335
(-) MARCH4	0.2510851363001319	0.22091225885058255	0.19006174700968667	0.2733141500417274	0.0	0.32761413004285683	0.2422866134328959	0.0
(-) MARCKSL1	0.01600335762344072	0.06061345939834199	0.04527222475973372	0.0	0.17360990854460098	0.0	0.026589496656645777	0.07269683373018598
(-) MARVELD1	0.0	0.005521170865068248	0.028607977657540272	0.12850676698323496	0.0	0.0	0.010238775059418321	0.0
(-) MATR3	0.0	0.0	0.039615415494327844	0.08662695421338265	0.0	0.02297800733194241	0.004180292802253346	0.06631217577832153
(-) MBNL1	0.0	0.0	0.12959259653173538	0.014138853613992768	0.0	0.0	0.009251104006640304	0.06996075786663558
(-) MCAT	0.13180608233598087	0.0	0.0	0.19844124484293063	0.05441875690944069	0.0	0.0	0.0
(-) MCM3	0.0	0.0	0.0	0.15431445051233209	0.0	0.0	0.0	0.0
(-) MCM3AP	0.0	0.13722605816130548	0.030257408271431592	0.0	0.0	0.11899548016768408	0.08197207174296767	0.06529688848595111
(-) MCM4	0.0	0.0	0.0	0.12434193084230631	0.0	0.0	0.0	0.0
(-) MCM6	0.025847075190915197	0.0	0.0	0.11801677777238125	0.0	0.0	0.0	0.0
(-) MDC1	0.007062777325917724	0.02393479676491548	0.0	0.11501779653657343	0.06825380366534034	0.0	0.0	0.002779099913141785
(-) MED17	0.0	0.008874336039410726	0.0	0.06639062067583512	0.10532863744779339	0.07431637689012374	0.0	0.0
(-) MED18	0.03943612893275639	0.0036152096961125264	0.007332951660904729	0.05118569368406035	0.004063268452753751	0.0	0.0	0.0013166895887079186
(-) MED21	0.0	0.0	0.0039674553786685635	0.10202245381806599	0.0	0.0305443097760433	0.0	0.04453799795972778
