	P0	P1
(-) HSPA12A	0.3054148766193204	0.018553193535434536
(-) HSPA13	0.005203647375416485	0.14483392117906324
(-) HSPA1B	0.08336778151563158	0.0
(-) HSPB8	0.2130962500734173	0.020380740501733947
(-) HTRA1	0.09540959689616613	0.25406800845070393
(-) IAH1	0.07119066461458644	0.026111622644874686
(-) IDH3B	0.22094158334872477	0.0
(-) IFFO1	0.0	0.27781028308777217
(-) IFI27L2	0.0035952646173436015	0.17501447059493938
(-) IFT172	0.062460633879401345	0.06533469029255776
(-) IFT20	0.09034459095072579	0.03904214924152952
(-) IFT27	0.09370369254197951	0.04746834390264697
(-) IFT57	0.056124029645318985	0.08907097606587291
(-) IFT74	0.1948227376614268	0.17563004614928518
(-) IFT81	0.039801738777133465	0.11293104536041502
(-) IGF2BP2	0.1068779397330201	0.0
(-) IGF2BP3	0.0809692119184199	0.0
(-) IGSF3	0.30285117870499895	0.010295885387149132
(-) IL10RB	0.04800168908972876	0.03915492474473526
(-) IL11RA	0.17134303875774626	0.013315720625815748
(-) IL17RA	0.07467182573047758	0.0
(-) IL4R	0.27267320725694416	0.048000849706069736
(-) INPP4B	0.2875270449339174	0.003778785333641365
(-) INPP5B	0.0942811753999172	0.015043966733418112
(-) INPPL1	0.01894453025808375	0.1522367317379391
(-) INSR	0.14460907136332185	0.028693032108220128
(-) INTS5	0.09824056763457865	0.0360831473339492
(-) IPO8	0.07775242474155807	0.017920240178848138
(-) IQSEC1	0.10008276027908546	0.042373564945824886
(-) IRF7	0.09950038831276209	0.09166912375548954
(-) ISL2	0.1529692662915705	0.029675802212330873
(-) ISPD	0.29733141828163284	0.28875136714103633
(-) ITGA4	0.09360896447276294	0.38243602920193387
(-) ITGB1	0.05116578032128226	0.13388551460968906
(-) ITGB5	0.025742525639591493	0.12047263907706716
(-) ITPA	0.10498683317096259	0.06141083328790678
(-) JAK2	0.09364260134005961	0.09502617590780257
(-) JAM3	0.0	0.428533175836861
(-) JMJD4	0.07787645623612674	0.014005051774110993
(-) JMJD8	0.09628843234787787	0.030374529283669745
(-) KANK1	0.07366780595957821	0.13623935447119892
(-) KANK2	0.0	0.21065288818121242
(-) KAT5	0.06970577741200587	0.0
(-) KATNA1	0.1972849699421167	0.0
(-) KATNAL2	0.16726340857658048	0.1274063138624283
(-) KAZN	0.31850139273108347	0.05675032131286298
(-) KCNIP3	0.24685878810680636	0.05491952389178987
(-) KCNMA1	0.07714664595237539	0.22248679794298057
(-) KCNMB3	0.2674329479328955	0.01929718519258848
(-) KCNQ5	0.29488331292252784	0.18504499353511367
(-) KCTD13	0.021628860053650747	0.10951835372159066
(-) KCTD15	0.17946306007494506	0.02679093895429695
(-) KDELC2	0.054587624844202855	0.09514070232388967
(-) KDM5B	0.10042794875831257	0.031589514020780134
(-) KEAP1	0.002734173027134095	0.10383451810216064
(-) KHDC1	0.2974090422971024	0.025495195621915486
(-) KIAA1147	0.06786793796827761	0.0409353387437471
(-) KIAA1468	0.08245708343864835	0.0
(-) KIAA1549	0.07186224895191198	0.09310640743212757
(-) KIAA2026	0.10892454387980618	0.07250468084636662
(-) KIF11	0.08502733036130283	0.0
(-) KIF14	0.10958255177497556	0.0
(-) KIF18A	0.11421014827906534	0.0
(-) KIF1B	0.03901622066176986	0.0860934020425875
(-) KIF1C	0.09229649819660679	0.1058003325732714
(-) KIF20B	0.12545953384277156	0.0
(-) KIF22	0.12270130447479113	0.0
(-) KIF23	0.10359603602633852	0.0
(-) KIF2A	0.07639226408658115	0.0
(-) KIF4A	0.10707914539811185	0.0
(-) KIF4B	0.4376490477365968	0.08422252299144124
(-) KIF5A	0.1948430291258093	0.3302905645787593
(-) KIF7	0.05699961395714459	0.07682827985263133
(-) KIFC3	0.05242564685803961	0.07952042725017214
(-) KLF11	0.20035964683855703	0.03021235557921646
(-) KLF12	0.038229101034749004	0.22198937984693715
(-) KLHDC1	0.24767126678909832	0.10704344918837853
(-) KLHL2	0.09850045565826451	0.009702626652981107
(-) KLHL24	0.39760513386799323	0.056517000972776274
(-) KLHL26	0.119321575071799	0.018075770093053712
(-) KLHL7	0.10175902013840318	0.06969881945649915
(-) KLHL9	0.33113225644565103	0.19982300845201834
(-) KNOP1	0.08414991775350097	0.016445039294996376
(-) KPNA3	0.062118942468893414	0.005764362986993776
(-) KPNA6	0.10329477864140897	0.024201492733860304
(-) KRBA1	0.0848524643811328	0.22850383748210068
(-) KRCC1	0.08448707014491819	0.10876192060601625
(-) L3MBTL1	0.19909715012704837	0.020278428045253236
(-) LACC1	0.17557598263249583	0.06755850521968383
(-) LACTB2	0.14765376799991678	0.004840336386595033
(-) LAMA4	0.09105432013394518	0.4367389127822351
(-) LAPTM4A	0.05987020552905958	0.02651138319110967
(-) LARP7	0.06489329490924056	0.0
(-) LAYN	0.009157920462238985	0.3625408756041208
(-) LCORL	0.1518843772394848	0.0
(-) LDOC1	0.12371972450423645	0.2125827897648557
(-) LEKR1	0.6423167340377297	0.02469293835152542
(-) LEO1	0.07514414948839392	0.0
(-) LGALS1	0.11579704928275251	0.18872029502457374
(-) LGALS8	0.0760660575436909	0.05145048646117736
(-) LGALSL	0.14627623936576623	0.0
(-) LIMCH1	0.22360508326727957	0.038083663323632624
(-) LIN9	0.11706307171651949	0.0
(-) LINC00854	0.2928319228759986	0.24326874514073796
(-) LIPE	0.25719101291338675	0.11671457520800761
(-) LMF1	0.24669332358429213	0.08543063337928793
(-) LMF2	0.05349835681697211	0.047332812321073885
(-) LNP1	0.15088441594963303	0.007769301638044052
(-) LOXL2	0.022309742902531095	0.21484822777090878
(-) LPIN2	0.003305710886857856	0.2785315485119712
(-) LRIF1	0.05666347543404889	0.018555910607331957
(-) LRP11	0.10216471872131676	0.010064798964514959
(-) LRP3	0.3089838166093805	0.08646805687837245
(-) LRP5	0.14813540782533904	0.034079899768830475
(-) LRRC41	0.003650674052023516	0.19608814457192988
(-) LRRC47	0.09771774666298425	0.054309098681902625
(-) LRRC69	0.5199834866743147	0.05182272823678181
(-) LUZP1	0.07212487298806504	0.029336245875134555
(-) LY96	0.0	0.34751278479576014
(-) LYN	0.2722130230079356	0.0
(-) LYPD6	0.1080600702730136	0.14368865683654797
(-) LYPLA2	0.09365455071402841	0.0
(-) LYRM2	0.11242814149137645	0.0
(-) LYSMD2	0.10118966382181317	0.0008175619003889429
(-) LYSMD4	0.08200619193531268	0.000993443050761628
(-) LZIC	0.09414847432109595	0.0
(-) MACF1	0.20058616388412742	0.2111131791265399
(-) MAD2L1	0.09253381473939229	0.0
(-) MADCAM1	0.44920308299635336	0.28251909237985934
(-) MAEA	0.06558402674899362	0.0
(-) MAGED4	0.037773990506510084	0.20359802126893206
(-) MAGED4B	0.04141833547976271	0.1753697620123192
(-) MAGEH1	0.08370226833840794	0.3334860105358642
(-) MAGI1	0.1739160841192606	0.0
(-) MALSU1	0.04968360217852899	0.02077977160255647
(-) MAN2B2	0.019513119292851575	0.103218690263172
(-) MANEAL	0.23721304314808614	0.0
(-) MAP3K2	0.08652620549979011	0.07657120498454746
(-) MAP3K3	0.013852330797844438	0.13836015146133274
(-) MAP3K5	0.12660515243451578	0.08479470247738342
(-) MAP3K9	0.2767056496054816	0.0
(-) MAP7D1	0.0	0.21262507755475366
(-) MAP7D3	0.06872507566430942	0.005522202829941402
(-) MAP9	0.1662267016834321	0.25147470605273037
(-) MAPK3	0.03963293285933158	0.07192782900612442
(-) MAPKBP1	0.051459389370416005	0.07285312901075047
(-) MARCH4	0.45144349431108227	0.1610138797864938
(-) MARCKSL1	0.0769725459898145	0.11417624418052828
(-) MARVELD1	0.08849839332643979	0.0
(-) MATR3	0.07834449184526888	0.02963185003114839
(-) MBNL1	0.04976195338397744	0.04257694142991278
(-) MCAT	0.23204544756006903	0.0
(-) MCM3	0.09729658238062722	0.0
(-) MCM3AP	0.006529415288439395	0.19893293148116234
(-) MCM4	0.07720710285727939	0.0
(-) MCM6	0.08961853454655797	0.0
(-) MDC1	0.10546192577713236	0.009742576776169291
(-) MED17	0.0893645415979515	0.009443455147296349
(-) MED18	0.06320746090942361	0.0
(-) MED21	0.07790340385444809	0.013832407299400447
(-) MED23	0.07548263815566189	0.0
(-) MED31	0.084847223407517	0.0
(-) MEF2B	0.29943849795483296	0.09287709222894411
(-) MEF2C	0.11931714108862565	0.3713742228691932
(-) MEIS3	0.07402080957388238	0.20754551669095644
(-) MET	0.0972537488927295	0.056029304961403556
(-) METRNL	0.0562737040217326	0.15579593727490643
(-) METTL22	0.07155442498237168	0.00980205796275041
(-) METTL5	0.052649372378143884	0.0
(-) METTL6	0.07486042265163191	0.017379420624301454
(-) MGLL	0.16656402416308122	0.02796169318788983
(-) MGRN1	0.053689053201214684	0.1773428902880016
(-) MGST2	0.19019852691050526	0.05684021325147534
(-) MIB2	0.09911949605367976	0.18547625108813998
(-) MICB	0.1706423136947514	0.037458793978761756
(-) MID1	0.10934830060431747	0.0
(-) MIS18A	0.12759482045407072	0.0
(-) MKNK1	0.07849202094495301	0.0
(-) MLF1	0.0024036248537536104	0.19669521203806242
(-) MLH3	0.14663613041245774	0.0003674429215582915
(-) MLLT3	0.3607794189388413	0.14790907469820744
(-) MLYCD	0.2592326063300734	0.016563607787583808
(-) MME	0.24720444871264902	0.12453207671086698
(-) MMP2	0.035094846305855826	0.29682736610804145
(-) MMS22L	0.1420850604540354	0.0
(-) MOCS1	0.023467589170734587	0.15181964447838897
(-) MORN2	0.10473919462569774	0.009939270042193204
(-) MOXD1	0.11888016621638121	0.30841801984547496
(-) MPDU1	0.11316151005163062	0.0
(-) MPHOSPH10	0.10127518465876265	0.0
(-) MPHOSPH9	0.06564860676233009	0.0
(-) MPLKIP	0.07679545265720383	0.05116246469973555
(-) MPP3	0.09576598181550496	0.05583642575388874
(-) MPP6	0.07424253774192549	0.06896061314538957
(-) MRAS	0.027005407286918727	0.2524869302867418
(-) MRC2	0.054895763374230466	0.26215723503120475
(-) MRGBP	0.06749448666916742	0.030330140745381692
(-) MRI1	0.09710306447361489	0.03766270895573452
(-) MRPL1	0.08151062766937586	0.0
(-) MRPL18	0.11939315407224214	0.0
(-) MRPL32	0.057069988526969234	0.0412255073454345
(-) MRPL41	0.11017500135625784	0.009655281355596502
(-) MRPL48	0.09820006607986348	0.0
(-) MRPS16	0.0944251494831337	0.0
(-) MRS2	0.07497411782035517	0.0
(-) MSN	0.0	0.13770009397128294
(-) MTFR2	0.15907431977637967	0.0
(-) MTMR1	0.06639246192407901	0.0
(-) MTX3	0.016200170781205673	0.19086946477513536
(-) MUM1	0.015509367944033434	0.1740001093184339
(-) MVP	0.0671417795274744	0.09003149052935407
(-) MXRA7	0.0	0.18084750475321612
(-) MYD88	0.13010212432437396	0.029364902088819308
(-) MYEF2	0.15565570254482314	0.24337625626815004
(-) MYH10	0.1751827500859859	0.003998464965905714
(-) MYL6	0.1668411834090041	0.18112030692019473
(-) MYLIP	0.10086110232891962	0.05786611355915424
(-) N6AMT1	0.13595237123870504	0.047404560961690816
(-) NAA15	0.08510518785065854	0.0
(-) NAA50	0.0616713292751368	0.0
(-) NAA60	0.2957421341640352	0.140823577232103
(-) NACAD	0.08972833656261268	0.4164029335718376
(-) NADK	0.09390072962241773	0.0
(-) NAF1	0.12033911998370826	0.0
(-) NAPB	0.07940127998253077	0.013040652695021684
(-) NAV1	0.02834432778524794	0.19948661565892414
(-) NBPF14	0.07860897101227482	0.0
(-) NBPF15	0.06280151962428195	0.07622864886290322
(-) NBPF20	0.09710345286455212	0.058026388341944506
(-) NBPF9	0.07271577716319888	0.020219143016499016
(-) NCDN	0.012328820064114293	0.1340085875236187
(-) NDC80	0.09676257630646103	0.0
(-) NDUFA10	0.2046576351737224	0.021426193588164992
(-) NDUFA5	0.2601120584304706	0.09050791865512288
(-) NEDD8	0.3313600965998749	0.0
(-) NEK11	0.26281646268389464	0.04317992382338859
(-) NEK2	0.1184394414041002	0.0
(-) NEK9	0.08351001934037985	0.011418566621991264
(-) NETO2	0.34334335093084783	0.0
(-) NEXN	0.12858494998940675	0.35783805888325443
(-) NF1	0.12453040118105273	0.0008024999285059676
(-) NFIC	0.0	0.21523566786598133
(-) NHEJ1	0.19762999448005894	0.0
(-) NID1	0.11242675905373915	0.1954180513481092
(-) NIT2	0.05658527100103499	0.0
(-) NKIRAS1	0.09095273865844479	0.0
(-) NLRC4	0.5953106767900319	0.07866812467029023
(-) NME3	0.11839002614750792	0.031637405004667794
(-) NME6	0.07788818324643448	0.0
(-) NME7	0.08623388802866196	0.07817634768223933
(-) NMNAT1	0.09872271683990405	0.04640987217325092
(-) NMRAL1	0.1424128415321725	0.0
(-) NNMT	0.2356588556414705	0.350515495927059
(-) NOC3L	0.10710005142736893	0.0
(-) NOMO1	0.0	0.14482845953696133
(-) NOMO2	0.02045991184130971	0.1673235584591438
(-) NOP10	0.07530893802525462	0.0
(-) NOP9	0.06748573477963907	0.0
(-) NPAT	0.09789103984360506	0.0
(-) NPEPL1	0.18426695013637964	0.044828570970855214
(-) NPIPB15	0.25125364272817863	0.12242952502484698
(-) NPR2	0.09126365301462029	0.36029719840853447
(-) NPTXR	0.11328789225291495	0.20334427961158236
(-) NQO2	0.047016474753954346	0.10719633551563625
(-) NR2F2	0.14311363546694697	0.015899292273835828
(-) NR3C1	0.2419503357089479	0.198403455893879
(-) NRN1	0.0	0.40228652121828723
(-) NRSN2	0.05506848765937041	0.13585347891713073
(-) NSD1	0.04892862038460601	0.028671100353834376
(-) NSF	0.033284639955520195	0.06088175044749852
(-) NT5DC1	0.1579579986409106	0.004768646826244625
(-) NTPCR	0.09712356889115736	0.008614808875785586
(-) NUB1	0.07763776382302555	0.13096736700173503
(-) NUDCD3	0.015373413002976132	0.10877126500279549
(-) NUDT11	0.12577522766678012	0.20683546063149916
(-) NUDT12	0.10644411324664853	0.0
(-) NUDT14	0.09663153122108181	0.007954019434142926
(-) NUDT15	0.1192777147229274	0.0
(-) NUDT2	0.1512439407207616	0.07942390875336497
(-) NUDT9	0.04202894869025057	0.03775649134035734
(-) NUF2	0.10589339836013321	0.0
(-) NUMBL	0.031024329501135744	0.12704681664469747
(-) NUP107	0.12456959860541998	0.0
(-) NUP43	0.10027676550183155	0.0
(-) NUP54	0.09322226974538052	0.0
(-) NUPR1	0.10460885422001541	0.17702149680183502
(-) NUS1	0.10480808812555066	0.0
(-) OCEL1	0.27450103612007204	0.17568078329712303
(-) OCLM	0.24838483049256668	0.06533101811674948
(-) ORAI3	0.3204679430967496	0.15971775068656466
(-) ORC1	0.12374739229042842	0.0
(-) ORC2	0.09037393092417427	0.0
(-) ORC3	0.10909468464889072	0.0
(-) ORC6	0.08454695225978129	0.0
(-) OSBPL7	0.11928546757877444	0.10357067269991262
(-) OSMR	0.0418234777696683	0.06078138039876136
(-) OST4	0.08313914244146575	0.021096389520634393
(-) OTUD7A	0.5765071591522378	0.08445819568895459
(-) OXCT1	0.05908564954054715	0.06771215985116656
(-) OXSM	0.07895783368582052	0.0
(-) P2RX4	0.09353968135272522	0.02661604330784855
(-) P2RX7	0.051170247885787175	0.41588228951850614
(-) PACS1	0.01532184423671681	0.20995985442740706
(-) PAFAH1B2	0.037856373204852675	0.09583778803327006
(-) PAFAH2	0.06645798898532765	0.0
(-) PALB2	0.09532216447267111	0.0
(-) PALLD	0.03957161932604781	0.2288972362828105
(-) PAM	0.1757458836722384	0.29291309774963653
(-) PANK4	0.09167369903079842	0.02344787751232565
(-) PAOX	0.2598467802703793	0.06857321129312093
(-) PARD3	0.29961319751813054	0.0
(-) PARD3B	0.174528953678193	0.08884838277150298
(-) PARG	0.10988914631729813	0.0
(-) PARK7	0.08586799836183248	0.029916037836768685
(-) PARP10	0.02604263605161795	0.1788699471138845
(-) PARP3	0.09546615534787578	0.11761901532464357
(-) PARP4	0.1073340604989552	0.0
(-) PARVA	0.05561757538367184	0.14362663332578743
(-) PAXBP1	0.0992903733617128	0.029817872711079583
(-) PBDC1	0.014479737965605189	0.15760466491868408
(-) PBK	0.10302695096206918	0.0
(-) PCDHB10	0.05982631926579197	0.22334133260022576
(-) PCDHB9	0.08927631145127407	0.2280561189089124
(-) PCED1A	0.32031893365664393	0.15184511992286173
(-) PCMT1	0.10948816600541668	0.0
(-) PDCD2	0.08934034658196975	0.0
(-) PDCD5	0.18359315372041196	0.0
(-) PDCD6	0.09271106004540958	0.0030652893406099206
(-) PDCD6IP	0.0834057345862058	0.01571599930450037
(-) PDGFRB	0.06439111887039539	0.5006609945055752
(-) PDLIM1	0.13837414558191066	0.009742006851354955
(-) PDLIM4	0.3234750041576629	0.09319151649048014
(-) PDS5A	0.06798157389606076	0.0
(-) PDSS2	0.09670069839744393	0.016954057721042925
(-) PELI2	0.17641115707437346	0.26402818653930343
(-) PELO	0.05264292742886306	0.055483357581721494
(-) PER3	0.03494988882256589	0.14221929393556373
(-) PEX11B	0.05733811202075632	0.028973438472774015
(-) PEX14	0.06922735363450017	0.005882959341522342
(-) PHACTR2	0.3045189227783891	0.016650547102356198
(-) PHF20L1	0.08534478035290408	0.0336195462923131
(-) PHF8	0.08625466425813098	0.015814347713343346
(-) PHIP	0.08400554301396912	0.0
(-) PHKA1	0.27269068564797944	0.021691070330427015
(-) PHLDB2	0.3293714601261969	0.012424018693721664
(-) PIANP	0.3209744910092936	0.36256652409241563
(-) PICK1	0.11003436359096007	0.021655427766631454
(-) PID1	0.08311384893699343	0.21495291843371414
(-) PIGT	0.029396117521888254	0.1291765967386822
(-) PIM2	0.19914286848364485	0.09031547290150534
(-) PINK1	0.26574608436278235	0.0
(-) PIP4K2B	0.0	0.1641622365779099
(-) PIP5K1C	0.0	0.18666954721587797
(-) PITX1	0.184414139377758	0.06808171718080552
(-) PKD1	0.0	0.27044351637709657
(-) PKIG	0.0	0.14343074594099872
(-) PKN2	0.11181515053042428	0.0
(-) PKN3	0.26907508893945575	0.0
(-) PLAA	0.15270549148587356	0.16197280026677421
(-) PLAGL1	0.41215058435522844	0.011900233765138804
(-) PLBD2	0.0	0.18443150123315508
(-) PLCXD1	0.05281669756829275	0.09481163584090213
(-) PLEKHA5	0.12297515067577965	0.0
(-) PLEKHN1	0.18333924040971314	0.07764505258154983
(-) PLGRKT	0.08525747485198563	0.04986614104185589
(-) PLK1	0.10696565335832621	0.0
(-) PLK4	0.10596652875061882	0.0
(-) PLXNA3	0.040722836102860496	0.11316602970459085
(-) PLXNB1	0.11371569627086714	0.06888200411588058
(-) PLXNB2	0.04613558050887799	0.06663745701508236
(-) PMAIP1	0.31995270336522047	0.0
(-) POFUT1	0.03154838138936622	0.12948721327437615
(-) POFUT2	0.0303067882788925	0.2546906097366192
(-) POLD2	0.09627399127842923	0.03506787086090579
(-) POLD3	0.09488975528092405	0.0
(-) POLE4	0.18037559012182186	0.0
(-) POLR1A	0.08908923512111284	0.0
(-) POMGNT2	0.07348911226676144	0.003687618031745317
(-) POT1	0.04149112813360248	0.06828923468601157
(-) PP2D1	0.5122847414267657	0.12709317220030106
(-) PPA2	0.07011919112009139	0.014745381625176269
(-) PPCS	0.11391773883562295	0.012901841633810416
(-) PPIA	0.06870999038137442	0.016531942582094433
(-) PPIE	0.08352538918725835	0.017979631488684488
(-) PPIG	0.082385355714516	0.0
(-) PPIL3	0.09166731289019588	0.09812825367902417
(-) PPP1R11	0.031706343120117914	0.08867061421789729
(-) PPP1R26	0.09164867184501316	0.0
(-) PPP1R3C	0.017403209634237318	0.2909025454293053
(-) PPP2CB	0.041429943838426235	0.011634192373215245
(-) PPP2R1B	0.09681128773611296	0.0
(-) PPP2R5B	0.003959322913794586	0.19661849499222578
(-) PPP2R5D	0.09287596522581694	0.0
(-) PPP3CA	0.09365886859652008	0.02851291657621585
(-) PPP3R1	0.07329340404984919	0.07170499323229383
(-) PPP4C	0.04023795407141229	0.055333378322380396
(-) PPP6R2	0.08306341743390973	0.03156526465466628
(-) PPT1	0.05066973466490086	0.059565869023526556
(-) PRC1	0.12081524141654103	0.0
(-) PRDM11	0.19857651140305183	0.03033257149075169
(-) PRDM2	0.09386031099138566	0.027514405109586963
(-) PRDX2	0.09177246600413541	0.0
(-) PRDX3	0.06377660439853658	0.0
(-) PRELID2	0.1495136548144961	0.0440202842584635
(-) PRICKLE2	0.008200829770537087	0.32023057590835075
(-) PRICKLE3	0.1258447701009223	0.0
(-) PRIM1	0.09758983589340889	0.0
(-) PRIM2	0.08804332812567313	0.0
(-) PRIMPOL	0.2539454390372309	0.07336939696811276
(-) PRKAB1	0.08102138674476239	0.00791924413385387
(-) PRKACA	0.0	0.13258778453376804
(-) PRKAR1A	0.045366589224559425	0.026713594878220198
(-) PRKCA	0.0	0.1708725480918343
(-) PRKX	0.15634397469502545	0.008690438153064889
(-) PRMT6	0.07997734088927708	0.0
(-) PROCR	0.05743105073894371	0.13643510729930555
(-) PRPF40A	0.09394334373049461	0.0
(-) PRR12	0.06899725862415687	0.002798026067013328
(-) PRRG1	0.15013695043965616	0.029257807961752626
(-) PRTFDC1	0.17533740373049256	0.2400538632386613
(-) PRTG	0.28372273579166274	0.21679208635445577
(-) PSIP1	0.08976046026355868	0.02237396219395245
(-) PSMD5	0.045431187669483994	0.05151499441034736
(-) PSMD6	0.09614320822239868	0.009725511926609946
(-) PSPC1	0.06557751371194372	0.0
(-) PTEN	0.16300617725200722	0.0
(-) PTGFRN	0.1722549978075153	0.09262350899470123
(-) PTK7	0.04747716782583067	0.09615709555639396
(-) PTN	0.0	0.42754630913013275
(-) PTPDC1	0.12471562834506165	0.0069568489803469215
(-) PTPN12	0.011399319844938043	0.15509494522726583
(-) PTPN13	0.09964790338534055	0.06621746366187797
(-) PTPRG	0.08661982230918407	0.11119372451669395
(-) PTPRM	0.26837694448637606	0.23573541235792184
(-) PTPRN2	0.31090821353344744	0.25401904709160233
(-) PTPRS	0.04536878365841957	0.04385998392397729
(-) PTS	0.06739717888097313	0.0
(-) PXDN	0.11854207437567454	0.3443617348871369
(-) PXMP4	0.12876082559636895	0.005950838415135313
(-) PYGO1	0.18488096516041277	0.2911718512796698
(-) PYROXD2	0.1756982235801447	0.08077929241730661
(-) QRSL1	0.13196914284884415	0.0
(-) R3HCC1L	0.13921770362948196	0.0
(-) R3HDM1	0.03460803082736518	0.07954266751923884
(-) RAB11FIP3	0.05314864403106524	0.2398157624085242
(-) RAB12	0.05586258996352499	0.12014662963009883
(-) RAB1B	0.09978289483008729	0.013538269285796302
(-) RAB24	0.0	0.20433624529673963
(-) RAB2A	0.08499489711336361	0.03323842647716212
(-) RAB32	0.13791813686699625	0.0
(-) RAB34	0.1162786425516513	0.0010474026505878655
(-) RAB36	0.19913560590562474	0.26599493942436425
(-) RAB40A	0.19625299083890174	0.23829094797845762
(-) RAB40B	0.12590637128398138	0.08528028340101912
(-) RAB4A	0.10628368770065115	0.0
(-) RAB5A	0.047959097773784695	0.011700919062010496
(-) RAB6A	0.07205537673000219	0.025553246720471712
(-) RAB6B	0.19133496988395424	0.06015601178374805
(-) RAB8A	0.07796235284100252	0.0
(-) RABEP2	0.05383002102450521	0.11142968020642731
(-) RABL3	0.10309176500745214	0.06299465789203214
(-) RAC1	0.22954074003012645	0.09672503317403015
(-) RACGAP1	0.08466584527731419	0.0
(-) RAD51AP1	0.08849927370632932	0.0
(-) RALGPS2	0.14133348594369272	0.0017903926701032201
(-) RANBP1	0.10492469048203705	0.0
(-) RAPGEF6	0.1410966515286393	0.06703918179766223
(-) RARS2	0.111150488652242	0.0
(-) RASA3	0.017221757251234884	0.24106808406490698
(-) RASSF7	0.09856676851647878	0.0
(-) RAVER2	0.164815447416921	0.0
(-) RB1	0.13647262172136876	0.0
(-) RBBP8	0.08181308484657253	0.0
(-) RBM22	0.08792890181650422	0.0
(-) RBM25	0.0903693742794282	0.0
(-) RBM28	0.06647359793518577	0.016536548098748632
(-) RBM41	0.10693169092465829	0.0
(-) RBM43	0.04556621336679998	0.24691131624858012
(-) RBM44	0.46146092916922055	0.3270580794561092
(-) RCBTB1	0.06492373022130682	0.012587599086477932
(-) RCN1	0.05577725262424363	0.1096251017062704
(-) RDX	0.07095939058121101	0.0
(-) RER1	0.06900894540269172	0.04721677737734083
(-) RFC1	0.08914689304125674	0.0
(-) RFC4	0.10835960880791651	0.0
(-) RFESD	0.3668311680737137	0.08263654220108849
(-) RFTN1	0.0743790493821724	0.27395383815298857
(-) RGL3	0.25823126373573096	0.15808470369380953
(-) RGP1	0.0	0.23286470222812486
(-) RGPD3	0.23538339274135292	0.0
(-) RGPD5	0.11793753896218875	0.0
(-) RGPD6	0.11237084694075021	0.0
(-) RGPD8	0.11668666207254487	0.0
(-) RHBDD1	0.10318785941242849	0.07746977993803073
(-) RHBDL2	0.14742994833053566	0.18572117642649197
(-) RHOBTB1	0.0009622430737108694	0.3059823660026252
(-) RIF1	0.08974877162265064	0.0
(-) RIMKLB	0.11527980882343483	0.0
(-) RIN2	0.08481103748974084	0.05183250637155926
(-) RIN3	0.2197820986614881	0.026969741591233647
(-) RNF130	0.10147351929397713	0.052119575880165823
(-) RNF135	0.1521930651007081	0.0030226410518443855
(-) RNF157	0.1882659030386126	0.14895567181202984
(-) RNF170	0.03230049244305465	0.1285651930788595
(-) RNF215	0.03217076481507755	0.09870464981174665
(-) RNF216	0.016545835465061533	0.1909757068469346
(-) RNF40	0.028430342776784186	0.12761726696163508
(-) RNF7	0.07643723962725614	0.0
(-) RNGTT	0.11766577825497629	0.017846771197378285
(-) ROBO1	0.02806085136285879	0.22266025343004545
(-) ROBO3	0.09142106600992479	0.20613634176926732
(-) RP9	0.05328367207366762	0.038841639033662216
(-) RPA2	0.12584093050760642	0.0
(-) RPAP1	0.17468620951052893	0.000636976638679445
(-) RPAP3	0.08701112836138696	0.0
(-) RPL22	0.22555285988793924	0.0
(-) RPN2	0.03180435570776562	0.13225537122567113
(-) RPP14	0.05277536007470593	0.10128813401225162
(-) RPP30	0.14368022478163472	0.0
(-) RSF1	0.08913396119357049	0.016611671583266728
(-) RSRC1	0.08242293258330988	0.0
(-) RSRC2	0.0814827482185054	0.0
(-) RTCB	0.11997363515276853	0.0
(-) RTTN	0.12985815055720867	0.0
(-) RUNX2	0.02487973111633614	0.1814293421281645
(-) RWDD1	0.3079778046342704	0.12110250526592108
(-) RWDD2A	0.0894755972560859	0.0938872802764864
(-) RWDD2B	0.10618254900172704	0.015574681633139046
(-) RWDD4	0.04988566127530439	0.0616352001902136
(-) SARM1	0.0	0.31433826810429
(-) SASH1	0.10991867576192972	0.12755564931779706
(-) SATB1	0.3327559344496199	0.16580251224286713
(-) SATL1	0.2829390701081338	0.0009525699241117748
(-) SCAF1	0.06792645205839568	0.0
(-) SCARA3	0.10358470856714552	0.06877760229601562
(-) SCARF2	0.09679785617331205	0.2211635092927174
(-) SCCPDH	0.0	0.19348971962255518
(-) SCIMP	0.5372671460221188	0.1693880488523586
(-) SCLT1	0.12028783971926828	0.0
(-) SCMH1	0.016136953254774617	0.194727569782111
(-) SCML1	0.07754407271659561	0.004815524181610562
(-) SCN1B	0.05835462641366952	0.32461855533464495
(-) SCRN1	0.07737226625118963	0.031103342155339837
(-) SDC3	0.07390369325705592	0.08332604736003157
(-) SEC22C	0.022285682725814594	0.20471231889852864
(-) SEC24D	0.03102607535731637	0.2047882346890316
(-) SEC63	0.06483072503478703	0.05313850535558904
(-) SEMA3C	0.11862166031896659	0.10418834300837261
(-) SEMA4F	0.04649064471452532	0.07513649847875246
(-) SENP1	0.0703725332130063	0.0
(-) SEPT4	0.20255103310991718	0.351099628861191
(-) SEPT6	0.1308517061157624	0.0
(-) SERINC3	0.05920585505834084	0.11404101074230431
(-) SERPINE3	0.3294063092063479	0.03538075872719914
(-) SETBP1	0.20868318356876983	0.08050915434090784
(-) SEZ6L2	0.10529637050568097	0.08127165424571739
