	P0	P1	P2	P3	P4
(-) HPS3	0.10656751784214284	0.0	0.13436567845218947	0.030980918299010837	0.0
(-) HRH1	0.00507490037851695	0.10728997270465167	0.2018793781436128	0.10201197615835515	0.08446069020207655
(-) HSDL1	0.03185390853080582	0.06337798362020462	0.030867714564299507	0.044975412490587965	0.0
(-) HSPA12A	0.5368927779324641	0.0	0.06432093896382118	0.007877074731056545	0.0
(-) HSPA13	0.021632614262614307	0.16322241969399937	0.0	0.0010138575896473153	0.05099328887991079
(-) HSPA1B	0.006129317525648127	0.0	0.013239759231410695	0.07887154754396423	0.06902151574453592
(-) HSPB8	0.17773600123207023	0.0	0.19475906647416857	0.03342257854039179	0.1115091570920485
(-) HTRA1	0.1637541997380867	0.21828729881744113	0.05077903962508599	0.0	0.16689384238986632
(-) IAH1	0.07960707522337829	0.0	0.10604199626539314	0.0	0.039726633492022885
(-) IDH3B	0.051090217102279005	0.0	0.1452020611539109	0.15271468288090378	0.12245997321847742
(-) IFFO1	0.03491808008611842	0.3548599069842374	0.0	0.0	0.0
(-) IFI27L2	0.050035274233029295	0.21428911634361372	0.0	0.014110849857882244	0.0
(-) IFT172	0.07291513437518377	0.047260728093791525	0.004798985294921176	0.0	0.11210213993937307
(-) IFT20	0.20645993182002756	0.03151434087480387	0.0	0.0	0.0
(-) IFT27	0.08817219781376825	0.0	0.12508429547433475	0.0	0.08120915028891607
(-) IFT57	0.0739436613372492	0.0654977226699314	0.08223690034291635	0.0	0.052045493935143385
(-) IFT74	0.2043272982950708	0.25164583240140104	0.0	0.16118309810516124	0.0
(-) IFT81	0.06663757530770241	0.10569500677529495	0.07025846389156837	0.0	0.027153776532364077
(-) IGF2BP2	0.049607625596608716	0.0	0.27213617761743486	0.0014828481667946145	0.0
(-) IGF2BP3	0.03470555919360734	0.0	0.12771719544263946	0.03453194862532306	0.0010451874268058345
(-) IGSF3	0.2295146258319344	0.0	0.012105005684927261	0.04884276416688278	0.3784613110995145
(-) IL10RB	0.0	0.009890441784308472	0.022911756634235468	0.0	0.14643501363395675
(-) IL11RA	0.08160052150835413	0.033699962857630925	0.10124813395823955	0.11410722056327988	0.03839118576783407
(-) IL17RA	0.04279555349502559	0.0	0.0	0.07441566095902691	0.007834297542357125
(-) IL4R	0.2046526003537899	0.0	0.5022561300296898	0.03632948149641942	0.018862450933914376
(-) INPP4B	0.33651333992936383	0.0	0.2868944150006	0.03774131969381965	0.0
(-) INPP5B	0.08760684376650324	0.023952736584516996	0.01484367957167462	0.0498817426866641	0.015547802397228591
(-) INPPL1	0.0	0.17170998286464892	0.0	0.02112120151432442	0.10191253149564172
(-) INSR	0.2803421049871934	0.009050048906527013	0.0	0.0	0.012712819487313044
(-) INTS5	0.07341234859781601	0.06245599530385531	0.0	0.1061072372915623	0.0
(-) IPO8	0.03725876001433113	0.0027465910254281223	0.12413441755078201	0.04867311401420787	0.0
(-) IQSEC1	0.0807311346812296	0.0	0.21005766428625502	0.0	0.06885855882535762
(-) IRF7	0.04749133581562033	0.08961280844955918	0.08723373014000181	0.054507560377755546	0.0760431888047488
(-) ISL2	0.01435027777856433	0.0019647191301735674	0.0004240262200982604	0.12231894659634951	0.2111031871744853
(-) ISPD	0.08555498191356745	0.23640160048470787	0.28140025615890907	0.13299950539744185	0.38179815028717584
(-) ITGA4	0.0	0.4017765615934786	0.48781723636031604	0.05836767285522288	0.0
(-) ITGB1	0.008514751616738382	0.12730322920501644	0.2082561398825247	0.0	0.027655790625299142
(-) ITGB5	0.03034069921598684	0.10075995373567452	0.039803848924443094	0.0	0.09479549060628134
(-) ITPA	0.013631882470086724	0.07131579756954819	0.0	0.09106722031101436	0.12775417775329512
(-) JAK2	0.0784778018083717	0.11750534802791139	0.020895413079531543	0.0939090422727051	0.0
(-) JAM3	0.18454548298278228	0.514342221575521	0.0	0.0	0.0
(-) JMJD4	0.07252130397550972	0.022347185229329436	0.010560795278598281	0.035877380492409953	0.025612110800721743
(-) JMJD8	0.05175018386998636	0.0	0.0	0.013361078149084915	0.1952136928194542
(-) KANK1	0.12229516229187837	0.15065168462405254	0.0	0.03921711002752083	0.028459317778097144
(-) KANK2	0.018375939259037636	0.2572416941925135	0.03807582352182376	0.0001580204128088112	0.0
(-) KAT5	0.008711442181309289	0.0	0.0	0.10275409920756765	0.0
(-) KATNA1	0.060311753402664335	0.0	0.0	0.2520470756417775	0.008985523657864786
(-) KATNAL2	0.20366928060552308	0.08961876145653296	0.005943428843713953	0.009852580447225935	0.21265486635306607
(-) KAZN	0.14513939839471235	0.0	0.25156199617554786	0.07931698308347304	0.3306598484213944
(-) KCNIP3	0.14904839385747357	0.0	0.2792468994656374	0.0	0.290966800012196
(-) KCNMA1	0.02477281805045534	0.21393191321917734	0.3204829501801635	0.00017300403504462628	0.02816170689900866
(-) KCNMB3	0.2811611966559969	0.0	0.057230734951656516	0.028490474171712285	0.22011406747267837
(-) KCNQ5	0.26922033718193566	0.1900046913478376	0.19206606359011585	0.1887897363825197	0.01142464936454902
(-) KCTD13	0.01741725842668987	0.14360187629476578	0.009071369000679397	0.04205670926982019	0.0
(-) KCTD15	0.05101163657986892	0.0	0.26429646476650237	0.0	0.21310549638702936
(-) KDELC2	0.0	0.12363903088027418	0.03375648355219309	0.09410929575983534	0.0016392524799118534
(-) KDM5B	0.13416911975361717	0.0	0.023496977543983798	0.0	0.1114742638453789
(-) KEAP1	0.01290501742810574	0.12529750644094073	0.006279034145013223	0.008619095521211395	0.009760926718323966
(-) KHDC1	0.06129579958971417	0.0	0.04936191367070162	0.19395461621107	0.34309387990990553
(-) KIAA1147	0.1271750927228528	0.026665468777284897	0.0	0.0	0.05233245716233447
(-) KIAA1468	0.0	0.0012745207392434702	0.0	0.1267678202836208	0.01821748113386441
(-) KIAA1549	0.12891494806525544	0.07169399105522961	0.001435782234035515	0.0	0.09624465399608063
(-) KIAA2026	0.1277222956108882	0.08880529493683319	0.0	0.08342898284507723	0.0
(-) KIF11	0.0	0.0	0.0	0.14137824339237917	0.0
(-) KIF14	0.0	0.0	0.0	0.1872361925545666	0.0
(-) KIF18A	0.0	0.0	0.022367430938215676	0.18611549486719173	0.0
(-) KIF1B	0.0	0.12080314757747553	0.0	0.08678009885870375	0.0
(-) KIF1C	0.019581110899712813	0.14140751416121972	0.0	0.13700211294155118	0.02321045102727652
(-) KIF20B	0.0	0.0	0.0	0.21604569680331134	0.0
(-) KIF22	0.0	0.0	0.0	0.20985709316660936	0.0
(-) KIF23	0.0	0.0	0.0	0.1742389031845903	0.0
(-) KIF2A	0.0	0.009997245006114744	0.016803925123598594	0.11679000406697405	0.0
(-) KIF4A	0.0	0.01606266354382075	0.0	0.181810413728302	0.0
(-) KIF4B	0.2094927237357013	0.12363120227764836	0.14619504143620898	0.37490438390501823	0.0959716233772149
(-) KIF5A	0.029367890141259314	0.425123327955043	0.0	0.24710472077999893	0.1893030893371067
(-) KIF7	0.06543612638679779	0.05994277614880608	0.011296834636902828	0.010303367398140018	0.08546397220592075
(-) KIFC3	0.0	0.024905772078160925	0.33549003938154537	0.0	0.0
(-) KLF11	0.1238354020747583	0.0	0.21971569274848685	0.003694904888636648	0.1948870491111784
(-) KLF12	0.11900622512861893	0.26447472186368737	0.010024518097308583	0.0	0.014088983701540386
(-) KLHDC1	0.09928940359433551	0.06353318396330648	0.2636072761638678	0.12180068406069833	0.16733931062330712
(-) KLHL2	0.018028997153332258	0.03354346424453557	0.0	0.14419995810106084	0.0
(-) KLHL24	0.4844703067423182	0.0	0.026334473916388546	0.00556488658291541	0.3487161531165928
(-) KLHL26	0.15191394301251604	0.0030016482725439223	0.08231514620566062	0.003228300448310886	0.029762168140627966
(-) KLHL7	0.03458451166613919	0.0	0.1369995135195055	0.0	0.2362547744713102
(-) KLHL9	0.24019877012071783	0.14815658642943075	0.07424212790308149	0.09779609395770897	0.42201861686540465
(-) KNOP1	0.07008453770794956	0.012580063537207219	0.05280001361791559	0.06083868680660871	0.0
(-) KPNA3	0.039632492208489176	0.0	0.05383809103534487	0.031969152167961847	0.01668840274380293
(-) KPNA6	0.0	0.050455779013534555	0.04227032288825193	0.149119345544541	0.0
(-) KRBA1	0.0	0.1693191189923134	0.009168286817028509	0.0	0.40832871085625505
(-) KRCC1	0.09606631728679746	0.057950268438254904	0.07826909731794571	0.0	0.13695663876455585
(-) L3MBTL1	0.3038709744229096	0.015348603783131477	0.008427521446048598	0.04517721708361821	0.004564200695071913
(-) LACC1	0.04027509200555397	0.0	0.30300939802667876	0.01504709791054899	0.22710566412584526
(-) LACTB2	0.09503635098311378	0.0	0.08700280783201446	0.016017012756661883	0.16228137654103364
(-) LAMA4	0.1965419382383541	0.45994853534573726	0.16500521537547275	0.0	0.061755926698975165
(-) LAPTM4A	0.040064316493441714	0.0	0.0	0.005970220844243522	0.12453851077399578
(-) LARP7	0.007765588913034034	0.0	0.0	0.10604518691158157	0.0
(-) LAYN	0.0	0.4431139782165464	0.0	0.13159162945509803	0.040715148408687
(-) LCORL	0.06396452113868902	0.020174388676114305	0.0	0.17952678848591982	0.0
(-) LDOC1	0.05801590248515642	0.1697353937425405	0.1313260308938755	0.0	0.2961608988136722
(-) LEKR1	0.27851786120851696	0.0003988819001395848	0.2806528413079885	0.4549326418225998	0.29109298539895345
(-) LEO1	0.019091645154915668	0.011818379144810667	0.0	0.10933734749959681	0.0
(-) LGALS1	0.0	0.19488763914045104	0.3403617168417442	0.07367027602833746	0.0
(-) LGALS8	0.0	0.02052226093352794	0.03842062836986471	0.0636892768880239	0.13914186166966214
(-) LGALSL	0.13541057433224213	0.0	0.0	0.009638895485813979	0.17234037268047434
(-) LIMCH1	0.19944644153004928	0.0069965087046153325	0.0	0.049465535425953104	0.27022590563621796
(-) LIN9	0.0	0.0	0.0	0.20602483619877202	0.0
(-) LINC00854	0.2128225764022182	0.26256879339359923	0.2776621674349945	0.15533165218565528	0.07305915352703461
(-) LIPE	0.13664253043572122	0.18186161988315802	0.0	0.2551001592160828	0.06979921709213603
(-) LMF1	0.2581644491838012	0.016877241480095194	0.22271463961916813	0.0	0.19139682490361404
(-) LMF2	0.0	0.06377932695424815	0.06621558697289519	0.058880867059123744	0.0013149188898668226
(-) LNP1	0.07940471893100234	0.0	0.14463110819520034	0.07734763266010974	0.036483465935734004
(-) LOXL2	0.0	0.20332509283215736	0.25070692958446056	0.0	0.02752632237056535
(-) LPIN2	0.0	0.2712245569279795	0.17304787871526117	0.0	0.06550976074764667
(-) LRIF1	0.08408192314726798	0.015860362080883494	0.0	0.016509227212093677	0.01253459663237965
(-) LRP11	0.030536798349774966	0.0	0.02687108804807241	0.08918020582387409	0.07472676127125263
(-) LRP3	0.24495582535597268	0.03191089524141146	0.0674596086914511	0.06293029138322506	0.3582407759954958
(-) LRP5	0.06194498040385553	0.0	0.05530846905134441	0.0	0.3399952685215273
(-) LRRC41	0.0	0.21598944712463874	0.05731611669042031	0.0024710866192986054	0.06330640602644148
(-) LRRC47	0.0	0.05027481494015499	0.11101507954000711	0.06844878112706043	0.08567704710293858
(-) LRRC69	0.33232336723068606	0.053906608356271986	0.2307432087752934	0.31659448688277314	0.1534836226261463
(-) LUZP1	0.015423865067867117	0.032566306144902815	0.07073492020710448	0.046465133186429974	0.0381605019944117
(-) LY96	0.06547600855632071	0.43080537847915046	0.0	0.026493698305387687	0.0
(-) LYN	0.22212989537788305	0.0	0.0	0.0	0.3979253568486169
(-) LYPD6	0.12428965253574234	0.18542743489106447	0.0	0.007581650189238145	0.1517416950844732
(-) LYPLA2	0.012469561951140842	0.0	0.0464248580893814	0.11046346882121606	0.0
(-) LYRM2	0.02513721997010488	0.014405325492154585	0.0	0.16288766923890408	0.0
(-) LYSMD2	0.1161944354511418	0.0	0.009411743156616898	0.06193781863169891	0.0
(-) LYSMD4	0.104419455988306	0.0	0.0	0.019562246502783584	0.03359799805740291
(-) LZIC	0.0	0.01871144831402934	0.013126400434300682	0.13896811298373446	0.0
(-) MACF1	0.15797695242863422	0.23388359258504163	0.08968218240895479	0.11463748994735061	0.11766126445167109
(-) MAD2L1	0.0	0.0	0.0	0.1687676642332403	0.0
(-) MADCAM1	0.42537169827281357	0.26607090389335103	0.22853322848870192	0.16729684494000613	0.2325917341757131
(-) MAEA	0.04721715799660948	0.0	0.0	0.06698571718913648	0.0
(-) MAGED4	0.0	0.26313524948273365	0.0	0.11101377491471491	0.0
(-) MAGED4B	0.0003605700788905721	0.2273049810174069	0.0	0.10543508834982246	0.0
(-) MAGEH1	0.0	0.3468334904858761	0.34208530811006416	0.10960528388506806	0.03911349066501065
(-) MAGI1	0.16010730254179864	0.014214994411575407	0.0	0.13596174945965847	0.0011668099053488254
(-) MALSU1	0.039593515897582525	0.0	0.14815609769074886	0.0	0.0
(-) MAN2B2	0.0	0.07922845853045545	0.06125933934119339	0.0	0.09428657007043095
(-) MANEAL	0.301662169076219	0.0	0.0	0.05725954383344661	0.08703059130236622
(-) MAP3K2	0.007003743930959095	0.06045563933441451	0.008846322241014807	0.0700708021576907	0.1451800243870929
(-) MAP3K3	0.020434915179073403	0.16492572603270642	0.04432767096313172	0.021733719334976778	0.0
(-) MAP3K5	0.13788889521471587	0.09169570749659053	0.036434873275601624	0.08309070599424322	0.009086576383797217
(-) MAP3K9	0.21467739710893008	0.0	0.0	0.2007883271849984	0.05283611727399178
(-) MAP7D1	0.0	0.27029498264058394	0.0	0.028894945176275784	0.0075288789856987354
(-) MAP7D3	0.014448739167460534	0.012851806032687539	0.032246874522966436	0.07045905070660988	0.007792002625434509
(-) MAP9	0.25768109188300486	0.26326070045901506	0.027692619065793393	0.032266878471473734	0.11295333159692328
(-) MAPK3	0.01822105604371583	0.10034007519171206	0.013827948969455264	0.05407599805692743	0.0
(-) MAPKBP1	0.04996590553125775	0.10115373192856444	0.0	0.05935046686986931	0.0
(-) MARCH4	0.2758720412681321	0.21212258707696355	0.2865660591028928	0.3343629370234545	0.01839153649491149
(-) MARCKSL1	0.05895159815015192	0.11479117536409546	0.036491744275568075	0.0	0.14764647198085992
(-) MARVELD1	0.0	0.0	0.037361418590282	0.13508496388069205	0.0
(-) MATR3	0.020432050931511455	0.05154011511294667	0.02161390561650736	0.10529749500062385	0.0
(-) MBNL1	0.03571184901307567	0.042318839640717094	0.10648364500486689	0.015377463040982536	0.0
(-) MCAT	0.10901054853105857	0.0	0.0	0.2291228011588986	0.054961932331167584
(-) MCM3	0.0	0.0	0.0	0.17230161530031352	0.0
(-) MCM3AP	0.04090382714801189	0.21843830354403315	0.0574106390298276	0.0	0.014281360341583225
(-) MCM4	0.0	0.0	0.0	0.1392045977654812	0.0
(-) MCM6	0.01097474294530001	0.0	0.0	0.13731086385711044	0.0
(-) MDC1	0.0005139351699264842	0.025666651361156652	0.0	0.12923155904318062	0.05544078384544412
(-) MED17	0.0	0.006741349506529387	0.0	0.08480353269238987	0.11118958594461033
(-) MED18	0.033656515479395736	0.0	0.003989209160776149	0.06042292011944176	0.0023390256984351654
(-) MED21	0.005080176672770967	0.04001165296626405	0.0	0.12295509356988164	0.0
(-) MED23	0.0	0.011584307594414015	0.0	0.11882179119904204	0.0017047853258770633
(-) MED31	0.1138142858665316	0.0	0.017279707319668998	0.02667754020748318	0.0
(-) MEF2B	0.23522723704335977	0.13799214923661213	0.03707591011144964	0.23383129860041604	0.024902984359840723
(-) MEF2C	0.2680366889160142	0.42694673713701814	0.004077290452532218	0.00019432569775352084	0.07364343258598509
(-) MEIS3	0.07184823677567143	0.2229777487622818	0.023940684229431998	0.007201145729483331	0.1472522406574949
(-) MET	0.10272032500552415	0.02552647203444232	0.19614701455094571	0.0	0.0021893826535831543
(-) METRNL	0.0	0.10198513177376616	0.3189068353578699	0.0	0.06846970153895882
(-) METTL22	0.025052228451342303	0.009273406684026264	0.08122999727645162	0.05642190450606273	0.0
(-) METTL5	0.04111094825761127	0.0	0.009453678552377503	0.042290140130736904	0.0
(-) METTL6	0.08311807251778144	0.014790280339971675	0.060282036479562796	0.014380372744527057	0.005752989162001583
(-) MGLL	0.0	0.0	0.4937179043554022	0.06397181703610963	0.0
(-) MGRN1	0.06111428849421855	0.1870311549123197	0.03001599807782612	0.017162100282529683	0.08938951301264553
(-) MGST2	0.156989895011885	0.04850088297757862	0.0	0.06960796509047848	0.21597652419685143
(-) MIB2	0.04489518691369267	0.18066103829176108	0.09705748095530123	0.03200528228601017	0.15886186669974736
(-) MICB	0.10529753820455878	0.04680281535447942	0.16373031909329766	0.10065362978595375	0.0
(-) MID1	0.07617847224728137	0.0	0.0	0.10121085112088499	0.013341036838733788
(-) MIS18A	0.0	0.0	0.04753686720974606	0.20342364918901465	0.0
(-) MKNK1	0.10132521495588576	0.0	0.0	0.027704499201127886	0.012467730031320345
(-) MLF1	0.05005537167023116	0.23970961045561842	0.0491011636029154	0.0	0.0
(-) MLH3	0.02929908416530533	0.00044033857282335415	0.1201477463655208	0.11988065277051366	0.03567226757033067
(-) MLLT3	0.27413883265208216	0.06146957350259796	0.045879633414785626	0.0482863355866973	0.5428972373742683
(-) MLYCD	0.28244466732899076	0.0	0.0054447385379662715	0.049043902633285376	0.1990452948933555
(-) MME	0.0	0.09423893610986067	0.583282387732296	0.17982252820301098	0.0
(-) MMP2	0.016713571698289076	0.3078663684420654	0.26949605653103426	0.0	0.02487603782994344
(-) MMS22L	0.0	0.011896596587989137	0.0	0.24792620129719561	0.0
(-) MOCS1	0.013073388024678874	0.1824995282289547	0.0	0.008138651404116116	0.09537995671586325
(-) MORN2	0.17762651357578416	0.0	0.019306122446369905	0.0	0.04947717771291522
(-) MOXD1	0.19036989881208427	0.3681835504881928	0.0	0.03134981433429881	0.12723724027087835
(-) MPDU1	0.11771678660946193	0.0	0.0	0.053171514035423174	0.03176529343060291
(-) MPHOSPH10	0.03453813638385046	0.0	0.07582151424850204	0.09890435650630855	0.0
(-) MPHOSPH9	0.0	0.002533094594899145	0.0	0.11964975541029345	0.0
(-) MPLKIP	0.06027349887319698	0.013566699269869755	0.14765911338769036	0.0	0.06192537796407991
(-) MPP3	0.0	0.04630413213597888	0.10439319058040146	0.09465901799541804	0.05297868292403439
(-) MPP6	0.09725676715040196	0.0772184531046939	0.10191517251409969	0.0028949392563703165	0.0
(-) MRAS	0.04063926643553327	0.2609042125733159	0.06326087318472699	0.0	0.11283256036230042
(-) MRC2	0.06952374021405619	0.2661131272500298	0.05620522161979032	0.019620212686963866	0.11308245438369777
(-) MRGBP	0.06277113012215858	0.014369919259120525	0.11151902758988358	0.01615711441302811	0.0
(-) MRI1	0.12801750213828772	0.03148597837035168	0.048562540448304194	0.03311932054201416	0.0
(-) MRPL1	0.0	0.0	0.0	0.15147241592302238	0.0
(-) MRPL18	0.0	0.0	0.0	0.20143630785868813	0.0
(-) MRPL32	0.040861474404917913	0.044762852996791516	0.0031472359453827738	0.031468237914426565	0.0506973411338714
(-) MRPL41	0.07225954507802644	0.0	0.2159190975493925	0.0021867764694820124	0.0168108396760743
(-) MRPL48	0.0	0.0	0.0	0.12870763262668233	0.047406772910008714
(-) MRPS16	0.023375316760631752	0.0	0.0	0.1283435207146343	0.0
(-) MRS2	0.06976657669954923	0.0	0.0	0.0	0.10988414380321018
(-) MSN	0.0	0.17197723883279606	0.029196365977404715	0.0	0.0
(-) MTFR2	0.0	0.0	0.0	0.2779240467635602	0.0
(-) MTMR1	0.004991989102158306	0.0	0.0	0.039430337554304966	0.10112406494063994
(-) MTX3	0.046028705666478494	0.24952793440576893	0.0	0.04077092924015843	0.0
(-) MUM1	0.0	0.1979118751160381	0.01895757580600514	0.026233398065281882	0.05871793623013904
(-) MVP	0.07611326746020072	0.052644487869685376	0.20706395257015095	0.0	0.0
(-) MXRA7	0.03856580608986089	0.22245002562390015	0.0	0.0	0.002760966190911736
(-) MYD88	0.0	0.0	0.0	0.09105161230663428	0.2676704544946366
(-) MYEF2	0.3101893345573765	0.30606743669847825	0.0	0.035452294698134615	0.0006013701665026379
(-) MYH10	0.07701050025102608	0.0	0.0	0.0798765481983757	0.2322794156316302
(-) MYL6	0.06949659809504485	0.14553677070362878	0.2897633605970965	0.05167674604456723	0.12772560845251396
(-) MYLIP	0.0341202931356596	0.0	0.03661709058410272	0.0	0.2651383988515722
(-) N6AMT1	0.23668001271748684	0.039479948408734665	0.0	0.0	0.06395381058818367
(-) NAA15	0.0	0.0	0.0	0.1361097752817035	0.0
(-) NAA50	0.01993382030032438	0.0	0.06992741754867718	0.05094580399333911	0.0
(-) NAA60	0.21970858559930861	0.13909996254144244	0.05334561814274498	0.13375774307748645	0.24835803904032108
(-) NACAD	0.06838494911273016	0.4463403012949753	0.0	0.0	0.35880714672890657
(-) NADK	0.003095306250396357	0.0	0.1648952096330022	0.06322292435439779	0.0018436853961669923
(-) NAF1	0.07711854602978042	0.0	0.0	0.13713906628046965	0.0
(-) NAPB	0.0017848825442174966	0.0	0.0	0.025945097347339737	0.1772805969579624
(-) NAV1	0.0	0.18237590214985971	0.26268116648352424	0.0	0.041123399194361844
(-) NBPF14	0.0603923565200073	0.0	0.0	0.07504773788558201	0.0
(-) NBPF15	0.0	0.09741860658138111	0.0	0.08063556203435222	0.06920371099855392
(-) NBPF20	0.010169363685864938	0.08969250168124072	0.017982391625887637	0.14056646833118047	0.0
(-) NBPF9	0.011613279733755333	0.03895180579893206	0.005160015106457946	0.10643929506612972	0.0
(-) NCDN	0.007643631018440486	0.1631112836769019	0.011433661124102726	0.024471783076589537	0.021230646428861365
(-) NDC80	0.0	0.0	0.0	0.1762755626445139	0.0
(-) NDUFA10	0.17353281668760845	0.0	0.1883702481451467	0.09168509031468199	0.0
(-) NDUFA5	0.25351709093660435	0.04850637485857798	0.18406831741951135	0.06648235705503897	0.12038141563249473
(-) NEDD8	0.10057175525151721	0.0	0.18977704148015484	0.2470049978758	0.12902478778188578
(-) NEK11	0.19826309991620877	0.008174065268887925	0.04696853561844677	0.12850992863711197	0.18530409995611347
(-) NEK2	0.0036401257867118425	0.0	0.0	0.1841635841101059	0.0
(-) NEK9	0.016453563802177048	0.00840234641946618	0.03421286028978087	0.05820926312550398	0.07028462631452564
(-) NETO2	0.3030194258473869	0.0	0.0326134374926335	0.12149266179903681	0.20314658387786488
(-) NEXN	0.0	0.37861690870297965	0.24454289846965996	0.11620291132911756	0.12760316738703295
(-) NF1	0.08584700075458676	0.0	0.08366253911103722	0.0866644195516496	0.0
(-) NFIC	0.015139931976123086	0.2524712866450899	0.03804342514527713	0.0	0.013121732615790537
(-) NHEJ1	0.10102585477359559	0.004535309400519199	0.09924659298987892	0.16840709319634478	0.0
(-) NID1	0.0	0.21612088379085462	0.0	0.14325000877913516	0.1985854818284848
(-) NIT2	0.11782223625074816	0.0	0.0	0.0	0.0
(-) NKIRAS1	0.059036480581025626	0.0	0.0	0.10196646784094905	0.0
(-) NLRC4	0.5393758136834337	0.09733903460143836	0.13410590004636916	0.32519441291462053	0.11961132952378145
(-) NME3	0.0344510169648306	0.039786621748966605	0.04036721830690361	0.11293057062129001	0.04452904760718259
(-) NME6	0.018852139043715146	0.0032297839462391426	0.012087940224458549	0.07613555057615028	0.029446062378613833
(-) NME7	0.02890223726081671	0.10450311985203323	0.011290671158431983	0.10912835980423566	0.015845009911916463
(-) NMNAT1	0.032358890210080066	0.06355345421638442	0.018566303420943096	0.10331205861962439	0.034624740435848525
(-) NMRAL1	0.0853496100995345	0.0	0.02179908060444483	0.08328221719352707	0.0693164446585385
(-) NNMT	0.09556367725413425	0.3085461724001509	0.36140588678671653	0.0503367279622991	0.305813863975607
(-) NOC3L	0.0	0.0	0.0	0.20324953680737914	0.0
(-) NOMO1	0.009800662689369999	0.16637737379839798	0.02327084960341001	0.00481976101386278	0.017244425265500598
(-) NOMO2	0.05873917070547784	0.18824819145187702	0.03129573271897356	0.0005324108627998377	0.019763644783381464
(-) NOP10	0.06447788589941605	0.0	0.0	0.0627211531662188	0.0
(-) NOP9	0.020422167507523962	0.008610613284712985	0.0	0.0779135048858802	0.011521376883540671
(-) NPAT	0.0	0.0	0.0	0.1574225763865205	0.02571208981416512
(-) NPEPL1	0.1364859341629288	0.0	0.0	0.002342825431176763	0.3377378583715915
(-) NPIPB15	0.2070680139495997	0.16284553675688182	0.012655463705586338	0.15255885324719998	0.10682587810610707
(-) NPR2	0.17507365615926684	0.3858048840580095	0.15373586007091544	0.0	0.04331798490757087
(-) NPTXR	0.026932166950011157	0.11840532270611029	0.2047285259674344	0.0	0.2999090599481726
(-) NQO2	0.0	0.1025293716386434	0.01805105798960774	0.01946601823546724	0.13670025427351434
(-) NR2F2	0.1350481608486941	0.0	0.2506419851230371	0.004767186533394612	0.0
(-) NR3C1	0.0703814426173809	0.1720357959735745	0.3170459160948973	0.13080261830331344	0.16915164522445847
(-) NRN1	0.00016038741180732742	0.44612291386944886	0.08142688354183336	0.0	0.11123225476624214
(-) NRSN2	0.0	0.10266870452739936	0.0	0.016342287814631734	0.25213280988963815
(-) NSD1	0.0	0.009795507304525775	0.0	0.006381297317277182	0.1440782028229827
(-) NSF	0.05903139675354493	0.06627662859811023	0.02626090238412785	0.008564155116022171	0.0
(-) NT5DC1	0.19035031274650988	0.0026822510979831182	0.02266424688277974	0.08437900309648133	0.0
(-) NTPCR	0.0	0.01905455446401643	0.07778960557802152	0.12154984802250464	0.0
(-) NUB1	0.07596197979396693	0.08422303047499476	0.16030440893326844	0.0	0.1079392635488416
(-) NUDCD3	0.0	0.08539432550582256	0.1453560628624168	0.0	0.032926317727524385
(-) NUDT11	0.06476883748793225	0.21830213325878187	0.0	0.08322759581946214	0.19392698414837234
(-) NUDT12	0.18914674876078352	0.0028585110674589115	0.0	0.01739244445174755	0.0
(-) NUDT14	0.06309440114057664	0.0	0.19596737038141382	0.0	0.016973736854472517
(-) NUDT15	0.011501642041368769	0.0	0.0038769282246143414	0.1535453026327299	0.022125786440074725
(-) NUDT2	0.2076647603844714	0.06179506586809313	0.0766859645206719	0.0034301913971925032	0.07070303835077321
(-) NUDT9	0.033439713264782504	0.0116521858775912	0.14926125677006177	0.0	0.0
(-) NUF2	0.0	0.0	0.0	0.1818082780070421	0.0
(-) NUMBL	0.08790887546775063	0.14350916701621225	0.007154322016015857	0.0	0.006906399497315142
(-) NUP107	0.007590791577252497	0.0	0.0	0.20200744542997603	0.0
(-) NUP43	0.0	0.0	0.0	0.16876790647726428	0.0
(-) NUP54	0.0	0.0	0.0	0.1658251784502874	0.0
(-) NUPR1	0.1065790623790624	0.18679230885851714	0.10376749111999692	0.061605180209298796	0.02003127802197961
(-) NUS1	0.006791204621276547	0.02130178963299542	0.0	0.16186704643070962	0.0
(-) OCEL1	0.3656451672314765	0.20238433775685155	0.12048831875081167	0.08238221554998115	0.008183774066515739
(-) OCLM	0.2189224240061374	0.08980654135578806	0.0796386006974883	0.1598261606819327	0.007019934898878758
(-) ORAI3	0.35183872710259567	0.1231990185438288	0.2389692858910175	0.07395679291472357	0.11084868720141403
(-) ORC1	0.0	0.0	0.0	0.21092794371381313	0.0
(-) ORC2	0.035549023018969166	0.0	0.0	0.12047890732498949	0.0
(-) ORC3	0.0	0.026282146433457148	0.0	0.17758796325964796	0.0
(-) ORC6	0.0	0.0	0.0	0.1543139835862653	0.0
(-) OSBPL7	0.19454803800087886	0.1207317094029834	0.0	0.04418551763841383	0.0004412972948261486
(-) OSMR	0.044505903463378876	0.05150640056374542	0.07234599324303201	0.0	0.027299601744482625
(-) OST4	0.0644473269941122	0.0	0.21445477290148948	0.0	0.0
(-) OTUD7A	0.2989676507653312	0.10345996041086471	0.2005985142870253	0.4274438765314332	0.20003099193663434
(-) OXCT1	0.0	0.10281220128974068	0.0	0.12095278910235129	0.0009967344162609027
(-) OXSM	0.1361541755028778	0.0	0.01675068753926277	0.0	0.0031388617972966226
