	P0	P1	P2	P3
(-) KPNA6	0.0	0.04026540399212999	0.0184555835223709	0.16317044229188166
(-) KRBA1	0.30959100426408354	0.14284520146188526	0.0	0.0
(-) KRCC1	0.14946711861312628	0.051692447263866154	0.0722284306352883	0.0
(-) L3MBTL1	0.131158377403271	0.00954532528166926	0.1508673577816096	0.06328727119399136
(-) LACC1	0.1949636474211766	0.0	0.17918031802714468	0.013611480677309303
(-) LACTB2	0.1607878977861048	0.0	0.08272781475159831	0.026181944536392977
(-) LAMA4	0.09963136406730136	0.35674801559658925	0.22372143432762587	0.0
(-) LAPTM4A	0.12229330634181754	0.0	0.0	0.006623015460035312
(-) LARP7	0.0	0.0	0.0	0.11647866369106956
(-) LAYN	0.0	0.3540621709818809	0.0	0.13817369251633496
(-) LCORL	0.02815050725670719	0.013708766784670028	0.006321072412917897	0.20393815919413816
(-) LDOC1	0.26005820416250836	0.1517635439166275	0.04783524479751889	0.0
(-) LEKR1	0.32373293544770154	0.015765620693315545	0.26100106499313885	0.5122857824270999
(-) LEO1	0.0	0.007707550693427223	0.0	0.12510669321322448
(-) LGALS1	0.0	0.16149158231111863	0.21842450858128737	0.07626004712503633
(-) LGALS8	0.08634101939528462	0.033607235853840685	0.0	0.07448715135934145
(-) LGALSL	0.21164068712246098	0.0	0.008294818287003689	0.02060709765954783
(-) LIMCH1	0.36192598906531837	0.0013110101427647172	0.0	0.05814340207562265
(-) LIN9	0.0	0.0	0.0	0.22302094143576798
(-) LINC00854	0.1063991716230659	0.21337062031753534	0.28093248936715753	0.18352180724023065
(-) LIPE	0.12507989887738405	0.1352673328500298	0.0139223011222151	0.2932429139599224
(-) LMF1	0.2649694503468125	0.02205769923345352	0.2279633219845457	0.0
(-) LMF2	0.0	0.049470665572059244	0.04159059850826748	0.06414418153784224
(-) LNP1	0.05215952083746655	0.000488463301633512	0.12311622188761537	0.09026813946209354
(-) LOXL2	0.0	0.17494821542249536	0.14928304082399857	0.0
(-) LPIN2	0.026038366309923813	0.2196132469652677	0.1147137745689696	0.0
(-) LRIF1	0.05612539029061913	0.0089173799329412	0.028563309718036358	0.019003942176932673
(-) LRP11	0.06704797232802424	0.0	0.03109205652120441	0.09393473986125472
(-) LRP3	0.4141781725255676	0.02706594412791587	0.0851857817019683	0.07114932828171935
(-) LRP5	0.30566834965256884	0.0	0.016229069252751888	0.0
(-) LRRC41	0.03192326023128078	0.17197585980196742	0.03011573559789864	0.001497771406716392
(-) LRRC47	0.046544570607163216	0.04171244562391311	0.0635179983864473	0.07779210442609881
(-) LRRC69	0.2373512253052529	0.049990281788873846	0.2766274310603644	0.3703188503991497
(-) LUZP1	0.029878949564436742	0.025129327464970153	0.05237075989232492	0.05004809613365086
(-) LY96	0.0	0.33111907847569805	0.041810233359302576	0.0313255287594855
(-) LYN	0.47426398763318	0.0	0.0	0.0
(-) LYPD6	0.22458511423872574	0.13114946818129394	0.0	0.005206112459165967
(-) LYPLA2	0.0	0.0	0.03468406981499948	0.1241677264994392
(-) LYRM2	0.0	0.010368627385572487	0.0	0.18507772606482478
(-) LYSMD2	0.027832241005061393	0.0	0.07661281414112137	0.07250407373575783
(-) LYSMD4	0.07806376117114518	0.0	0.02960266335579387	0.030356188837983036
(-) LZIC	0.0	0.01370870746610031	0.0021241231306317206	0.1537598149267773
(-) MACF1	0.15069536098499073	0.1877823594937141	0.11110571361616457	0.12925596375795073
(-) MAD2L1	0.0	0.0	0.0	0.18208508339478097
(-) MADCAM1	0.35569001876748024	0.21375666886646247	0.3035061288098507	0.20264325538448016
(-) MAEA	0.003841536755524215	0.0	0.015066236657319746	0.08212842064308275
(-) MAGED4	0.0	0.19559940278343818	0.005430669151939712	0.11585886245120429
(-) MAGED4B	0.0	0.16866213397116	0.009850004205642327	0.10955059130554558
(-) MAGEH1	0.0	0.2957607457913231	0.15695866748511683	0.12346005005209611
(-) MAGI1	0.07015273422937601	0.010582412686156235	0.05293804162835399	0.15862509557986196
(-) MALSU1	0.003757173771231978	0.002158724076571398	0.11404792509003232	0.0
(-) MAN2B2	0.05601449497331401	0.07768473521862015	0.022215616539103183	0.0
(-) MANEAL	0.21216796563092982	0.0	0.09201571731936933	0.08346813295627432
(-) MAP3K2	0.11454153480132383	0.04686467469489855	0.0	0.07076295496135297
(-) MAP3K3	0.0	0.12369695147399297	0.05480394392637289	0.02026772811621617
(-) MAP3K5	0.045730043776320485	0.06860269172198652	0.10559873556543711	0.0968526224378033
(-) MAP3K9	0.17819094928498708	0.0	0.01188770027095035	0.23877190254649874
(-) MAP7D1	0.0	0.20994492773168666	0.0	0.028527776083860555
(-) MAP7D3	0.0033874937490130643	0.011505275156828476	0.03080399853590781	0.07815863973865043
(-) MAP9	0.21113418608652684	0.20586162354782048	0.10704567365840997	0.043650892194597675
(-) MAPK3	0.0	0.07929816638942656	0.01086938002288604	0.0628224838082816
(-) MAPKBP1	0.020725796426591447	0.07491656124632638	0.0026938282904160377	0.07300632450011703
(-) MARCH4	0.08185320299110121	0.18072510963826702	0.3107153301867103	0.38828281893823263
(-) MARCKSL1	0.14942972473830762	0.08710201658000277	0.024707799324628653	0.0
(-) MARVELD1	0.0	0.0	0.008978705763948616	0.15019154789795836
(-) MATR3	0.0	0.036383425373489674	0.03035768117390673	0.11686741619192989
(-) MBNL1	0.0	0.032827489096154315	0.10319314167786835	0.018576537853821663
(-) MCAT	0.09932288244419055	0.0	0.004383485110999136	0.2636406689782902
(-) MCM3	0.0	0.0	0.0	0.18574938197207702
(-) MCM3AP	0.00736379680304977	0.1751279129971994	0.06642067887323129	0.0
(-) MCM4	0.0	0.0	0.0	0.14987811358539027
(-) MCM6	0.0	0.0	0.0	0.15198414254506667
(-) MDC1	0.04017353123755113	0.017681182670849168	0.0	0.13964656130268033
(-) MED17	0.07468160197782459	0.005226855850523354	0.0	0.09045938234808841
(-) MED18	0.015861466783562216	0.0	0.015518971935027333	0.06852973765279609
(-) MED21	0.0	0.026425564070738903	0.001443489195375201	0.13479123039538538
(-) MED23	0.0	0.008912044319946555	0.0	0.13134778666654456
(-) MED31	0.038215939045658634	0.0	0.0654041984166391	0.03743100489793434
(-) MEF2B	0.12310561998098349	0.10007205944674075	0.11885474288720557	0.2696559040008628
(-) MEF2C	0.16462049135600743	0.3208633884773942	0.12372891872426325	0.016675134331310303
(-) MEIS3	0.15292125524279848	0.17778808334135765	0.020661353618537902	0.004829141134090729
(-) MET	0.02198093172260409	0.030784993445317835	0.18240046184359388	0.0012020720224164166
(-) METRNL	0.012260025045621074	0.10363420772180933	0.18645303741012606	0.0
(-) METTL22	0.0	0.008205372970467653	0.07087740029772249	0.06376621437595983
(-) METTL5	0.0013071208124065025	0.0	0.031976339776899065	0.05156239737118955
(-) METTL6	0.025052335893248432	0.015680906542236032	0.08692989511095721	0.020625104764440332
(-) MGLL	0.0	0.0	0.3115195942342124	0.06726077566317265
(-) MGRN1	0.08342368277654903	0.14082947450138536	0.05437840418953599	0.016421816363063172
(-) MGST2	0.26705037580623925	0.03475884439415271	0.0	0.08984372958316143
(-) MIB2	0.13243046530460612	0.14272861757094615	0.06918909711717854	0.0354318346064445
(-) MICB	0.046079677461656435	0.042256562262005234	0.12919314653762523	0.1184892421548067
(-) MID1	0.04969836919925586	0.0	0.0	0.12277409035111202
(-) MIS18A	0.0	0.0	0.015219919621578117	0.22343075327856804
(-) MKNK1	0.0680159987034316	0.0	0.03058621066720087	0.03177959160358673
(-) MLF1	0.0	0.19279321063181418	0.06114856259464388	0.0
(-) MLH3	0.027933966671212604	0.004961937833245342	0.0854572717513975	0.1337970500011032
(-) MLLT3	0.5652953254999554	0.04248765864598448	0.07690592664585075	0.06030618246166925
(-) MLYCD	0.3125728761656752	0.0	0.07890349272099098	0.06382740401028111
(-) MME	0.0	0.09126948185842751	0.3722227174078801	0.18846882421844166
(-) MMP2	0.0	0.24714200104320774	0.19460649599167582	0.0
(-) MMS22L	0.0	0.0044877918667421334	0.0	0.27106016094477015
(-) MOCS1	0.09019867899179633	0.1335275763323232	0.0	0.0026634080100494156
(-) MORN2	0.1331835951920388	0.0	0.07716992979486889	0.0
(-) MOXD1	0.21067150588069045	0.2867779403095353	0.004821135307875664	0.04467075212825214
(-) MPDU1	0.07233056393995749	0.0	0.047045197843001964	0.06667504844432631
(-) MPHOSPH10	0.0	0.0	0.08069104251209432	0.10739974168066907
(-) MPHOSPH9	0.0	0.0	0.0	0.12890220378382594
(-) MPLKIP	0.0664421915936279	0.023506361625364576	0.10755623233379237	0.0
(-) MPP3	0.01596272482314396	0.04717031804666186	0.061769893621801804	0.10566918082272339
(-) MPP6	0.019652489820530597	0.06741843635219841	0.1130163501065649	0.011494208859877467
(-) MRAS	0.10595299933590666	0.20052763403722756	0.04767068134623045	0.0
(-) MRC2	0.10848302201984757	0.2086918709725207	0.06710250670740568	0.015061486641827793
(-) MRGBP	0.0025398870043021817	0.01678503177036701	0.11540123972903786	0.019743381149022195
(-) MRI1	0.04381243915471496	0.023467043462285644	0.09982203300309671	0.041703208241916964
(-) MRPL1	0.0	0.0	0.0	0.16291969758194894
(-) MRPL18	0.0	0.0	0.0	0.21996003001161563
(-) MRPL32	0.047121191559561515	0.035684694103577455	0.019128053842517354	0.03971653385545737
(-) MRPL41	0.028765395416260123	0.0	0.1748677415542988	0.007897114494805697
(-) MRPL48	0.026775875317164355	0.0	0.0	0.14033139712064352
(-) MRPS16	0.0	0.0	0.0010386382010076245	0.14768330882433783
(-) MRS2	0.14125577586536503	0.0	0.0	0.0
(-) MSN	0.0	0.13181029430265212	0.01674925492043078	0.0
(-) MTFR2	0.0	0.0	0.0	0.30311134661017114
(-) MTMR1	0.091731934568267	0.0	0.0	0.037047210663309814
(-) MTX3	0.0046230277201076584	0.19475476373827172	0.0	0.05334237723044703
(-) MUM1	0.037476942427321996	0.15642721482281724	0.006118327027907772	0.027608822402595892
(-) MVP	0.0	0.0493125133004526	0.19245594755056245	0.0
(-) MXRA7	0.016484263088215406	0.16982624507705996	0.014502828916535628	0.0
(-) MYD88	0.18791000136869732	0.0	0.0	0.09340675716899852
(-) MYEF2	0.1702692684946138	0.2367203998408207	0.05760289109256783	0.06759697097250403
(-) MYH10	0.2279869242054066	0.0	0.0	0.0840124400181989
(-) MYL6	0.09593791836280895	0.1302904533726366	0.21120381718882925	0.060259978197936284
(-) MYLIP	0.2186304971872075	0.0	0.016844154582838805	0.0
(-) N6AMT1	0.1918219804478128	0.028776556016181336	0.06429493742020286	0.0
(-) NAA15	0.0	0.0	0.0	0.1458198659079251
(-) NAA50	0.0	0.0	0.06846510018315036	0.054046042280849686
(-) NAA60	0.3020925353016945	0.10687123782926596	0.07902264382471691	0.1611415544798683
(-) NACAD	0.3178065402652361	0.3472931828202134	0.0	0.0
(-) NADK	0.0	0.0	0.11329036586393113	0.06702726920254402
(-) NAF1	0.014303235107398357	0.0	0.007927745503747998	0.16479862891763628
(-) NAPB	0.1358831700540327	0.0	0.0	0.023823108664034382
(-) NAV1	0.0	0.16302107522689924	0.14439287310354368	0.0
(-) NBPF14	0.02893159646584431	0.0	0.015955016191507153	0.08456976456291622
(-) NBPF15	0.05031716977481861	0.07454064238995241	0.0	0.08442422090946139
(-) NBPF20	0.0	0.07095394134690623	0.012338816812189549	0.15364021515677675
(-) NBPF9	0.0	0.02959184680754974	0.008391199783234788	0.116160254259424
(-) NCDN	0.010367820286472531	0.12625303370513938	0.013703489687902243	0.027201051827742538
(-) NDC80	0.0	0.0	0.0	0.19092070895000865
(-) NDUFA10	0.057092035426348	0.0044040155385092015	0.2048917301193026	0.1099126810226511
(-) NDUFA5	0.19916489859128816	0.04542211319307369	0.21172144653829417	0.08633334887218536
(-) NEDD8	0.10834447187920553	0.0034198571277167565	0.16369895070509946	0.2814704261046187
(-) NEK11	0.23126686854445083	0.012891257728696159	0.0866505542789904	0.15201839996213984
(-) NEK2	0.0	0.0	0.0	0.2008017558059099
(-) NEK9	0.06233221432812925	0.010238527991923272	0.01288774646732947	0.06552659052404382
(-) NETO2	0.32290336861160457	0.0	0.09011722047761171	0.15628539321676568
(-) NEXN	0.052043981061392235	0.3042991594604447	0.16231210654462783	0.1273897443590012
(-) NF1	0.004351829626909774	0.0007051701498598558	0.11265249438129028	0.0998947591905308
(-) NFIC	0.0	0.1984274360598221	0.0418413241999925	0.0
(-) NHEJ1	0.012109427084903448	0.005919117802321645	0.12011246344238069	0.19457192399716092
(-) NID1	0.13205677370466748	0.16879381596778134	0.0	0.1495237640361407
(-) NIT2	0.06144462963428634	0.0	0.03229586206371672	0.0
(-) NKIRAS1	0.017430298715306266	0.0	0.0	0.1231018307165406
(-) NLRC4	0.32693463889153523	0.07435700508798175	0.29555515066827603	0.390395252797174
(-) NME3	0.0345087710395446	0.036987674063516385	0.036422028790192996	0.12793894229755945
(-) NME6	0.03767675653648816	0.0032051753339933167	0.0	0.08678011623310083
(-) NME7	0.012592721300235412	0.08597901429521569	0.01668653558826262	0.12332491466291651
(-) NMNAT1	0.03165923479487265	0.04945524585936214	0.021249755423515603	0.11873193237478326
(-) NMRAL1	0.11691715080230781	0.0	0.01748538948342882	0.0941655898898213
(-) NNMT	0.2604637613002993	0.2650047689976224	0.22749850799813381	0.05261528745849055
(-) NOC3L	0.0	0.0	0.0	0.21937620984834252
(-) NOMO1	0.009453444840143595	0.13103677948059952	0.02249497642510896	0.003008432842337406
(-) NOMO2	0.03354845465594165	0.14603177694822703	0.05192710003923989	0.0
(-) NOP10	0.009341432197579526	0.0	0.029847414684421574	0.0787972219690808
(-) NOP9	0.015105154207789896	0.004754385481609345	0.006549726497140664	0.08698090322021197
(-) NPAT	0.004512439768737487	0.0	0.0	0.17191790189639125
(-) NPEPL1	0.36039484342923483	0.0	0.0	0.002786649625998477
(-) NPIPB15	0.19533100064636613	0.13112379788005782	0.048288908116568316	0.1788204270106766
(-) NPR2	0.0821617279952811	0.3081141942572903	0.18849029541448337	0.0
(-) NPTXR	0.21967410741464494	0.10585386353716451	0.12265686041257894	0.0
(-) NQO2	0.10100281353898297	0.08538567938671007	0.0	0.018332453037180164
(-) NR2F2	0.02390326582043628	0.0	0.23514486432653164	0.017338511285219342
(-) NR3C1	0.1271094412557378	0.15327213538800522	0.21765737684807174	0.14582106037069842
(-) NRN1	0.06800806047055787	0.34858563286534117	0.04823616787595211	0.0
(-) NRSN2	0.17026709179162686	0.08482299412600686	0.0	0.012990145470346024
(-) NSD1	0.10917138682990028	0.01077540585551123	0.0	0.0007397087440441507
(-) NSF	0.007204842828029054	0.051051869783947885	0.055936018049809876	0.014508992500533974
(-) NT5DC1	0.07693262240334495	0.0036748054381791264	0.0858683061882429	0.10525117194340963
(-) NTPCR	0.0	0.020442036936936237	0.0328388637700652	0.13587194225184535
(-) NUB1	0.11430120657322337	0.08258132680211423	0.10667526508402765	0.0
(-) NUDCD3	0.00416996980889876	0.0775955954322065	0.08751330791315748	0.0
(-) NUDT11	0.16164217813650608	0.17185546120130005	0.024876603808510398	0.08585683646944392
(-) NUDT12	0.11234659546446382	0.002077697424220146	0.016028452153720493	0.04003521497732203
(-) NUDT14	0.027692173760963307	0.0	0.15879418492696576	0.0
(-) NUDT15	0.02294241944609739	0.0	0.0	0.1695724564975142
(-) NUDT2	0.14694396480423635	0.057815649263426284	0.11721319612622157	0.018261586238560237
(-) NUDT9	0.0	0.013560497852996184	0.12676962770501343	0.0
(-) NUF2	0.0	0.0	0.0	0.1973957491897496
(-) NUMBL	0.03759941783763525	0.10929963033052024	0.0535408293058386	0.0
(-) NUP107	0.0	0.0	0.0	0.22293674793703658
(-) NUP43	0.0	0.0	0.0	0.18358356772459902
(-) NUP54	0.0	0.0	0.0	0.1781261217959943
(-) NUPR1	0.037722381123502534	0.1466121491061967	0.13731715833393235	0.06546003832968328
(-) NUS1	0.0	0.015463046854106922	0.0	0.17975478125290417
(-) OCEL1	0.16264828930775677	0.15803034907456395	0.23749529888449356	0.10751507067546055
(-) OCLM	0.0899326061142343	0.06725683837787229	0.14747809046997193	0.19229002120032349
(-) ORAI3	0.23715054782473063	0.10524348041209343	0.2843823814672875	0.09828832139477589
(-) ORC1	0.0	0.0	0.0	0.229049290482568
(-) ORC2	0.0	0.0	0.013114166162045414	0.13820682181246172
(-) ORC3	0.0	0.016378417712139662	0.0	0.19386185397334507
(-) ORC6	0.0	0.0	0.0	0.16675898500363603
(-) OSBPL7	0.08139998777767705	0.08771095432482638	0.09189694126787366	0.05777764245448642
(-) OSMR	0.0256259116909945	0.04608915377809384	0.07298969933718935	0.0
(-) OST4	0.003038120524362801	0.0	0.18220777945276104	0.0
(-) OTUD7A	0.270703915728153	0.08729469664181799	0.2203218205102518	0.4889228377744399
(-) OXCT1	0.0	0.07644277161136477	0.0	0.12922715077558863
(-) OXSM	0.06487250109311543	0.0	0.0749253326752505	0.0
(-) P2RX4	0.08758960133538486	0.0	0.09287956473901762	0.007181982123012844
(-) P2RX7	0.01598862066723814	0.3701751251814163	0.14072947533338245	0.055190908035450695
(-) PACS1	0.0	0.17634280338747968	0.11233733134790387	0.0
(-) PAFAH1B2	0.019479448664281678	0.09074922491161112	0.0	0.07935391893859482
(-) PAFAH2	0.012363963767806227	0.0	0.027535941046706654	0.07015107423348207
(-) PALB2	0.0	0.0	0.012815413315573329	0.1566251416226301
(-) PALLD	0.09308288231949247	0.2052020205715452	0.0	0.05150275178152451
(-) PAM	0.21338348948614846	0.2295186816402443	0.18667492752611084	0.004974800185587561
(-) PANK4	0.0	0.022563753015528303	0.08530631646572118	0.09145100334308692
(-) PAOX	0.3459653858805929	0.02647500072540081	0.0	0.12529962557996796
(-) PARD3	0.14253901422403484	0.0	0.08498490445145264	0.25832672971161036
(-) PARD3B	0.23775142351786063	0.060203257881632465	0.06507856182691092	0.017985749978807017
(-) PARG	0.025745060798597005	0.0	0.0	0.16079928580776226
(-) PARK7	0.003245876787862323	0.014944800467619965	0.10877122731307143	0.06197265413688673
(-) PARP10	0.05341956582922604	0.1303852617177626	0.08774329404823517	0.0
(-) PARP3	0.016713483388458912	0.08211395739198628	0.21567210100793532	0.0
(-) PARP4	0.05288753931464868	0.0	0.0	0.12350799397349356
(-) PARVA	0.1341534870365776	0.08147962423837425	0.06169547472073242	0.0
(-) PAXBP1	0.017806046541249572	0.02690819615080495	0.04930698482041455	0.11276868844110058
(-) PBDC1	0.029034127563971748	0.14493432885448226	0.03539643711932426	0.0
(-) PBK	0.0	0.0	0.02202969175921534	0.1570788004158721
(-) PCDHB10	0.041903611784640325	0.1714817510122223	0.16830734693713015	0.0
(-) PCDHB9	0.07528593306003382	0.1661057731399318	0.1955798179162782	0.0
(-) PCED1A	0.3078782788547883	0.12376361195554811	0.0615575388187522	0.21150278222560345
(-) PCMT1	0.003804156267577123	0.0	0.0	0.17713789620319892
(-) PDCD2	0.0	0.0	0.0	0.1615024233319723
(-) PDCD5	0.0	0.0	0.03888801991502262	0.26581712862679435
(-) PDCD6	0.05032706836792592	0.0	0.1304728211179608	0.0
(-) PDCD6IP	0.017866979966021428	0.01787323950741077	0.07767099923537914	0.049367560705133644
(-) PDGFRB	0.07220354654525703	0.3957274421313074	0.25387279899931064	0.0
(-) PDLIM1	0.1783137334500524	0.0	0.02869354071078147	0.04594951961487115
(-) PDLIM4	0.21212352210189175	0.10956950974103746	0.12061273123301636	0.20851235584554464
(-) PDS5A	0.00889281710491559	0.0	0.0	0.10500493637210356
(-) PDSS2	0.0	0.03184733575237174	0.0	0.16085189961506155
(-) PELI2	0.39548573087666333	0.1812318653588416	0.0	0.023883900122284748
(-) PELO	0.0	0.030954994468803662	0.14429123238769792	0.006793911904667517
(-) PER3	0.06026077749159542	0.1154711642287741	0.017484030723629237	0.03152085417331866
(-) PEX11B	0.10792436955835066	0.01668728575524017	0.0	0.0
(-) PEX14	0.0	0.01835182316470996	0.0	0.12407653155351217
(-) PHACTR2	0.10341903504939222	0.033866564501061264	0.089996315926931	0.30476366733588073
(-) PHF20L1	0.016387906511102134	0.025674946855240906	0.08969023870425849	0.05585954753522458
(-) PHF8	0.06351282474964366	0.025571627610102968	0.0	0.0769809129965448
(-) PHIP	0.0	0.0	0.0	0.1582309363919897
(-) PHKA1	0.40097226381362444	0.0	0.07022910654423153	0.014313306765930555
(-) PHLDB2	0.2506383368602614	0.0	0.17258922715634747	0.1481514851491838
(-) PIANP	0.3223972062678807	0.3376063166129752	0.10325767101437903	0.18620394990437603
(-) PICK1	0.21697688581250232	0.0	0.0	0.010555752617105793
(-) PID1	0.04193166533093196	0.19074090586869172	0.12475369325210656	0.037443045904007294
(-) PIGT	0.04954103467961862	0.09900897213120727	0.04103868756834564	0.012809759532755748
(-) PIM2	0.2129470447485229	0.09199750433098859	0.0	0.1458010749703574
(-) PINK1	0.11361704333225052	0.0	0.14401433942884848	0.18328730009639435
(-) PIP4K2B	0.009167132994256267	0.1595065610203476	0.014916662644401116	0.004171941078920486
(-) PIP5K1C	0.0	0.16562825114503246	0.05639823857662021	0.0
(-) PITX1	0.15452735565918252	0.04139723758737971	0.04822529413136657	0.13959204948726225
(-) PKD1	0.053178047149168746	0.23899354557971314	0.021061827144233148	0.0009545691275460459
(-) PKIG	0.05186063202734239	0.11804266343780596	0.0	0.0
(-) PKN2	0.024849942297576554	0.0	0.0	0.17815412650062018
(-) PKN3	0.2891794656243494	0.0	0.0	0.17737339031536745
(-) PLAA	0.11244484587183559	0.15886535647789382	0.08292485895982354	0.09048824543125246
(-) PLAGL1	0.29420201040233235	0.026146221510085693	0.0556694156360478	0.31567593516162007
(-) PLBD2	0.0	0.15647896848656054	0.09160743713913592	0.0
(-) PLCXD1	0.03919465705695495	0.09331091283557305	4.0254643692074656e-05	0.0652709514014328
(-) PLEKHA5	0.0	0.0	0.03891780997096598	0.16338055453358385
(-) PLEKHN1	0.0	0.054916841632739036	0.27175059760153175	0.11965913384388037
(-) PLGRKT	0.010803883349525143	0.055026117333689825	0.02048268928635208	0.11742753543981879
(-) PLK1	0.0	0.0	0.0	0.1910252673726108
(-) PLK4	0.0	0.0	0.0	0.21190286433661343
(-) PLXNA3	0.028826636310603927	0.09791860503808707	0.06551676799765604	0.011866352124018445
(-) PLXNB1	0.2731579365001785	0.011015864602668783	0.0	0.0
(-) PLXNB2	0.07639479401768498	0.03913688995679731	0.04326201540024241	0.0
(-) PMAIP1	0.022878828648158465	0.0	0.24645888815799127	0.2851970063638273
(-) POFUT1	0.013215163143731017	0.11270565244677275	0.05928700123982957	0.02268151862164926
(-) POFUT2	0.06645497418584193	0.1937847949807899	0.11308378572584538	0.0
(-) POLD2	0.007769665040620707	0.015279479231142585	0.13936575667082757	0.048470976925814424
(-) POLD3	0.0	0.0	0.0	0.1877832200312163
(-) POLE4	0.07955914392229972	0.0	0.11645296791922746	0.10278760707517985
(-) POLR1A	0.0	0.0	0.0460319930067499	0.10947401274145674
(-) POMGNT2	0.04659277843263053	0.004712384488633854	0.05922457162615582	0.015837510674821562
(-) POT1	0.04434989666505137	0.058535146639690804	0.045824553058713316	0.0
(-) PP2D1	0.3112377155361855	0.11809511364870012	0.2257807240674971	0.3469987758498513
(-) PPA2	0.014086627902278902	0.02249407731495633	0.004347883582243177	0.09576473380573797
(-) PPCS	0.12342535443841594	0.0	0.0	0.09048630788348368
(-) PPIA	0.0	0.0	0.1240810009292894	0.035667396474414234
(-) PPIE	0.10950675361830581	0.0	0.011000868554906918	0.04065059380086893
(-) PPIG	0.0	0.0	0.05792085489253042	0.09973486717137889
(-) PPIL3	0.03600236906328797	0.07789312917485494	0.13221040657666855	0.024947984292585882
(-) PPP1R11	0.0	0.08647527574962008	0.03867918798372733	0.04534846203133955
(-) PPP1R26	0.15579566639781375	0.0	0.0	0.0
(-) PPP1R3C	0.0	0.2350763652062789	0.19537735731803402	0.0
(-) PPP2CB	0.01581597995605599	0.00721222718474996	0.03677221421135161	0.023339956549118784
(-) PPP2R1B	0.04337396759511324	0.0	0.0	0.12111305716799528
(-) PPP2R5B	0.020652526120640134	0.15860289255132762	0.07522613152068378	0.0
(-) PPP2R5D	0.07167451164254586	0.0	0.0	0.09446201305408765
(-) PPP3CA	0.0	0.012829720059363765	0.12784735949010204	0.08017699250263076
(-) PPP3R1	0.0	0.08460969527658806	0.009391788722232904	0.13815967651903482
(-) PPP4C	0.0	0.0658166015148464	0.0	0.093766107352707
(-) PPP6R2	0.032742051409883045	0.032228435815651504	0.038314170527273025	0.07354639346503837
(-) PPT1	0.02269286664861755	0.06292237689675942	0.008975957935532635	0.059304841773920175
(-) PRC1	0.0	0.0	0.0	0.20381200552670528
(-) PRDM11	0.1004092442028651	0.0	0.2492612010494414	0.03410594847647374
(-) PRDM2	0.026044284838854067	0.016793011503700023	0.09326832154713491	0.05756820204462306
(-) PRDX2	0.0969309339531683	0.0	0.0	0.06802720596415081
(-) PRDX3	0.0	0.0	0.0	0.12379675379301272
(-) PRELID2	0.02600698321372008	0.018615794364931288	0.2136601584692935	0.05760264087475812
(-) PRICKLE2	0.05769284625211974	0.29633657380738326	0.0	0.042560413717088
(-) PRICKLE3	0.08902614381234664	0.0	0.0	0.10825143230747973
(-) PRIM1	0.0	0.0	0.0	0.18539692809765668
(-) PRIM2	0.0	0.0	0.0	0.1822339373915798
(-) PRIMPOL	0.01892250791343045	0.08267405688695983	0.1559086472711667	0.26908018423387325
(-) PRKAB1	0.04321451166538954	0.01294841929109701	0.0	0.09414945539523259
(-) PRKACA	0.016635497004141356	0.12794690477555143	0.0	0.00916768668383699
(-) PRKAR1A	0.01222675879714846	0.017389535096107623	0.07902611983550442	0.0
(-) PRKCA	0.035682853589871485	0.1538511274899839	0.002356985146941071	0.0
(-) PRKX	0.17094169432295062	0.0	0.11577639019080939	0.0
(-) PRMT6	0.012350626518799066	0.003159285027832264	0.0	0.11749421446443446
(-) PROCR	0.0	0.11295287664567133	0.1407189971756202	0.040078150766748984
(-) PRPF40A	0.0	0.002494839083447646	0.03213081443670255	0.13075847786592554
(-) PRR12	0.020658949075311052	0.0	0.046983441408925096	0.05511329646593718
(-) PRRG1	0.0	0.0	0.334360819543892	0.0
(-) PRTFDC1	0.14630590945512478	0.2323709492220507	0.0	0.20584697376501637
(-) PRTG	0.2804892920647564	0.14840498743181574	0.30098609792388337	0.002350924484059244
(-) PSIP1	0.05503339796175103	0.02835612468512041	0.01575191856888288	0.07676124265162608
(-) PSMD5	0.05910322340942969	0.0	0.09962850361943049	0.0
(-) PSMD6	0.06537661822281894	0.010311406135124615	0.041614164609857	0.05257176651934452
(-) PSPC1	0.06260385332026887	0.0	0.0	0.05153134366133204
(-) PTEN	0.12035614343431426	0.0008374814066412383	0.014925423591890427	0.11997797534534771
(-) PTGFRN	0.23746363951867772	0.061027289981664415	0.0	0.09741625586943407
(-) PTK7	0.1129283004791158	0.07092310854165307	0.0	0.011867769077975088
(-) PTN	0.042236972079723226	0.40137593776201674	0.007522800683411125	0.022505609189186735
(-) PTPDC1	0.057418178878441355	0.0	0.14733876249160893	0.02004719679415252
(-) PTPN12	0.012706365820502183	0.1500198454985683	0.01700400168453448	0.01988477525028768
(-) PTPN13	0.013888070507687566	0.02815679983374467	0.19590689682601492	0.01674182164377411
(-) PTPRG	0.016922033487377218	0.06356359959774413	0.20992241150987845	0.0
(-) PTPRM	0.0	0.14125660028869538	0.6445216178090111	0.0
(-) PTPRN2	0.20572700056769117	0.17722090411214048	0.37944096738484234	0.05935197908548616
(-) PTPRS	0.05741795318260391	0.016797815585055335	0.0618626732428075	0.0
(-) PTS	0.014837787033336897	0.0	0.004031457883643697	0.09128880082375243
(-) PXDN	0.17083028705321612	0.2253088010643593	0.24235874002619737	0.0
(-) PXMP4	0.1314856437922246	0.008699065180167883	0.006384134511757074	0.06997472653668757
